variant,seed_count,S_ALL_RMSE_mean,S_ALL_RMSE_sample_std,S_ALL_RMSE_median,S_ALL_RMSE_min,S_ALL_RMSE_max,S_ALL_MAE_mean,S_ALL_MAE_sample_std,S_ALL_MAE_median,S_ALL_MAE_min,S_ALL_MAE_max,S_ALL_NRMSE_mean,S_ALL_NRMSE_sample_std,S_ALL_NRMSE_median,S_ALL_NRMSE_min,S_ALL_NRMSE_max,S_CC_RMSE_mean,S_CC_RMSE_sample_std,S_CC_RMSE_median,S_CC_RMSE_min,S_CC_RMSE_max,S_CC_MAE_mean,S_CC_MAE_sample_std,S_CC_MAE_median,S_CC_MAE_min,S_CC_MAE_max,S_CC_NRMSE_mean,S_CC_NRMSE_sample_std,S_CC_NRMSE_median,S_CC_NRMSE_min,S_CC_NRMSE_max,CO_RMSE_mean,CO_RMSE_sample_std,CO_RMSE_median,CO_RMSE_min,CO_RMSE_max,CO_high_RMSE_mean,CO_high_RMSE_sample_std,CO_high_RMSE_median,CO_high_RMSE_min,CO_high_RMSE_max
RG0_RICH_ONLY,5,20.466785092454842,3.457738011090145,20.09651441145291,16.268914829284444,25.898476869586858,9.733044651151886,0.763838493993849,9.61384279561397,8.888902508176379,10.980889763227566,0.1442935262794909,0.033841732289670495,0.14190969854720237,0.10432196886467732,0.1968394318532585,14.454631096309683,0.26209995452396645,14.320405210805212,14.201930380221318,14.755509177799803,8.516865999289617,0.07236855571800078,8.506437438954203,8.421072747144395,8.591322017177829,0.07832208038453506,0.001295175562749444,0.07810032406791073,0.07667358415854973,0.07973525054439691,24.550440149780506,2.468528965052897,22.75323491722763,22.75323491722763,27.520055545853058,32.607070352622046,5.2743013357090645,28.951524105820212,28.951524105820212,40.44096205745392
RG1_FEDERATED_H1,5,18.508025099989627,4.321091024495153,17.5643954250521,13.871307695837194,25.648978143013927,8.038693785751327,0.799704197487157,7.884879325289563,7.2561395358551115,9.383747858255797,0.13823315645447914,0.03993337099090116,0.13010201758383047,0.09742518935058737,0.20429475620109924,11.633858261113179,0.31420278202193447,11.462067079839205,11.341598573023923,11.991559792766576,6.867318163834236,0.06882412748219603,6.851946088367303,6.777275530305491,6.940692607992286,0.06832444226852293,0.001442578723485381,0.06805737243265196,0.06649953602494117,0.06989301115079226,18.42501211415736,3.393707204965771,15.962721684791092,15.962721684791092,22.6649997607787,24.149245216270963,7.290968479016076,19.105970421304782,19.105970421304782,35.02121278446352
RG2_ALL_PRIOR,5,18.598173269770477,4.419163587645006,17.749919110642434,13.87661663776449,25.908669856763723,8.00089159726827,0.7489117029024417,7.8701164146137215,7.24700850431075,9.24798964111725,0.13876341514503804,0.04040674331567905,0.12875291733801061,0.09720404353379956,0.20569208032522604,11.520766152359354,0.3147762018305497,11.37909561454046,11.148363841575641,11.871197127564583,6.7794803986728684,0.14320415858528387,6.819249710692602,6.529563200945047,6.891175635518361,0.06632005997950914,0.0018638257204547915,0.06659548485176237,0.06318375603350966,0.06808387145197947,18.396872327555975,3.5121955476729183,15.858215699267275,15.858215699267275,22.91416650710558,24.150793104381194,7.588061270881128,18.942346297415263,18.942346297415263,35.627839751901796
