variant,seed,round,server_da_steps_per_round,server_da_total_steps_so_far,accuracy,macro_f1,nll,ece,mean_confidence,error_count,recall_class_0,recall_class_1,recall_class_2,recall_class_3,checkpoint_sha256,evaluation_seconds,evidence_status,test_used_for_selection
DA50,42,2,50,100,0.8757352941176471,0.8763278272654816,0.6551639125473052,0.3027455106158467,0.5729897835018004,169,0.8911764705882353,0.8735294117647059,0.7705882352941177,0.9676470588235294,02312a47aa9c32d2882d6c16a54fc674c06e8569d96427a336a34824cbca132b,0.6938153000082821,canonical_postflight_pass,False
DA50,42,3,50,150,0.8654411764705883,0.8666916611710275,0.5806840690380879,0.21817928195437966,0.6472618945162086,183,0.8352941176470589,0.8823529411764706,0.7764705882352941,0.9676470588235294,bb3cfed4dc81283da839b4aba91830274f5d1c16018ad056ef64262781100286,0.4313352999743074,canonical_postflight_pass,False
DA50,42,4,50,200,0.8955882352941177,0.8972146130144554,0.40553126312231813,0.171048860273817,0.7245393750203006,142,0.9352941176470588,0.7911764705882353,0.8705882352941177,0.9852941176470589,7adb2984e844dec6b7650e9ff5594b82fd2078f84960e786c92db19a689b76c3,0.6804287999402732,canonical_postflight_pass,False
DA50,42,5,50,250,0.9066176470588235,0.9067145197860178,0.3050689131586081,0.11625507568173546,0.7968303280060782,127,0.9705882352941176,0.7529411764705882,0.9088235294117647,0.9941176470588236,379197d0d59c398cc302debbfeeb6e6231af10880f4779e571ad500ec72238a1,0.793083900003694,canonical_postflight_pass,False
DA50,42,6,50,300,0.9080882352941176,0.9083903324946001,0.2622797056277608,0.07014837409643564,0.8429768406731241,125,0.9676470588235294,0.7823529411764706,0.8852941176470588,0.9970588235294118,c70f650566eba907da8e10f509e9b56981866967f92a1544c180329206d4c1e4,1.6989096999168396,canonical_postflight_pass,False
DA50,42,7,50,350,0.9169117647058823,0.917073173365641,0.22693635924699174,0.05082149426726734,0.8805837252122515,113,0.9794117647058823,0.788235294117647,0.9176470588235294,0.9823529411764705,616e84cf9c0da955745a036ca49c9857c42343636e3a650c90972dbe3b395ac1,0.8314266999950632,canonical_postflight_pass,False
DA50,42,8,50,400,0.9147058823529411,0.9149678742514571,0.19792911753676784,0.04487740752451561,0.9091086040086606,116,0.9823529411764705,0.7911764705882353,0.9,0.9852941176470589,6d4672af6498a9fc8d3e563349fa184fa5e3e68d7f1d407e4f1bf935cf2d4693,1.1195188999408856,canonical_postflight_pass,False
DA50,42,9,50,450,0.9220588235294118,0.9219964765720969,0.1962658082276244,0.027735218953560365,0.9319350224426564,106,0.9852941176470589,0.8264705882352941,0.8970588235294118,0.9794117647058823,a479b42dc18b26525bad1f9d877a3afc8a4e11b7ba03cd26d4f97289d651e1ec,0.7436814000830054,canonical_postflight_pass,False
DA50,42,10,50,500,0.9360294117647059,0.9363668582306848,0.1634903697468981,0.023957632876494356,0.9453731954536018,87,0.9676470588235294,0.8852941176470588,0.8970588235294118,0.9941176470588236,250831709d7a98bc646c86fff3a1006a730e9b582c88acace74cf800b0d9a428,0.6935406998964027,canonical_postflight_pass,False
DA50,42,11,50,550,0.9441176470588235,0.9445267810399548,0.14746725611223294,0.020716374498956386,0.9542406951679903,76,0.9705882352941176,0.9029411764705882,0.9117647058823529,0.9911764705882353,da5046b7940074d55237d54009afc2bb3e1865b2cd67eba2fef31398cbfed422,0.8132755999686196,canonical_postflight_pass,False
