method,budget_pct,calibration_n,N,accuracy,macro_f1,nll,ece,mean_confidence,checkpoint_sha256,seed,selection_role
A0T,15,240,1360,0.9941176470588236,0.9941043832628784,0.052628481178434806,0.00526557490229603,0.9993832219611196,9e88509483762d3b7b5b3c335ea4c82f4aca30ed2d95ef7ab9164341ac6d6989,42,fixed_round25_one_time_sealed_test
A0T,10,160,1360,0.9889705882352942,0.9889687989405208,0.1081452639408605,0.010690711833098334,0.998405385850107,92f3bc70de10bf95b1f5dbc7fd7ff70af4b99993f7c53c030e80af5e76e86604,42,fixed_round25_one_time_sealed_test
A0T,5,80,1360,0.9735294117647059,0.9735385625517444,0.31885761026798265,0.026126799863927536,0.9989491289152819,9769eb88a2692f84c2f2409135b37facd58be2e77002f7229c70ff0adadcf219,42,fixed_round25_one_time_sealed_test
