target,gas,class_id,model,N,RMSE,MAE,NRMSE_range,Bias,R2
C5,Ethanol,0,M83,340,18.85440285151763,4.553223759670451,0.16759469201349003,1.3896357545556977,0.7242270976874154
C5,Ethanol,0,M84_FED_H1,340,20.214297134164017,4.880103975223206,0.17968264119256905,1.7632539559913212,0.683011639367159
C5,CO,1,M83,340,26.772285161196734,19.038493476270432,0.11898793404976328,-0.4029903463123961,0.8609929206783157
C5,CO,1,M84_FED_H1,340,21.56931014234211,14.346733230348722,0.09586360063263162,0.02393487937684393,0.9097725789058827
C5,Ethylene,2,M83,340,35.132546691937335,9.878438277954709,0.31228930392833193,6.817162510518476,0.042485653673769
C5,Ethylene,2,M84_FED_H1,340,35.13392796547622,9.896432463920508,0.31230158191534413,6.780899195836981,0.04241036079843152
C5,Methane,3,M83,340,25.095888151460294,11.729320419249502,0.11153728067315685,-2.316564283550097,0.877856271105822
C5,Methane,3,M84_FED_H1,340,32.25905354761838,13.64141267735714,0.14337357132274833,-3.899765919772174,0.7981776415441242
