target,model,scope,N,RMSE,MAE,NRMSE_range,Bias,R2
C5,M83,S_ALL,1360,27.09401778442759,11.299868983286274,0.19507132257749474,1.3718109088029207,0.8333250867193465
C5,M83,S_CC,1328,14.550551212491612,8.581262149624196,0.07140066683348571,0.690386065321095,0.951173386460042
C5,M83,Oracle_ALL,1360,16.172660285608938,9.012294938909008,0.07789117972062364,0.1957168257316304,0.9406136897359553
C5,M83,Oracle_CC,1328,14.550551212491612,8.581262149624196,0.07140066683348571,0.690386065321095,0.951173386460042
C5,M84_FED_H1,S_ALL,1360,28.057496229689647,10.691170586712394,0.19972727686326158,1.1670805278582432,0.821260210875533
C5,M84_FED_H1,S_CC,1328,13.110112802502927,7.5532155375945225,0.06560105370342245,0.7202219012423267,0.9603621062382204
C5,M84_FED_H1,Oracle_ALL,1360,14.4488286458766,7.939890240591398,0.0708372702296877,0.28883559463806247,0.9525988698847863
C5,M84_FED_H1,Oracle_CC,1328,13.110112802502927,7.5532155375945225,0.06560105370342245,0.7202219012423267,0.9603621062382204
