target,grouping_key,group_N,window_N,bootstrap_repeats,seed,delta_definition,delta_rmse_m84_minus_m83,bootstrap_rmse_mean,bootstrap_rmse_median,bootstrap_rmse_ci95_low,bootstrap_rmse_ci95_high,bootstrap_rmse_p_delta_lt_0,delta_mae_m84_minus_m83,bootstrap_mae_mean,bootstrap_mae_median,bootstrap_mae_ci95_low,bootstrap_mae_ci95_high,bootstrap_mae_p_delta_lt_0,delta_nrmse_range_m84_minus_m83,bootstrap_nrmse_range_mean,bootstrap_nrmse_range_median,bootstrap_nrmse_range_ci95_low,bootstrap_nrmse_range_ci95_high,bootstrap_nrmse_range_p_delta_lt_0,ci95_low,ci95_high,p_delta_lt_0
C5,filename,80,1360,5000,42,metric_M84_minus_metric_M83,0.9634784452620586,0.8685869492812106,0.8193996625671272,-1.377391311772663,3.942462613529634,0.3186,-0.6086983965738799,-0.6121496630935575,-0.6200051277695824,-1.5353979204715007,0.36770139532320384,0.8966,0.0046559542857668446,0.004668061993460628,0.004187833552836154,-0.003403911195170977,0.015635344179229443,0.1752,-1.377391311772663,3.942462613529634,0.3186
