step,val_loss,coral_loss,mmd_global,mmd_class,adv_loss,proto_anchor,proto_loss,consist_loss,residual_loss,mmd_proto_loss,stage_mmd_loss,align_reg_legacy_loss,target_ce_loss,target_ce_acc,weighted_coral_loss,weighted_mmd_global,weighted_mmd_class,weighted_adv_loss,weighted_proto_anchor,weighted_proto_loss,weighted_consist_loss,weighted_residual_loss,weighted_mmd_proto_loss,weighted_stage_mmd_loss,weighted_align_reg_legacy_loss,weighted_target_ce_loss,total_loss
1.0,0.001765556400641799,6.69232076688786e-06,0.06336015462875366,0.08231401443481445,0.002336139790713787,1451.284912109375,154.0386505126953,589.6442260742188,0.0,1.9324742555618286,0.17047683894634247,0.0,0.0,0.0,3.34616038344393e-06,0.03168007731437683,0.04115700721740723,0.0011680698953568935,435.385498046875,7.701932430267334,1179.2884521484375,0.0,0.38649484515190125,0.03409536927938461,0.0,0.0,1622.8721923828125
2.0,0.0011324214283376932,4.169875410298118e-06,0.024817585945129395,0.13112002611160278,0.0036376332864165306,1450.9464111328125,154.39662170410156,908.6720581054688,0.0,1.9324742555618286,0.10206302255392075,0.0,0.0,0.0,2.084937705149059e-06,0.012408792972564697,0.06556001305580139,0.0018188166432082653,435.283935546875,7.7198309898376465,1817.3441162109375,0.0,0.38649484515190125,0.02041260525584221,0.0,0.0,2260.835693359375
3.0,0.0010755041148513556,1.706065972939541e-06,0.01801210641860962,0.051447153091430664,-3.7000980228185654e-05,1450.4486083984375,154.71107482910156,888.7857666015625,0.0,1.9324742555618286,0.06452828645706177,0.0,0.0,0.0,8.530329864697705e-07,0.00900605320930481,0.025723576545715332,-1.8500490114092827e-05,435.1346130371094,7.735553741455078,1777.571533203125,0.0,0.38649484515190125,0.012905657291412354,0.0,0.0,2220.876953125
4.0,0.0011097353417426348,4.166772214375669e-06,0.052078425884246826,0.1368395984172821,0.004986732732504606,1451.13818359375,155.0184326171875,651.05908203125,0.0,1.9324742555618286,0.20694997906684875,0.0,0.0,0.0,2.0833861071878346e-06,0.026039212942123413,0.06841979920864105,0.002493366366252303,435.3414611816406,7.750921726226807,1302.1181640625,0.0,0.38649484515190125,0.04138999804854393,0.0,0.0,1745.7364501953125
5.0,0.0010824614437296987,4.303727564547444e-06,0.03752624988555908,0.09151613712310791,0.0012519164010882378,1449.507568359375,155.28428649902344,630.2070922851562,0.0,1.9324742555618286,0.15010657906532288,0.0,0.0,0.0,2.151863782273722e-06,0.01876312494277954,0.045758068561553955,0.0006259582005441189,434.852294921875,7.764214515686035,1260.4141845703125,0.0,0.38649484515190125,0.030021315440535545,0.0,0.0,1703.513427734375
6.0,0.0011017047800123692,5.810537913930602e-06,0.0392613410949707,0.09968513250350952,0.008762313053011894,1449.376220703125,155.58018493652344,818.0372314453125,0.0,1.9324742555618286,0.15645618736743927,0.0,0.0,0.0,2.905268956965301e-06,0.01963067054748535,0.04984256625175476,0.004381156526505947,434.8128967285156,7.7790093421936035,1636.074462890625,0.0,0.38649484515190125,0.03129123896360397,0.0,0.0,2079.1591796875
7.0,0.008458856493234634,3.6039282349520363e-06,0.08736896514892578,0.07651811838150024,0.009335305541753769,1448.175048828125,155.88600158691406,693.4044189453125,0.0,1.9324742555618286,0.17392361164093018,0.0,0.0,0.0,1.8019641174760181e-06,0.04368448257446289,0.03825905919075012,0.0046676527708768845,434.4525451660156,7.794300079345703,1386.808837890625,0.0,0.38649484515190125,0.034784723073244095,0.0,0.0,1829.572021484375
8.0,0.0011108864564448595,1.7300162653555162e-06,0.031831562519073486,0.08730337023735046,-0.0045100608840584755,1447.6595458984375,156.19947814941406,637.342529296875,0.0,1.9324742555618286,0.09959214925765991,0.0,0.0,0.0,8.650081326777581e-07,0.015915781259536743,0.04365168511867523,-0.0022550304420292377,434.2978820800781,7.809974193572998,1274.68505859375,0.0,0.38649484515190125,0.019918430596590042,0.0,0.0,1717.2576904296875
9.0,0.014159520156681538,1.0431642294861376e-05,0.09064549207687378,0.08374655246734619,0.00692606158554554,1447.947509765625,156.5186004638672,764.965576171875,0.0,1.9324742555618286,0.1840115487575531,0.0,0.0,0.0,5.215821147430688e-06,0.04532274603843689,0.041873276233673096,0.00346303079277277,434.38427734375,7.825930118560791,1529.93115234375,0.0,0.38649484515190125,0.03680231049656868,0.0,0.0,1972.6693115234375
10.0,0.007327069994062185,3.076640950894216e-06,0.03510940074920654,0.0812579095363617,0.011161972768604755,1447.1270751953125,156.83653259277344,815.8991088867188,0.0,1.9324742555618286,0.07591155171394348,0.0,0.0,0.0,1.538320475447108e-06,0.01755470037460327,0.04062895476818085,0.005580986384302378,434.1381530761719,7.841826915740967,1631.7982177734375,0.0,0.38649484515190125,0.015182310715317726,0.0,0.0,2074.2509765625
11.0,0.001095393905416131,5.268437234917656e-06,0.0392000675201416,0.09867614507675171,0.01969257742166519,1447.295166015625,157.1321258544922,762.1937255859375,0.0,1.9324742555618286,0.1727537363767624,0.0,0.0,0.0,2.634218617458828e-06,0.0196000337600708,0.049338072538375854,0.009846288710832596,434.1885681152344,7.856606483459473,1524.387451171875,0.0,0.38649484515190125,0.0345507487654686,0.0,0.0,1966.9334716796875
12.0,0.0010764901526272297,1.3146146784492885e-06,0.07999807596206665,0.06441795825958252,0.011229926720261574,1446.2508544921875,157.44015502929688,509.559326171875,0.0,1.9324742555618286,0.12479667365550995,0.0,0.0,0.0,6.573073392246442e-07,0.039999037981033325,0.03220897912979126,0.005614963360130787,433.8752746582031,7.872007846832275,1019.11865234375,0.0,0.38649484515190125,0.02495933510363102,0.0,0.0,1461.356201171875
13.0,0.0010808807564899325,1.057803387993772e-06,0.033385396003723145,0.04562819004058838,0.0050223590806126595,1445.453125,157.76109313964844,754.7178344726562,0.0,1.9324742555618286,0.0814923644065857,0.0,0.0,0.0,5.28901693996886e-07,0.016692698001861572,0.02281409502029419,0.0025111795403063297,433.6359558105469,7.888054847717285,1509.4356689453125,0.0,0.38649484515190125,0.01629847288131714,0.0,0.0,1951.4056396484375
14.0,0.001104789786040783,5.372925784286053e-07,0.08433043956756592,0.05972382426261902,0.017539631575345993,1445.518310546875,158.08380126953125,795.36328125,0.0,1.9324742555618286,0.1476612240076065,0.0,0.0,0.0,2.6864628921430267e-07,0.04216521978378296,0.02986191213130951,0.008769815787672997,433.655517578125,7.9041900634765625,1590.7265625,0.0,0.38649484515190125,0.02953224442899227,0.0,0.0,2032.7841796875
15.0,0.0010873553110286593,2.87903412754531e-06,0.02350306510925293,0.05497056245803833,0.023920981213450432,1445.013671875,158.4144744873047,723.08447265625,0.0,1.9324742555618286,0.09190338850021362,0.0,0.0,0.0,1.439517063772655e-06,0.011751532554626465,0.027485281229019165,0.011960490606725216,433.5041198730469,7.920723915100098,1446.1689453125,0.0,0.38649484515190125,0.018380677327513695,0.0,0.0,1888.0509033203125
16.0,0.0010688615730032325,1.795325943021453e-06,0.028425514698028564,0.06484314799308777,0.010251841507852077,1444.6156005859375,158.7503204345703,603.0616455078125,0.0,1.9324742555618286,0.13011693954467773,0.0,0.0,0.0,8.976629715107265e-07,0.014212757349014282,0.032421573996543884,0.005125920753926039,433.38470458984375,7.937516212463379,1206.123291015625,0.0,0.38649484515190125,0.026023387908935547,0.0,0.0,1647.9107666015625
17.0,0.0010773780522868037,4.1839698496914934e-06,0.06253618001937866,0.10101538896560669,0.04114706441760063,1445.01416015625,159.08876037597656,572.4689331054688,0.0,1.9324742555618286,0.08617489039897919,0.0,0.0,0.0,2.0919849248457467e-06,0.03126809000968933,0.050507694482803345,0.020573532208800316,433.5042724609375,7.954438209533691,1144.9378662109375,0.0,0.38649484515190125,0.017234979197382927,0.0,0.0,1586.9036865234375
18.0,0.0010818273294717073,7.891465543252707e-07,0.019633173942565918,0.059418439865112305,0.014137087389826775,1444.4034423828125,159.42857360839844,631.8416748046875,0.0,1.9324742555618286,0.14686766266822815,0.0,0.0,0.0,3.9457327716263535e-07,0.009816586971282959,0.029709219932556152,0.007068543694913387,433.321044921875,7.971428871154785,1263.683349609375,0.0,0.38649484515190125,0.0293735321611166,0.0,0.0,1705.439453125
19.0,0.001128477742895484,8.779189784036134e-07,0.02613621950149536,0.07159766554832458,0.032614655792713165,1443.322509765625,159.7730712890625,777.5899658203125,0.0,1.9324742555618286,0.13943415880203247,0.0,0.0,0.0,4.389594892018067e-07,0.01306810975074768,0.03579883277416229,0.016307327896356583,432.99676513671875,7.988653659820557,1555.179931640625,0.0,0.38649484515190125,0.027886832132935524,0.0,0.0,1996.64599609375
20.0,0.0011073499917984009,2.721560292684444e-07,0.023402869701385498,0.04092764854431152,0.017770694568753242,1442.4375,160.1175537109375,734.2818603515625,0.0,1.9324742555618286,0.07105294615030289,0.0,0.0,0.0,1.360780146342222e-07,0.011701434850692749,0.02046382427215576,0.008885347284376621,432.73126220703125,8.005877494812012,1468.563720703125,0.0,0.38649484515190125,0.014210589230060577,0.0,0.0,1909.74365234375
21.0,0.0011904699495062232,2.2589594550481706e-07,0.02429097890853882,0.03805014491081238,-0.00036008143797516823,1442.2740478515625,160.46510314941406,675.5157470703125,0.0,1.9324742555618286,0.10051620006561279,0.0,0.0,0.0,1.1294797275240853e-07,0.01214548945426941,0.01902507245540619,-0.00018004071898758411,432.6822204589844,8.023255348205566,1351.031494140625,0.0,0.38649484515190125,0.02010324038565159,0.0,0.0,1792.17578125
