mode,macro_client_NRMSE,macro_client_RMSE,C3_NRMSE,C3_RMSE,C4_NRMSE,C4_RMSE,C5_NRMSE,C5_RMSE
A0_B0_R3aK16_auto_v2,0.16333198093122758,28.627817818319432,0.110765038856896,19.68588107638486,0.1520107053829676,30.610873222536796,0.22722019855381914,35.58669915603665
A1_H2_3_current_with_B0_rescue,0.12785055064545134,18.628762522103063,0.10227651137679823,13.935954190366488,0.07128030276758814,13.41723599848358,0.20999483779196768,28.53309737745913
A2_H2_3_direct_only_no_B0_rescue,0.1478033368638915,23.545578165349426,0.10227651137679823,13.935954190366488,0.13113866142290861,28.167682928222657,0.20999483779196768,28.53309737745913
A3_no_auto_v2_ppm_feature,0.1478033368638915,23.545578165349426,0.10227651137679823,13.935954190366488,0.13113866142290861,28.167682928222657,0.20999483779196768,28.53309737745913
A4_no_r3ak16_ppm_feature,0.1478033368638915,23.545578165349426,0.10227651137679823,13.935954190366488,0.13113866142290861,28.167682928222657,0.20999483779196768,28.53309737745913
A5_no_risk_feature,0.1478033368638915,23.545578165349426,0.10227651137679823,13.935954190366488,0.13113866142290861,28.167682928222657,0.20999483779196768,28.53309737745913
A6_no_ppm_no_risk_direct_only,0.1478033368638915,23.545578165349426,0.10227651137679823,13.935954190366488,0.13113866142290861,28.167682928222657,0.20999483779196768,28.53309737745913
