variant,calibration_validation_RMSE,N,S_ALL_RMSE,S_ALL_MAE,S_ALL_NRMSE,S_CC_N,S_CC_RMSE,CO_RMSE,CO_high_200_250_N,CO_high_200_250_RMSE,model_parameter_count,target_input_dimension
RIDGE_RICH_ONLY,17.222113917533854,1360,25.898476862531066,10.98088974323061,0.1968394318500702,1333,14.2019303657629,27.520055549081643,102,40.44096206477725,420,104
RIDGE_H1_POOLED,15.394324042734757,1360,25.648978143130915,9.383747858260804,0.20429475620232104,1333,11.34159857303006,22.66499976073207,102,35.02121278432278,424,105
RIDGE_H1_FEDERATED_STATS,15.394324043100431,1360,25.648978143013437,9.383747858255882,0.20429475620109427,1333,11.341598573024738,22.66499976077883,102,35.02121278446263,424,105
