step,val_loss,coral_loss,mmd_global,mmd_class,adv_loss,proto_anchor,proto_loss,consist_loss,residual_loss,mmd_proto_loss,stage_mmd_loss,align_reg_legacy_loss,target_ce_loss,target_ce_acc,weighted_coral_loss,weighted_mmd_global,weighted_mmd_class,weighted_adv_loss,weighted_proto_anchor,weighted_proto_loss,weighted_consist_loss,weighted_residual_loss,weighted_mmd_proto_loss,weighted_stage_mmd_loss,weighted_align_reg_legacy_loss,weighted_target_ce_loss,total_loss
1.0,0.001765556400641799,1.8034824051937903e-06,0.03037130832672119,0.059702932834625244,0.003722206689417362,1450.5286865234375,154.0386505126953,589.6442260742188,0.0,1.9324742555618286,0.1973651796579361,0.0,0.0,0.0,9.017412025968952e-07,0.015185654163360596,0.029851466417312622,0.001861103344708681,435.15863037109375,7.701932430267334,1179.2884521484375,0.0,0.38649484515190125,0.0394730381667614,0.0,0.0,1622.6236572265625
2.0,0.0010852128034457564,2.657878894751775e-06,0.038148462772369385,0.08308818936347961,0.0036470452323555946,1450.847900390625,154.39476013183594,908.6699829101562,0.0,1.9324742555618286,0.0988825112581253,0.0,0.0,0.0,1.3289394473758875e-06,0.019074231386184692,0.04154409468173981,0.0018235226161777973,435.25439453125,7.719738006591797,1817.3399658203125,0.0,0.38649484515190125,0.01977650262415409,0.0,0.0,2260.783935546875
3.0,0.01206093281507492,6.437774686673947e-07,0.018802642822265625,0.05219918489456177,-0.0023002177476882935,1449.148193359375,154.70912170410156,888.855224609375,0.0,1.9324742555618286,0.10557456314563751,0.0,0.0,0.0,3.2188873433369736e-07,0.009401321411132812,0.026099592447280884,-0.0011501088738441467,434.7444763183594,7.7354559898376465,1777.71044921875,0.0,0.38649484515190125,0.021114913746714592,0.0,0.0,2220.644287109375
4.0,0.0011279965983703732,2.4864189640538825e-07,0.022404491901397705,0.03119686245918274,0.0016858417075127363,1447.90478515625,155.01942443847656,650.348876953125,0.0,1.9324742555618286,0.08628542721271515,0.0,0.0,0.0,1.2432094820269413e-07,0.011202245950698853,0.01559843122959137,0.0008429208537563682,434.3714599609375,7.75097131729126,1300.69775390625,0.0,0.38649484515190125,0.017257085070014,0.0,0.0,1743.252685546875
5.0,0.0010767541825771332,3.12369110133659e-07,0.05943673849105835,0.04033398628234863,0.009295869618654251,1447.9700927734375,155.31739807128906,631.0671997070312,0.0,1.9324742555618286,0.10836061090230942,0.0,0.0,0.0,1.561845550668295e-07,0.029718369245529175,0.020166993141174316,0.0046479348093271255,434.39105224609375,7.765870094299316,1262.1343994140625,0.0,0.38649484515190125,0.021672122180461884,0.0,0.0,1704.755126953125
6.0,0.012532709166407585,8.512063800480973e-07,0.07425987720489502,0.06732597947120667,0.009170644916594028,1448.40673828125,155.6345977783203,818.5103759765625,0.0,1.9324742555618286,0.1875021606683731,0.0,0.0,0.0,4.2560319002404867e-07,0.03712993860244751,0.03366298973560333,0.004585322458297014,434.52203369140625,7.7817301750183105,1637.020751953125,0.0,0.38649484515190125,0.03750043362379074,0.0,0.0,2079.83642578125
7.0,0.001119980588555336,6.567514901689719e-06,0.026968717575073242,0.055038005113601685,-0.0015110825188457966,1448.268798828125,155.95664978027344,693.1090698242188,0.0,1.9324742555618286,0.11822143942117691,0.0,0.0,0.0,3.2837574508448597e-06,0.013484358787536621,0.027519002556800842,-0.0007555412594228983,434.48065185546875,7.797832489013672,1386.2181396484375,0.0,0.38649484515190125,0.02364428900182247,0.0,0.0,1828.9481201171875
8.0,0.023801174014806747,6.862833856757788e-07,0.02998530864715576,0.04611709713935852,0.006689829286187887,1446.923828125,156.28321838378906,637.1301879882812,0.0,1.9324742555618286,0.083966925740242,0.0,0.0,0.0,3.431416928378894e-07,0.01499265432357788,0.02305854856967926,0.0033449146430939436,434.0771789550781,7.8141608238220215,1274.2603759765625,0.0,0.38649484515190125,0.0167933851480484,0.0,0.0,1716.6202392578125
9.0,0.023133043199777603,7.140382649595267e-07,0.01926368474960327,0.04194825887680054,0.015278338454663754,1446.7479248046875,156.6131134033203,765.3612060546875,0.0,1.9324742555618286,0.1092735305428505,0.0,0.0,0.0,3.5701913247976336e-07,0.009631842374801636,0.02097412943840027,0.007639169227331877,434.0243835449219,7.830655574798584,1530.722412109375,0.0,0.38649484515190125,0.0218547061085701,0.0,0.0,1973.047119140625
10.0,0.001104150665923953,3.691767460622941e-06,0.04099661111831665,0.04217478632926941,0.009796695783734322,1446.22265625,156.9186248779297,815.739013671875,0.0,1.9324742555618286,0.08075084537267685,0.0,0.0,0.0,1.8458837303114706e-06,0.020498305559158325,0.021087393164634705,0.004898347891867161,433.8668212890625,7.845931529998779,1631.47802734375,0.0,0.38649484515190125,0.01615016907453537,0.0,0.0,2073.640869140625
