step,source_ce,coral_loss,global_mmd2,adversarial_loss,weighted_coral,weighted_global_mmd2,weighted_adversarial,total_loss,target_batch_size,target_label_object_present,target_ce_status,class_conditional_coral_status,class_mmd_status,stage_mmd_status,target_proto_anchor_status,pseudo_label_status
748,0.0026965977158397436,2.1800774447910953e-06,0.026389479637145996,-0.03304624557495117,1.0900387223955477e-06,0.013194739818572998,-0.016523122787475586,-0.0006306953728199005,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
749,0.0026773891877382994,5.1275223995617125e-06,0.09164005517959595,-0.02946650981903076,2.5637611997808563e-06,0.045820027589797974,-0.01473325490951538,0.0337667241692543,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
750,0.0027787070721387863,6.099894562794361e-06,0.05986124277114868,-0.013006091117858887,3.0499472813971806e-06,0.02993062138557434,-0.006503045558929443,0.026209332048892975,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
751,0.0027280012145638466,3.233181359973969e-06,0.043961286544799805,-0.01163947582244873,1.6165906799869845e-06,0.021980643272399902,-0.005819737911224365,0.01889052242040634,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
752,0.0025275752414017916,4.909371000394458e-06,0.07250404357910156,-0.01593470573425293,2.454685500197229e-06,0.03625202178955078,-0.007967352867126465,0.030814699828624725,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
753,0.003624367294833064,3.888375886162976e-06,0.03815096616744995,-0.0098799467086792,1.944187943081488e-06,0.019075483083724976,-0.0049399733543396,0.017761820927262306,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
754,0.0027145652566105127,2.433681629554485e-06,0.05819350481033325,-0.04043102264404297,1.2168408147772425e-06,0.029096752405166626,-0.020215511322021484,0.011597022414207458,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
755,0.002598509192466736,4.532489128905581e-06,0.09858644008636475,-0.0543900728225708,2.2662445644527907e-06,0.04929322004318237,-0.0271950364112854,0.024698957800865173,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
756,0.003533591516315937,6.341054813674418e-06,0.08462101221084595,-0.03297269344329834,3.170527406837209e-06,0.042310506105422974,-0.01648634672164917,0.029360920190811157,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
757,0.0027676064055413008,3.643413037934806e-06,0.05465376377105713,-0.039144039154052734,1.821706518967403e-06,0.027326881885528564,-0.019572019577026367,0.010524289682507515,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
758,0.003599184798076749,4.6271497922134586e-06,0.05694615840911865,-0.013316035270690918,2.3135748961067293e-06,0.028473079204559326,-0.006658017635345459,0.025416560471057892,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
759,0.0027238454204052687,3.5426685371930944e-06,0.045552194118499756,-0.01131141185760498,1.7713342685965472e-06,0.022776097059249878,-0.00565570592880249,0.019846007227897644,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
760,0.002590650925412774,2.6676232209865702e-06,0.03790050745010376,-0.027416229248046875,1.3338116104932851e-06,0.01895025372505188,-0.013708114624023438,0.007834123447537422,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
761,0.009457387030124664,2.3239954316522926e-06,0.041595458984375,-0.0450749397277832,1.1619977158261463e-06,0.0207977294921875,-0.0225374698638916,0.007718808948993683,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
762,0.0025585205294191837,2.5680740236566635e-06,0.03687632083892822,-0.04267621040344238,1.2840370118283317e-06,0.01843816041946411,-0.02133810520172119,-0.0003401394933462143,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
763,0.002419197466224432,3.1448764730157563e-06,0.046196818351745605,-0.050563812255859375,1.5724382365078782e-06,0.023098409175872803,-0.025281906127929688,0.00023727305233478546,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
764,0.0025473658461123705,4.279207587387646e-06,0.07309967279434204,-0.020972609519958496,2.139603793693823e-06,0.03654983639717102,-0.010486304759979248,0.02861303836107254,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
765,0.0025028493255376816,3.1164865958999144e-06,0.035508155822753906,-0.03631877899169922,1.5582432979499572e-06,0.017754077911376953,-0.01815938949584961,0.0020990967750549316,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
766,0.0032408018596470356,4.273539616406197e-06,0.06698060035705566,-0.021341323852539062,2.1367698082030984e-06,0.03349030017852783,-0.010670661926269531,0.026062577962875366,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
767,0.0023954971693456173,5.114287887408864e-06,0.07503747940063477,-0.013226509094238281,2.557143943704432e-06,0.03751873970031738,-0.006613254547119141,0.03330354019999504,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
768,0.0025052952114492655,3.3910919228219427e-06,0.05341464281082153,-0.04764759540557861,1.6955459614109714e-06,0.026707321405410767,-0.023823797702789307,0.005390513688325882,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
769,0.003577867988497019,4.303409696149174e-06,0.04589569568634033,-0.02808701992034912,2.151704848074587e-06,0.022947847843170166,-0.01404350996017456,0.012484356760978699,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
770,0.0025570096913725138,4.359346803539665e-06,0.07880067825317383,-0.06593060493469238,2.1796734017698327e-06,0.039400339126586914,-0.03296530246734619,0.008994225412607193,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
771,0.002186124213039875,3.3142516713269288e-06,0.06539952754974365,-0.046286821365356445,1.6571258356634644e-06,0.032699763774871826,-0.023143410682678223,0.01174413412809372,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
772,0.0026364109944552183,5.824292657052865e-06,0.06906694173812866,-0.024298787117004395,2.9121463285264326e-06,0.03453347086906433,-0.012149393558502197,0.02502340078353882,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
773,0.00334583455696702,9.347107152279932e-06,0.11696779727935791,-0.000929713249206543,4.673553576139966e-06,0.058483898639678955,-0.0004648566246032715,0.06136954948306084,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
774,0.0027550123631954193,4.0658728721609805e-06,0.04568135738372803,-0.013780951499938965,2.0329364360804902e-06,0.022840678691864014,-0.006890475749969482,0.01870724745094776,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
775,0.0029156680684536695,2.187517111451598e-06,0.04118359088897705,-0.026990652084350586,1.093758555725799e-06,0.020591795444488525,-0.013495326042175293,0.010013232007622719,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
776,0.0029726256616413593,2.854269951058086e-06,0.028708815574645996,-0.022966504096984863,1.427134975529043e-06,0.014354407787322998,-0.011483252048492432,0.005845207720994949,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
777,0.0025905875954777002,4.375633579911664e-06,0.03491777181625366,-0.009154200553894043,2.187816789955832e-06,0.01745888590812683,-0.0045771002769470215,0.015474561601877213,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
778,0.023793447762727737,2.838826958395657e-06,0.05272573232650757,-0.05442965030670166,1.4194134791978286e-06,0.026362866163253784,-0.02721482515335083,0.022942908108234406,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
779,0.003397265449166298,6.752726676495513e-06,0.07234662771224976,-0.018753886222839355,3.3763633382477565e-06,0.03617331385612488,-0.009376943111419678,0.030197013169527054,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
780,0.011564825661480427,3.547997721398133e-06,0.08059191703796387,-0.02514481544494629,1.7739988606990664e-06,0.040295958518981934,-0.012572407722473145,0.03929015249013901,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
781,0.002353216987103224,3.234815721953055e-06,0.03877449035644531,-0.05915021896362305,1.6174078609765274e-06,0.019387245178222656,-0.029575109481811523,-0.007833030074834824,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
782,0.0030361036770045757,2.365841737628216e-06,0.028437376022338867,-0.02378380298614502,1.182920868814108e-06,0.014218688011169434,-0.01189190149307251,0.0053640734404325485,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
783,0.0038622773718088865,4.417725449457066e-06,0.05045664310455322,-0.01689004898071289,2.208862724728533e-06,0.02522832155227661,-0.008445024490356445,0.02064778283238411,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
784,0.0026566055603325367,4.383954092190834e-06,0.043807268142700195,-0.026036739349365234,2.191977046095417e-06,0.021903634071350098,-0.013018369674682617,0.011544061824679375,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
785,0.0029694598633795977,2.341439312658622e-06,0.02506011724472046,-0.037175774574279785,1.170719656329311e-06,0.01253005862236023,-0.018587887287139893,-0.0030871983617544174,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
786,0.002249932149425149,2.7348100957169663e-06,0.049143970012664795,-0.05163908004760742,1.3674050478584832e-06,0.024571985006332397,-0.02581954002380371,0.0010037440806627274,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
787,0.003133328864350915,1.5127245660551125e-06,0.01863265037536621,-0.037047743797302246,7.563622830275563e-07,0.009316325187683105,-0.018523871898651123,-0.0060734618455171585,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
788,0.002643209183588624,2.750579142229981e-06,0.03729391098022461,-0.00488591194152832,1.3752895711149904e-06,0.018646955490112305,-0.00244295597076416,0.018848583102226257,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
789,0.0029116617515683174,5.230057922744891e-06,0.03945338726043701,-0.02983880043029785,2.6150289613724453e-06,0.019726693630218506,-0.014919400215148926,0.007721569389104843,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
790,0.0024109804071485996,3.284639888079255e-06,0.05526810884475708,-0.035211801528930664,1.6423199440396274e-06,0.02763405442237854,-0.017605900764465332,0.012440776452422142,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
791,0.002484893659129739,2.5340766569570405e-06,0.04766052961349487,-0.029828548431396484,1.2670383284785203e-06,0.023830264806747437,-0.014914274215698242,0.011402150616049767,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
792,0.0030374820344150066,8.754172995395493e-06,0.09113562107086182,0.005460143089294434,4.377086497697746e-06,0.04556781053543091,0.002730071544647217,0.05133974179625511,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
793,0.0029345753137022257,1.0658596693247091e-05,0.08949708938598633,-0.019358396530151367,5.3292983466235455e-06,0.044748544692993164,-0.009679198265075684,0.03800925239920616,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
794,0.002725937869399786,3.1420847790286643e-06,0.03963834047317505,-0.03354835510253906,1.5710423895143322e-06,0.019819170236587524,-0.01677417755126953,0.005772501230239868,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
795,0.0026603243313729763,3.247156882935087e-06,0.02475494146347046,-0.019484996795654297,1.6235784414675436e-06,0.01237747073173523,-0.009742498397827148,0.0052969204261898994,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
796,0.0031441652681678534,3.3241963137697894e-06,0.04047048091888428,-0.027359366416931152,1.6620981568848947e-06,0.02023524045944214,-0.013679683208465576,0.009701384231448174,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
797,0.0028302858117967844,5.8042051023221575e-06,0.059954047203063965,-0.008135080337524414,2.9021025511610787e-06,0.029977023601531982,-0.004067540168762207,0.028742671012878418,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
798,0.002629057504236698,3.1417350783158327e-06,0.036482393741607666,-0.019344449043273926,1.5708675391579163e-06,0.018241196870803833,-0.009672224521636963,0.011199600994586945,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
799,0.002496683970093727,5.130924364493694e-06,0.0945168137550354,-0.05479872226715088,2.565462182246847e-06,0.0472584068775177,-0.02739936113357544,0.02235829457640648,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
800,0.0023738699965178967,3.270289653301006e-06,0.040733158588409424,-0.026772499084472656,1.635144826650503e-06,0.020366579294204712,-0.013386249542236328,0.009355835616588593,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
801,0.00279538263566792,2.551543730078265e-06,0.04438751935958862,-0.036948204040527344,1.2757718650391325e-06,0.02219375967979431,-0.018474102020263672,0.006516315042972565,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
802,0.002591527532786131,4.056343186675804e-06,0.03269243240356445,-0.027407050132751465,2.028171593337902e-06,0.016346216201782227,-0.013703525066375732,0.005236247554421425,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
803,0.0031556799076497555,2.7567593861022033e-06,0.029816031455993652,0.009664297103881836,1.3783796930511016e-06,0.014908015727996826,0.004832148551940918,0.022897223010659218,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
804,0.0029149858746677637,5.7895617828762624e-06,0.07681417465209961,0.001463174819946289,2.8947808914381312e-06,0.038407087326049805,0.0007315874099731445,0.04205655679106712,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
805,0.004076865967363119,3.495549208309967e-06,0.036185622215270996,0.0035458803176879883,1.7477746041549835e-06,0.018092811107635498,0.0017729401588439941,0.023944364860653877,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
806,0.0027877953834831715,1.6285733863696805e-06,0.05634200572967529,-0.01449120044708252,8.142866931848403e-07,0.028171002864837646,-0.00724560022354126,0.023714011535048485,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
807,0.003397162538021803,3.134365215373691e-06,0.03365898132324219,-0.014699101448059082,1.5671826076868456e-06,0.016829490661621094,-0.007349550724029541,0.012878669425845146,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
808,0.003476114943623543,4.566135885397671e-06,0.06739294528961182,-0.015447497367858887,2.2830679426988354e-06,0.03369647264480591,-0.007723748683929443,0.029451120644807816,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
809,0.003408594988286495,4.285341219656402e-06,0.06096845865249634,-0.03589463233947754,2.142670609828201e-06,0.03048422932624817,-0.01794731616973877,0.015947651118040085,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
810,0.0022736641112715006,2.9986708796059247e-06,0.04316079616546631,0.008662819862365723,1.4993354398029624e-06,0.021580398082733154,0.004331409931182861,0.028186971321702003,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
811,0.0022435439750552177,4.5569245230581146e-06,0.056581974029541016,0.018950462341308594,2.2784622615290573e-06,0.028290987014770508,0.009475231170654297,0.04001203924417496,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
812,0.0024377417284995317,4.238684596202802e-06,0.055036306381225586,-0.035219788551330566,2.119342298101401e-06,0.027518153190612793,-0.017609894275665283,0.012348119169473648,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
813,0.0026211903896182775,3.796550799961551e-06,0.041503310203552246,0.013754129409790039,1.8982753999807755e-06,0.020751655101776123,0.0068770647048950195,0.03025180846452713,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
814,0.002747640013694763,2.2310575786832487e-06,0.0370367169380188,0.021246671676635742,1.1155287893416244e-06,0.0185183584690094,0.010623335838317871,0.03189045190811157,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
815,0.008322281762957573,4.255319254298229e-06,0.05783575773239136,-0.0209425687789917,2.1276596271491144e-06,0.02891787886619568,-0.01047128438949585,0.026771005243062973,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
816,0.0024171893019229174,3.465416739345528e-06,0.07085919380187988,0.02107536792755127,1.732708369672764e-06,0.03542959690093994,0.010537683963775635,0.04838620126247406,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
817,0.0033413402270525694,5.262816102913348e-06,0.05167418718338013,-0.021397113800048828,2.631408051456674e-06,0.025837093591690063,-0.010698556900024414,0.01848250813782215,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
818,0.002724716905504465,3.949587608076399e-06,0.0889391303062439,-0.04034256935119629,1.9747938040381996e-06,0.04446956515312195,-0.020171284675598145,0.027024973183870316,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
819,0.002412693342193961,2.5774679670576006e-06,0.03127080202102661,-0.016884803771972656,1.2887339835288003e-06,0.015635401010513306,-0.008442401885986328,0.00960698164999485,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
820,0.0023387207183986902,2.412975845800247e-06,0.033641040325164795,0.007686138153076172,1.2064879229001235e-06,0.016820520162582397,0.003843069076538086,0.02300351671874523,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
821,0.002259544562548399,1.837608920141065e-06,0.03326129913330078,-0.014131546020507812,9.188044600705325e-07,0.01663064956665039,-0.007065773010253906,0.011825339868664742,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
822,0.005806091707199812,3.325413445054437e-06,0.046048641204833984,-0.031743407249450684,1.6627067225272185e-06,0.023024320602416992,-0.015871703624725342,0.012960370630025864,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
823,0.0026650382205843925,3.0153228181006853e-06,0.0367739200592041,0.0027675628662109375,1.5076614090503426e-06,0.01838696002960205,0.0013837814331054688,0.022437287494540215,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
824,0.007219092454761267,3.1907234188111033e-06,0.03404247760772705,-0.006650090217590332,1.5953617094055517e-06,0.017021238803863525,-0.003325045108795166,0.020916881039738655,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
825,0.004102129954844713,1.7245156413991936e-06,0.02699565887451172,0.002468705177307129,8.622578206995968e-07,0.01349782943725586,0.0012343525886535645,0.018835173919796944,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
826,0.002426739316433668,2.5798563001444563e-06,0.023653268814086914,0.003099679946899414,1.2899281500722282e-06,0.011826634407043457,0.001549839973449707,0.015804503113031387,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
827,0.0021885717287659645,1.4439968936130754e-06,0.02508944272994995,-0.0017087459564208984,7.219984468065377e-07,0.012544721364974976,-0.0008543729782104492,0.013879641890525818,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
828,0.1878490447998047,3.0442474781011697e-06,0.052189767360687256,0.024078011512756348,1.5221237390505848e-06,0.026094883680343628,0.012039005756378174,0.22598445415496826,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
829,0.0034994035959243774,5.334715297067305e-06,0.05548095703125,0.010994434356689453,2.6673576485336525e-06,0.027740478515625,0.0054972171783447266,0.0367397665977478,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
830,0.002999209566041827,2.5639756131567992e-06,0.02589547634124756,-0.003670334815979004,1.2819878065783996e-06,0.01294773817062378,-0.001835167407989502,0.014113062992691994,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
831,0.00242582312785089,4.2652977754187305e-06,0.07121896743774414,0.03245973587036133,2.1326488877093652e-06,0.03560948371887207,0.016229867935180664,0.05426730588078499,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
832,0.0027476795949041843,7.98693872638978e-06,0.09084093570709229,-0.051653504371643066,3.99346936319489e-06,0.04542046785354614,-0.025826752185821533,0.022345390170812607,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
833,0.00229336298070848,3.4925262752949493e-06,0.041335344314575195,-0.00954747200012207,1.7462631376474747e-06,0.020667672157287598,-0.004773736000061035,0.018189044669270515,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
834,0.0023650547955185175,3.4508007047406863e-06,0.05266350507736206,0.055361390113830566,1.7254003523703432e-06,0.02633175253868103,0.027680695056915283,0.056379228830337524,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
835,0.0034158765338361263,5.294130914990092e-06,0.05559241771697998,0.00407254695892334,2.647065457495046e-06,0.02779620885848999,0.00203627347946167,0.03325100615620613,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
836,0.002514621941372752,3.326935029690503e-06,0.03227436542510986,0.0038694143295288086,1.6634675148452516e-06,0.01613718271255493,0.0019347071647644043,0.02058817446231842,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
837,0.0025691657792776823,2.864786210921011e-06,0.034370362758636475,-0.018452882766723633,1.4323931054605055e-06,0.017185181379318237,-0.009226441383361816,0.01052933745086193,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
838,0.0028831297531723976,4.75117622045218e-06,0.03155428171157837,-0.003930032253265381,2.37558811022609e-06,0.015777140855789185,-0.0019650161266326904,0.016697630286216736,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
839,0.0025502347853034735,2.807275450322777e-06,0.033686816692352295,0.0008951425552368164,1.4036377251613885e-06,0.016843408346176147,0.0004475712776184082,0.019842617213726044,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
840,0.0030439430847764015,4.503792752075242e-06,0.09585297107696533,-0.029948949813842773,2.251896376037621e-06,0.047926485538482666,-0.014974474906921387,0.035998206585645676,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
841,0.0026460776571184397,1.8323160020372598e-06,0.01987302303314209,-0.009762287139892578,9.161580010186299e-07,0.009936511516571045,-0.004881143569946289,0.0077023617923259735,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
842,0.002479573478922248,2.5141096102743177e-06,0.07562655210494995,0.03261423110961914,1.2570548051371588e-06,0.037813276052474976,0.01630711555480957,0.05660122260451317,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
843,0.0070517100393772125,5.020907337893732e-06,0.046322524547576904,-0.011796832084655762,2.510453668946866e-06,0.023161262273788452,-0.005898416042327881,0.024317067116498947,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
844,0.0036334439646452665,2.7430749014456524e-06,0.033252835273742676,-0.006576120853424072,1.3715374507228262e-06,0.016626417636871338,-0.003288060426712036,0.01697317324578762,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
845,0.0027018929831683636,4.719638582173502e-06,0.04870384931564331,-0.032617926597595215,2.359819291086751e-06,0.024351924657821655,-0.016308963298797607,0.010747214779257774,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
846,0.002581755630671978,3.7870515825488837e-06,0.07488417625427246,-0.047106027603149414,1.8935257912744419e-06,0.03744208812713623,-0.023553013801574707,0.016472723335027695,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
847,0.0027243776712566614,3.4089468954334734e-06,0.04055440425872803,-0.030362606048583984,1.7044734477167367e-06,0.020277202129364014,-0.015181303024291992,0.007821980863809586,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
848,0.0022632284089922905,2.333465999981854e-06,0.08018684387207031,0.029003918170928955,1.166732999990927e-06,0.040093421936035156,0.014501959085464478,0.05685977637767792,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
849,0.003021654672920704,2.749220811892883e-06,0.030546367168426514,-0.02386927604675293,1.3746104059464415e-06,0.015273183584213257,-0.011934638023376465,0.006361573934555054,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
850,0.0024053570814430714,2.3742063604004215e-06,0.025245249271392822,-0.009544849395751953,1.1871031802002108e-06,0.012622624635696411,-0.0047724246978759766,0.010256743989884853,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
851,0.0020123792346566916,3.571974957594648e-06,0.048950135707855225,-0.008030533790588379,1.785987478797324e-06,0.024475067853927612,-0.0040152668952941895,0.02247396670281887,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
852,0.0020803778897970915,2.8183096674183616e-06,0.04711693525314331,-0.03509098291397095,1.4091548337091808e-06,0.023558467626571655,-0.017545491456985474,0.00809476338326931,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
853,0.002236536704003811,5.340224561223295e-06,0.05108761787414551,-0.008158266544342041,2.6701122806116473e-06,0.025543808937072754,-0.0040791332721710205,0.023703882470726967,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
854,0.003066939301788807,4.253249244356994e-06,0.0692368745803833,-0.011281311511993408,2.126624622178497e-06,0.03461843729019165,-0.005640655755996704,0.0320468470454216,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED
