round,step,source_ce,coral_loss,global_mmd2,adversarial_loss,weighted_coral,weighted_global_mmd2,weighted_adversarial,total_loss,target_batch_size,target_label_object_present,target_ce_status,class_conditional_coral_status,class_mmd_status,stage_mmd_status,target_proto_anchor_status,pseudo_label_status,uda_wall_seconds_per_round,fit_wall_seconds_per_round,total_round_seconds
1,20,0.7282547354698181,2.55418808592367e-06,0.04523301124572754,-0.021083932369947433,1.277094042961835e-06,0.02261650562286377,-0.010541966184973717,0.7403305172920227,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,21,0.6890553832054138,3.5401210425334284e-06,0.04027605056762695,0.024748271331191063,1.7700605212667142e-06,0.020138025283813477,0.012374135665595531,0.7215693593025208,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,22,0.6688388586044312,2.2544425064552343e-06,0.03851509094238281,0.014392480254173279,1.1272212532276171e-06,0.019257545471191406,0.007196240127086639,0.6952937841415405,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,23,0.6900805830955505,3.443429932303843e-06,0.05770641565322876,0.049235276877880096,1.7217149661519215e-06,0.02885320782661438,0.024617638438940048,0.743553102016449,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,24,0.8144213557243347,5.432689704321092e-06,0.1067761778831482,0.03932226821780205,2.716344852160546e-06,0.0533880889415741,0.019661134108901024,0.8874732851982117,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,25,0.8269180059432983,2.415243216091767e-06,0.03489887714385986,0.02051575481891632,1.2076216080458835e-06,0.01744943857192993,0.01025787740945816,0.8546265363693237,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,26,0.7051937580108643,4.236170298099751e-06,0.05782890319824219,0.03811802342534065,2.1180851490498753e-06,0.028914451599121094,0.019059011712670326,0.7531693577766418,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,27,0.7268853187561035,2.924117552538519e-06,0.041495561599731445,0.010479763150215149,1.4620587762692594e-06,0.020747780799865723,0.0052398815751075745,0.752874493598938,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,28,0.7116901874542236,3.4587044410727685e-06,0.037454307079315186,0.033975496888160706,1.7293522205363843e-06,0.018727153539657593,0.016987748444080353,0.7474067807197571,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,29,0.6729623079299927,3.280194277976989e-06,0.04167640209197998,0.0484284870326519,1.6400971389884944e-06,0.02083820104598999,0.02421424351632595,0.7180164456367493,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,30,0.646207332611084,7.526581612182781e-06,0.08163022994995117,-0.012628469616174698,3.7632908060913906e-06,0.040815114974975586,-0.006314234808087349,0.6807119846343994,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,31,0.7461408376693726,3.901643594872439e-06,0.04935145378112793,0.020978771150112152,1.9508217974362196e-06,0.024675726890563965,0.010489385575056076,0.7813079357147217,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,32,0.6952025890350342,5.188986506254878e-06,0.06854301691055298,0.07789570093154907,2.594493253127439e-06,0.03427150845527649,0.038947850465774536,0.7684245109558105,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,33,0.7267634868621826,4.4198350224178284e-06,0.07582026720046997,0.07190494984388351,2.2099175112089142e-06,0.037910133600234985,0.03595247492194176,0.8006283044815063,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,34,0.7153872847557068,3.0345133836817695e-06,0.04976755380630493,0.06549741327762604,1.5172566918408847e-06,0.024883776903152466,0.03274870663881302,0.7730212211608887,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,35,0.6075607538223267,5.391803824750241e-06,0.06672459840774536,0.058745890855789185,2.6959019123751204e-06,0.03336229920387268,0.029372945427894592,0.67029869556427,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,36,0.7368440628051758,4.651312792702811e-06,0.052673935890197754,0.06937462091445923,2.3256563963514054e-06,0.026336967945098877,0.034687310457229614,0.7978706359863281,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,37,0.6928440928459167,4.27121221946436e-06,0.040412962436676025,0.07352260500192642,2.13560610973218e-06,0.020206481218338013,0.03676130250096321,0.7498140335083008,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,38,0.7006032466888428,4.1401312955713365e-06,0.07629108428955078,0.0914539024233818,2.0700656477856683e-06,0.03814554214477539,0.0457269512116909,0.7844778299331665,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,39,0.6081430912017822,5.282411621010397e-06,0.04888874292373657,0.05225708708167076,2.6412058105051983e-06,0.024444371461868286,0.02612854354083538,0.6587185859680176,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,40,0.7191139459609985,3.929423201043392e-06,0.04821336269378662,0.07555685937404633,1.964711600521696e-06,0.02410668134689331,0.03777842968702316,0.7810010313987732,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,41,0.6871888041496277,3.5288553590362426e-06,0.05468440055847168,0.10278322547674179,1.7644276795181213e-06,0.02734220027923584,0.051391612738370895,0.7659243941307068,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,42,0.6535202264785767,3.2650484627083642e-06,0.05031299591064453,0.11229190975427628,1.6325242313541821e-06,0.025156497955322266,0.05614595487713814,0.7348242998123169,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,43,0.5895835757255554,6.239876711333636e-06,0.08461606502532959,0.09893141686916351,3.119938355666818e-06,0.042308032512664795,0.04946570843458176,0.6813604235649109,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,44,0.6235601902008057,5.4624911172140855e-06,0.06525242328643799,-0.000207606703042984,2.7312455586070428e-06,0.032626211643218994,-0.000103803351521492,0.6560853123664856,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,45,0.6439290642738342,6.3423517531191465e-06,0.05061298608779907,0.09681323170661926,3.1711758765595732e-06,0.025306493043899536,0.04840661585330963,0.7176452875137329,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,46,0.5599188208580017,5.270933797874022e-06,0.05718463659286499,0.06815105676651001,2.635466898937011e-06,0.028592318296432495,0.034075528383255005,0.6225892305374146,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,47,0.6203430891036987,3.752196562345489e-06,0.033251047134399414,0.04382769390940666,1.8760982811727445e-06,0.016625523567199707,0.02191384695470333,0.6588842868804932,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,48,0.6523360013961792,5.055936526332516e-06,0.07617336511611938,0.045277684926986694,2.527968263166258e-06,0.03808668255805969,0.022638842463493347,0.7130640149116516,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,49,0.7220919728279114,5.157425221113954e-06,0.06427943706512451,0.078900046646595,2.578712610556977e-06,0.032139718532562256,0.0394500233232975,0.7936843037605286,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,50,0.660614550113678,5.390626483858796e-06,0.04602545499801636,0.05014166980981827,2.695313241929398e-06,0.02301272749900818,0.025070834904909134,0.7087008357048035,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,51,0.6850724816322327,2.9103614451742033e-06,0.03463554382324219,0.09279180318117142,1.4551807225871016e-06,0.017317771911621094,0.04639590159058571,0.7487875819206238,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,52,0.5397723913192749,5.094148491480155e-06,0.05639779567718506,0.049687761813402176,2.5470742457400775e-06,0.02819889783859253,0.024843880906701088,0.5928177237510681,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,53,0.5569435954093933,8.728023203730118e-06,0.10848784446716309,0.008364580571651459,4.364011601865059e-06,0.05424392223358154,0.004182290285825729,0.6153741478919983,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,54,0.6512199640274048,4.886676379101118e-06,0.04973059892654419,0.045947570353746414,2.443338189550559e-06,0.024865299463272095,0.022973785176873207,0.6990615129470825,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,55,0.6168906688690186,1.0738601304183248e-05,0.06987994909286499,0.06654834747314453,5.369300652091624e-06,0.034939974546432495,0.033274173736572266,0.6851102113723755,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,56,0.6038291454315186,8.420983249379788e-06,0.06401270627975464,0.06254081428050995,4.210491624689894e-06,0.03200635313987732,0.031270407140254974,0.6671100854873657,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,57,0.7422369718551636,6.275980467762565e-06,0.048331499099731445,0.03517435863614082,3.1379902338812826e-06,0.024165749549865723,0.01758717931807041,0.7839930653572083,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,58,0.5811822414398193,5.804874945170013e-06,0.055304527282714844,0.015826746821403503,2.9024374725850066e-06,0.027652263641357422,0.007913373410701752,0.6167507767677307,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,59,0.6301155090332031,4.235760115989251e-06,0.050841450691223145,0.033969949930906296,2.1178800579946255e-06,0.025420725345611572,0.016984974965453148,0.6725233793258667,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,60,0.6201324462890625,2.6712095859693363e-06,0.02273505926132202,0.03905169665813446,1.3356047929846682e-06,0.01136752963066101,0.01952584832906723,0.6510271430015564,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,61,0.5932289958000183,6.1354930949164554e-06,0.04824179410934448,0.018544644117355347,3.0677465474582277e-06,0.02412089705467224,0.009272322058677673,0.6266252994537354,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,62,0.6515629887580872,6.782128366467077e-06,0.062460124492645264,0.04616574943065643,3.3910641832335386e-06,0.031230062246322632,0.023082874715328217,0.7058793306350708,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,63,0.6066023111343384,5.663230695063248e-06,0.05250149965286255,0.08924678713083267,2.831615347531624e-06,0.026250749826431274,0.044623393565416336,0.6774792671203613,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,64,0.5242716073989868,6.442554877139628e-06,0.09201163053512573,0.04248640686273575,3.221277438569814e-06,0.046005815267562866,0.021243203431367874,0.5915238857269287,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,65,0.6561955809593201,5.732330919272499e-06,0.04426681995391846,0.0954677164554596,2.8661654596362496e-06,0.02213340997695923,0.0477338582277298,0.7260656952857971,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,66,0.5619150400161743,4.95840367875644e-06,0.04808974266052246,0.102501779794693,2.47920183937822e-06,0.02404487133026123,0.0512508898973465,0.6372132897377014,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,67,0.5833282470703125,4.835264007851947e-06,0.03211277723312378,0.041591398417949677,2.4176320039259735e-06,0.01605638861656189,0.020795699208974838,0.6201827526092529,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,68,0.623772382736206,6.35802553006215e-06,0.06930196285247803,0.052111171185970306,3.179012765031075e-06,0.034650981426239014,0.026055585592985153,0.6844820976257324,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,69,0.5646498799324036,5.402372153184842e-06,0.03869730234146118,0.05124359577894211,2.701186076592421e-06,0.01934865117073059,0.025621797889471054,0.6096229553222656,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,70,0.6419805288314819,4.681598966271849e-06,0.04636794328689575,0.046164095401763916,2.3407994831359247e-06,0.023183971643447876,0.023082047700881958,0.688248872756958,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,71,0.5609966516494751,6.853899321868084e-06,0.04662865400314331,0.08837088942527771,3.426949660934042e-06,0.023314327001571655,0.044185444712638855,0.6284998059272766,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,72,0.5618820190429688,4.0979675759444945e-06,0.06012314558029175,0.05544327199459076,2.0489837879722472e-06,0.030061572790145874,0.02772163599729538,0.6196672916412354,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,73,0.585929811000824,4.795677341462579e-06,0.0641700029373169,0.11835482716560364,2.3978386707312893e-06,0.03208500146865845,0.05917741358280182,0.6771945953369141,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,74,0.5665261149406433,4.069464011990931e-06,0.034373342990875244,0.09027490019798279,2.0347320059954654e-06,0.017186671495437622,0.045137450098991394,0.6288523077964783,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,75,0.6181954741477966,3.6110927794652525e-06,0.03638148307800293,0.0482034757733345,1.8055463897326263e-06,0.018190741539001465,0.02410173788666725,0.6604897379875183,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,76,0.5586898922920227,6.014791324560065e-06,0.05841028690338135,0.07400628924369812,3.0073956622800324e-06,0.029205143451690674,0.03700314462184906,0.6249011754989624,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,77,0.5301523208618164,2.6781119686347665e-06,0.03515273332595825,0.043442241847515106,1.3390559843173833e-06,0.017576366662979126,0.021721120923757553,0.569451093673706,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,78,0.574993371963501,6.889512405905407e-06,0.04381817579269409,0.11165769398212433,3.4447562029527035e-06,0.021909087896347046,0.055828846991062164,0.6527348160743713,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,79,0.5449221134185791,6.673168172710575e-06,0.05112934112548828,0.07516934722661972,3.3365840863552876e-06,0.02556467056274414,0.03758467361330986,0.6080747842788696,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,80,0.5339382886886597,3.655661657830933e-06,0.04630035161972046,0.0013342946767807007,1.8278308289154666e-06,0.02315017580986023,0.0006671473383903503,0.5577574372291565,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,81,0.5789293050765991,7.656541129108518e-06,0.05567359924316406,0.08201253414154053,3.828270564554259e-06,0.02783679962158203,0.041006267070770264,0.647776186466217,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,82,0.565679669380188,6.069939445296768e-06,0.04483294486999512,0.06368613988161087,3.034969722648384e-06,0.02241647243499756,0.031843069940805435,0.6199422478675842,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,83,0.5391772985458374,3.276310962974094e-06,0.033412158489227295,0.07446512579917908,1.638155481487047e-06,0.016706079244613647,0.03723256289958954,0.5931175351142883,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,84,0.5621590614318848,3.383783905519522e-06,0.031205296516418457,0.01922476291656494,1.691891952759761e-06,0.015602648258209229,0.00961238145828247,0.5873757600784302,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,85,0.5588470697402954,4.5904894250270445e-06,0.03645646572113037,0.07686783373355865,2.2952447125135222e-06,0.018228232860565186,0.03843391686677933,0.6155115365982056,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,86,0.5024468898773193,5.3816761464986484e-06,0.03871893882751465,0.06166565418243408,2.6908380732493242e-06,0.019359469413757324,0.03083282709121704,0.5526418685913086,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,87,0.48192209005355835,3.5900154671253404e-06,0.03236585855484009,0.06556341052055359,1.7950077335626702e-06,0.016182929277420044,0.032781705260276794,0.5308884978294373,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,88,0.5386278629302979,3.890779225912411e-06,0.03176999092102051,0.08207365870475769,1.9453896129562054e-06,0.015884995460510254,0.041036829352378845,0.5955516695976257,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
1,89,0.5796929001808167,4.662946594180539e-06,0.0307009220123291,0.05255867540836334,2.3314732970902696e-06,0.01535046100616455,0.02627933770418167,0.6213250160217285,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,27.94537176284939,11.647070859093219,54.01933128293604
