round,step,source_ce,coral_loss,global_mmd2,adversarial_loss,weighted_coral,weighted_global_mmd2,weighted_adversarial,total_loss,target_batch_size,target_label_object_present,target_ce_status,class_conditional_coral_status,class_mmd_status,stage_mmd_status,target_proto_anchor_status,pseudo_label_status,uda_wall_seconds_per_round,fit_wall_seconds_per_round,total_round_seconds
8,29,0.007665249984711409,5.14035627929843e-06,0.056607723236083984,-0.09356462955474854,2.570178139649215e-06,0.028303861618041992,-0.04678231477737427,-0.01081063225865364,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,30,0.007382286712527275,4.922692824038677e-06,0.09649372100830078,-0.06836269795894623,2.4613464120193385e-06,0.04824686050415039,-0.034181348979473114,0.021450258791446686,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,31,0.008761604316532612,5.914278062846279e-06,0.07093489170074463,-0.08894231915473938,2.9571390314231394e-06,0.035467445850372314,-0.04447115957736969,-0.0002391524612903595,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,32,0.008511336520314217,7.173946869443171e-06,0.08061707019805908,-0.10713246464729309,3.5869734347215854e-06,0.04030853509902954,-0.053566232323646545,-0.004742775112390518,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,33,0.007786765228956938,6.732314886903623e-06,0.09769558906555176,-0.10708138346672058,3.3661574434518116e-06,0.04884779453277588,-0.05354069173336029,0.003097236156463623,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,34,0.007633250206708908,4.773169166583102e-06,0.060414016246795654,-0.09004610776901245,2.386584583291551e-06,0.030207008123397827,-0.045023053884506226,-0.007180407643318176,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,35,0.0075936936773359776,4.598070063366322e-06,0.060643792152404785,-0.07701057195663452,2.299035031683161e-06,0.030321896076202393,-0.03850528597831726,-0.0005873963236808777,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,36,0.012144987471401691,4.2334554564149585e-06,0.06460094451904297,-0.09518682956695557,2.1167277282074792e-06,0.032300472259521484,-0.04759341478347778,-0.003145836293697357,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,37,0.007931954227387905,4.1384814721823204e-06,0.05952352285385132,-0.09096592664718628,2.0692407360911602e-06,0.02976176142692566,-0.04548296332359314,-0.007787179201841354,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,38,0.14100486040115356,4.872316822002176e-06,0.07272738218307495,-0.07532957196235657,2.436158411001088e-06,0.036363691091537476,-0.037664785981178284,0.13970619440078735,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,39,0.007409566547721624,3.836315499938792e-06,0.06439536809921265,-0.09516121447086334,1.918157749969396e-06,0.03219768404960632,-0.04758060723543167,-0.007971439510583878,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,40,0.0073499674908816814,5.576557668973692e-06,0.09065711498260498,-0.08357974886894226,2.788278834486846e-06,0.04532855749130249,-0.04178987443447113,0.010891437530517578,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,41,0.008352179080247879,5.7332508731633425e-06,0.08835858106613159,-0.08364135026931763,2.8666254365816712e-06,0.044179290533065796,-0.041820675134658813,0.010713659226894379,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,42,0.00762978196144104,5.0857029236794915e-06,0.06510251760482788,-0.08735132217407227,2.5428514618397458e-06,0.03255125880241394,-0.04367566108703613,-0.003492075949907303,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,43,0.007030806504189968,3.2367970561608672e-06,0.08745443820953369,-0.11168435215950012,1.6183985280804336e-06,0.043727219104766846,-0.05584217607975006,-0.00508253276348114,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,44,0.007067427970468998,3.3215474104508758e-06,0.08796828985214233,-0.09224802255630493,1.6607737052254379e-06,0.04398414492607117,-0.046124011278152466,0.0049292221665382385,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,45,0.008313954807817936,4.5883466555096675e-06,0.07949298620223999,-0.09120628237724304,2.2941733277548337e-06,0.039746493101119995,-0.04560314118862152,0.002459600567817688,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,46,0.00703128008171916,4.182007614872418e-06,0.05702996253967285,-0.0966501533985138,2.091003807436209e-06,0.028514981269836426,-0.0483250766992569,-0.012776724994182587,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,47,0.0075245327316224575,2.3537779725302244e-06,0.03543955087661743,-0.07020837068557739,1.1768889862651122e-06,0.017719775438308716,-0.035104185342788696,-0.009858701378107071,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,48,0.007408501114696264,3.976234893343644e-06,0.08587509393692017,-0.05725279450416565,1.988117446671822e-06,0.04293754696846008,-0.028626397252082825,0.02172163873910904,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,49,0.007899964228272438,5.336398771760287e-06,0.10251343250274658,-0.06451734900474548,2.6681993858801434e-06,0.05125671625137329,-0.03225867450237274,0.026900675147771835,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,50,0.00749959284439683,4.4604526010516565e-06,0.05426168441772461,-0.06879866123199463,2.2302263005258283e-06,0.027130842208862305,-0.034399330615997314,0.000233333557844162,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,51,0.00757930101826787,3.153234501951374e-06,0.062329888343811035,-0.04324793815612793,1.576617250975687e-06,0.031164944171905518,-0.021623969078063965,0.017121851444244385,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,52,0.0065208314917981625,4.315194019000046e-06,0.06132417917251587,-0.0904737114906311,2.157597009500023e-06,0.030662089586257935,-0.04523685574531555,-0.008051775395870209,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,53,0.007054294925183058,3.3994226669165073e-06,0.08254778385162354,-0.09571245312690735,1.6997113334582536e-06,0.04127389192581177,-0.047856226563453674,0.000473659485578537,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,54,0.006667378358542919,2.5976535198424244e-06,0.07207083702087402,-0.08994549512863159,1.2988267599212122e-06,0.03603541851043701,-0.044972747564315796,-0.0022686533629894257,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,55,0.007299365941435099,8.116436220007017e-06,0.09298211336135864,-0.09495475888252258,4.058218110003509e-06,0.04649105668067932,-0.04747737944126129,0.006317101418972015,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,56,0.007730735465884209,4.803654064744478e-06,0.08678138256072998,-0.10482761263847351,2.401827032372239e-06,0.04339069128036499,-0.052413806319236755,-0.0012899786233901978,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,57,0.007699884008616209,2.6729821911430918e-06,0.05108153820037842,-0.080455482006073,1.3364910955715459e-06,0.02554076910018921,-0.0402277410030365,-0.006985750049352646,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,58,0.008074287325143814,6.8992389969935175e-06,0.09201836585998535,-0.07116943597793579,3.4496194984967588e-06,0.046009182929992676,-0.035584717988967896,0.01850220188498497,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,59,0.007277782540768385,2.901922698583803e-06,0.0493013858795166,-0.07396960258483887,1.4509613492919016e-06,0.0246506929397583,-0.036984801292419434,-0.005054876208305359,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,60,0.006939023267477751,2.0868769752269145e-06,0.030529499053955078,-0.07910466194152832,1.0434384876134573e-06,0.015264749526977539,-0.03955233097076416,-0.017347514629364014,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,61,0.007035231217741966,2.631972847666475e-06,0.056278228759765625,-0.06465661525726318,1.3159864238332375e-06,0.028139114379882812,-0.03232830762863159,0.0028473548591136932,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,62,0.011186647228896618,3.823102815658785e-06,0.06192749738693237,-0.08614742755889893,1.9115514078293927e-06,0.030963748693466187,-0.04307371377944946,-0.0009214058518409729,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,63,0.007625865284353495,3.6041355997440405e-06,0.052580058574676514,-0.10106498003005981,1.8020677998720203e-06,0.026290029287338257,-0.05053249001502991,-0.016614794731140137,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,64,0.006608626805245876,4.1875823626469355e-06,0.062204062938690186,-0.0724591612815857,2.0937911813234678e-06,0.031102031469345093,-0.03622958064079285,0.0014831721782684326,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,65,0.007849045097827911,4.142184479860589e-06,0.09202492237091064,-0.13094830513000488,2.0710922399302945e-06,0.04601246118545532,-0.06547415256500244,-0.011610575020313263,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,66,0.007281886413693428,4.030017862532986e-06,0.05519306659698486,-0.08241558074951172,2.015008931266493e-06,0.02759653329849243,-0.04120779037475586,-0.006327357143163681,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,67,0.006870570592582226,2.60516389971599e-06,0.04064202308654785,-0.08699208498001099,1.302581949857995e-06,0.020321011543273926,-0.04349604249000549,-0.016303157433867455,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,68,0.006828689016401768,6.765594662283547e-06,0.07490533590316772,-0.08243107795715332,3.3827973311417736e-06,0.03745266795158386,-0.04121553897857666,0.0030691996216773987,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,69,0.006997629068791866,4.599691692419583e-06,0.08926582336425781,-0.10497480630874634,2.2998458462097915e-06,0.044632911682128906,-0.05248740315437317,-0.0008545629680156708,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,70,0.007962497882544994,3.6441790598473744e-06,0.07721930742263794,-0.1020195484161377,1.8220895299236872e-06,0.03860965371131897,-0.05100977420806885,-0.004435800015926361,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,71,0.00709574343636632,5.345206773199607e-06,0.07195812463760376,-0.11916261911392212,2.6726033865998033e-06,0.03597906231880188,-0.05958130955696106,-0.01650383323431015,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,72,0.008036301471292973,2.9037430522294017e-06,0.060367047786712646,-0.08316200971603394,1.4518715261147008e-06,0.030183523893356323,-0.04158100485801697,-0.0033597275614738464,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,73,0.006962602958083153,3.7399861412268365e-06,0.06038546562194824,-0.09061563014984131,1.8699930706134182e-06,0.03019273281097412,-0.045307815074920654,-0.008150607347488403,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,74,0.0072706821374595165,3.8111538742668927e-06,0.06883078813552856,-0.09142053127288818,1.9055769371334463e-06,0.03441539406776428,-0.04571026563644409,-0.004022285342216492,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,75,0.006980458274483681,7.570306934212567e-06,0.1469232439994812,-0.06292551755905151,3.7851534671062836e-06,0.0734616219997406,-0.03146275877952576,0.04898310452699661,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,76,0.0074360184371471405,3.3897561024787137e-06,0.0637773871421814,-0.09275937080383301,1.6948780512393569e-06,0.0318886935710907,-0.046379685401916504,-0.007053278386592865,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,77,0.006795424036681652,1.7476321545473184e-06,0.04231458902359009,-0.05566328763961792,8.738160772736592e-07,0.021157294511795044,-0.02783164381980896,0.00012194924056529999,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,78,0.006876424420624971,6.605675480386708e-06,0.09725087881088257,-0.10590553283691406,3.302837740193354e-06,0.048625439405441284,-0.05295276641845703,0.0025524012744426727,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,79,0.007094842381775379,4.099097623111447e-06,0.05597752332687378,-0.0831419825553894,2.0495488115557237e-06,0.02798876166343689,-0.0415709912776947,-0.006485339254140854,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,80,0.006311495788395405,3.668204726636759e-06,0.06350123882293701,-0.04830664396286011,1.8341023633183795e-06,0.031750619411468506,-0.024153321981430054,0.013910628855228424,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,81,0.00711396150290966,3.371180810063379e-06,0.05594778060913086,-0.06179177761077881,1.6855904050316894e-06,0.02797389030456543,-0.030895888805389404,0.00419364869594574,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,82,0.006928951013833284,3.299282298030448e-06,0.07011556625366211,-0.07138204574584961,1.649641149015224e-06,0.035057783126831055,-0.035691022872924805,0.006297361105680466,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,83,0.006890109274536371,3.549122766344226e-06,0.07190519571304321,-0.05418628454208374,1.774561383172113e-06,0.035952597856521606,-0.02709314227104187,0.015751339495182037,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,84,0.006627824157476425,3.500918182908208e-06,0.03714025020599365,-0.06476610898971558,1.750459091454104e-06,0.018570125102996826,-0.03238305449485779,-0.00718335434794426,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,85,0.007412681356072426,3.5735740766540403e-06,0.06237626075744629,-0.05248039960861206,1.7867870383270201e-06,0.031188130378723145,-0.02624019980430603,0.012362398207187653,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,86,0.007200848776847124,3.6390056266100146e-06,0.056033551692962646,-0.04621213674545288,1.8195028133050073e-06,0.028016775846481323,-0.02310606837272644,0.012113377451896667,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,87,0.0069817365147173405,3.423803491386934e-06,0.06028515100479126,-0.05314761400222778,1.711901745693467e-06,0.03014257550239563,-0.02657380700111389,0.010552216321229935,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,88,0.007356410846114159,4.004832589998841e-06,0.06567633152008057,-0.0240822434425354,2.0024162949994206e-06,0.03283816576004028,-0.0120411217212677,0.028155457228422165,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,89,0.007305471692234278,2.8686060886684572e-06,0.04635012149810791,-0.0224112868309021,1.4343030443342286e-06,0.023175060749053955,-0.01120564341545105,0.019276322796940804,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,90,0.007222773507237434,3.4569659419503296e-06,0.0768095850944519,-0.02896595001220703,1.7284829709751648e-06,0.03840479254722595,-0.014482975006103516,0.031146317720413208,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,91,0.007221679203212261,2.8658823794103228e-06,0.04224956035614014,-0.008364081382751465,1.4329411897051614e-06,0.02112478017807007,-0.004182040691375732,0.02416585199534893,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,92,0.007013093680143356,3.559820243026479e-06,0.04571115970611572,-0.022678494453430176,1.7799101215132396e-06,0.02285557985305786,-0.011339247226715088,0.018531206995248795,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,93,0.00643038097769022,3.5123448469676077e-06,0.049401044845581055,0.0008563399314880371,1.7561724234838039e-06,0.024700522422790527,0.00042816996574401855,0.031560830771923065,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,94,0.00717158755287528,2.9966536203573924e-06,0.07306045293807983,-0.010456860065460205,1.4983268101786962e-06,0.03653022646903992,-0.0052284300327301025,0.03847488388419151,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,95,0.0068711708299815655,6.05623836236191e-06,0.1313931941986084,0.018626272678375244,3.028119181180955e-06,0.0656965970993042,0.009313136339187622,0.08188392966985703,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,96,0.0068868612870574,3.4477172903280007e-06,0.057382822036743164,0.01565074920654297,1.7238586451640003e-06,0.028691411018371582,0.007825374603271484,0.04340536892414093,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,97,0.018340112641453743,2.407606416454655e-06,0.03322499990463257,-0.012269079685211182,1.2038032082273276e-06,0.016612499952316284,-0.006134539842605591,0.02881927788257599,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,98,0.008087740279734135,4.028856892546173e-06,0.0726778507232666,-0.022816896438598633,2.0144284462730866e-06,0.0363389253616333,-0.011408448219299316,0.03302023187279701,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,99,0.009966639801859856,2.807722239595023e-06,0.0553012490272522,0.01862025260925293,1.4038611197975115e-06,0.0276506245136261,0.009310126304626465,0.04692879319190979,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
8,100,0.010923373512923717,5.311272616381757e-06,0.07573944330215454,0.0004947185516357422,2.6556363081908785e-06,0.03786972165107727,0.0002473592758178711,0.04904311150312424,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.104590103961527,9.947443549986929,38.26988816726953
9,1,0.006138125900179148,3.2909786114032613e-06,0.04734683036804199,-0.018956828862428665,1.6454893057016307e-06,0.023673415184020996,-0.009478414431214333,0.020334772765636444,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,2,0.005378307309001684,2.9622694910358405e-06,0.037391483783721924,-0.022197715938091278,1.4811347455179202e-06,0.018695741891860962,-0.011098857969045639,0.012976672500371933,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,3,0.005682733841240406,3.117380629191757e-06,0.05006003379821777,-0.03421420976519585,1.5586903145958786e-06,0.025030016899108887,-0.017107104882597923,0.013607203960418701,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,4,0.005654940847307444,3.111391833954258e-06,0.051332831382751465,-0.041303761303424835,1.555695916977129e-06,0.025666415691375732,-0.020651880651712418,0.010671030730009079,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,5,0.005676306318491697,3.896967882610625e-06,0.04498535394668579,-0.04781487584114075,1.9484839413053123e-06,0.022492676973342896,-0.023907437920570374,0.004263494163751602,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,6,0.005346350371837616,3.159646212225198e-06,0.03731638193130493,-0.0294196717441082,1.579823106112599e-06,0.018658190965652466,-0.0147098358720541,0.00929628498852253,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,7,0.005582863464951515,1.5253109495461104e-06,0.03502601385116577,-0.04327091947197914,7.626554747730552e-07,0.017513006925582886,-0.02163545973598957,0.0014611724764108658,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,8,0.005796169396489859,4.525060830928851e-06,0.055072903633117676,-0.06582387536764145,2.2625304154644255e-06,0.027536451816558838,-0.032911937683820724,0.00042294710874557495,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,9,0.005762767978012562,2.9466696105373558e-06,0.04522287845611572,-0.06006781384348869,1.4733348052686779e-06,0.02261143922805786,-0.030033906921744347,-0.0016582254320383072,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,10,0.0053531513549387455,3.102471055171918e-06,0.05915552377700806,-0.07935692369937897,1.551235527585959e-06,0.02957776188850403,-0.039678461849689484,-0.004745997488498688,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,11,0.005389779340475798,2.609221837701625e-06,0.03761535882949829,-0.07893622666597366,1.3046109188508126e-06,0.018807679414749146,-0.03946811333298683,-0.01526935026049614,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,12,0.03619513660669327,3.4904496715171263e-06,0.05539405345916748,-0.11329374462366104,1.7452248357585631e-06,0.02769702672958374,-0.05664687231183052,0.007247034460306168,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,13,0.005647475831210613,4.051168616570067e-06,0.06387227773666382,-0.1209113821387291,2.0255843082850333e-06,0.03193613886833191,-0.06045569106936455,-0.022870052605867386,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,14,0.005044503137469292,4.489653292694129e-06,0.0699957013130188,-0.12732605636119843,2.2448266463470645e-06,0.0349978506565094,-0.06366302818059921,-0.023618429899215698,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,15,0.005423442460596561,3.921585630450863e-06,0.05066424608230591,-0.11153536289930344,1.9607928152254317e-06,0.025332123041152954,-0.05576768144965172,-0.025010155513882637,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
9,16,0.005602701101452112,4.716313924291171e-06,0.06580197811126709,-0.10820677876472473,2.3581569621455856e-06,0.032900989055633545,-0.054103389382362366,-0.01559733971953392,32,False,UNAVAILABLE,DISABLED,DISABLED,DISABLED,UNAVAILABLE,DISABLED,28.251265607774258,9.963847632985562,38.43081933725625
