client,class_id,gas,train_N,val_N,best_alpha,best_val_RMSE,alpha_audit,model,fit_N,calib_ratio,best_hidden,selected_mode,coaware_selected_mode,hybrid_selected_mode,passes_constraints,baseline_ALL_RMSE,ridge_ALL_RMSE,delta_ALL_RMSE,baseline_CO_RMSE,ridge_CO_RMSE,delta_CO_RMSE,baseline_nonCO_RMSE,ridge_nonCO_RMSE,delta_nonCO_RMSE,coaware_score,max_nonco_delta,mlp_ALL_RMSE,mlp_CO_RMSE,mlp_nonCO_RMSE
C3,1,CO,30,10,10.0,16.981452413351416,"[{""alpha"": 0.0, ""val_RMSE"": 19.975529676993315}, {""alpha"": 0.01, ""val_RMSE"": 19.960276946968573}, {""alpha"": 0.1, ""val_RMSE"": 19.828263499398577}, {""alpha"": 1.0, ""val_RMSE"": 18.91892126308784}, {""alpha"": 10.0, ""val_RMSE"": 16.981452413351416}, {""alpha"": 100.0, ""val_RMSE"": 23.394727313349296}, {""alpha"": 1000.0, ""val_RMSE"": 48.25876124410634}]",ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C3,2,Ethylene,30,10,10.0,13.590558089370212,"[{""alpha"": 0.0, ""val_RMSE"": 28.107446690931322}, {""alpha"": 0.01, ""val_RMSE"": 27.960998989019703}, {""alpha"": 0.1, ""val_RMSE"": 26.614540901502544}, {""alpha"": 1.0, ""val_RMSE"": 19.592101146940124}, {""alpha"": 10.0, ""val_RMSE"": 13.590558089370212}, {""alpha"": 100.0, ""val_RMSE"": 16.091066014058704}, {""alpha"": 1000.0, ""val_RMSE"": 24.5096506191454}]",ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C3,3,Methane,30,10,10.0,12.21449014787179,"[{""alpha"": 0.0, ""val_RMSE"": 14.22348328078045}, {""alpha"": 0.01, ""val_RMSE"": 14.325495718517535}, {""alpha"": 0.1, ""val_RMSE"": 14.023788812637065}, {""alpha"": 1.0, ""val_RMSE"": 12.49851158142496}, {""alpha"": 10.0, ""val_RMSE"": 12.21449014787179}, {""alpha"": 100.0, ""val_RMSE"": 14.652394625857392}, {""alpha"": 1000.0, ""val_RMSE"": 41.58478855495913}]",ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C4,0,Ethanol,10,10,1.0,12.802714034859457,"[{""alpha"": 0.0, ""val_RMSE"": 12.934411386648682}, {""alpha"": 0.01, ""val_RMSE"": 12.932874623725805}, {""alpha"": 0.1, ""val_RMSE"": 12.919253047290033}, {""alpha"": 1.0, ""val_RMSE"": 12.802714034859457}, {""alpha"": 10.0, ""val_RMSE"": 12.85199649769377}, {""alpha"": 100.0, ""val_RMSE"": 19.955624468369074}, {""alpha"": 1000.0, ""val_RMSE"": 30.801111266652992}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,1,CO,10,10,100.0,39.1575400248893,"[{""alpha"": 0.0, ""val_RMSE"": 54.62391621917904}, {""alpha"": 0.01, ""val_RMSE"": 54.59959353951691}, {""alpha"": 0.1, ""val_RMSE"": 54.38391499084629}, {""alpha"": 1.0, ""val_RMSE"": 52.50297293878633}, {""alpha"": 10.0, ""val_RMSE"": 44.5616361819122}, {""alpha"": 100.0, ""val_RMSE"": 39.1575400248893}, {""alpha"": 1000.0, ""val_RMSE"": 58.15735300996315}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,2,Ethylene,10,10,0.0,13.986813779900048,"[{""alpha"": 0.0, ""val_RMSE"": 13.986813779900048}, {""alpha"": 0.01, ""val_RMSE"": 13.991144159874645}, {""alpha"": 0.1, ""val_RMSE"": 14.028768483737718}, {""alpha"": 1.0, ""val_RMSE"": 14.299561619387875}, {""alpha"": 10.0, ""val_RMSE"": 14.46589785319156}, {""alpha"": 100.0, ""val_RMSE"": 16.004199791273624}, {""alpha"": 1000.0, ""val_RMSE"": 27.96015515926452}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,3,Methane,10,10,10.0,21.153420097607516,"[{""alpha"": 0.0, ""val_RMSE"": 21.779960126820182}, {""alpha"": 0.01, ""val_RMSE"": 21.774375833934396}, {""alpha"": 0.1, ""val_RMSE"": 21.72580333008209}, {""alpha"": 1.0, ""val_RMSE"": 21.37481579325601}, {""alpha"": 10.0, ""val_RMSE"": 21.153420097607516}, {""alpha"": 100.0, ""val_RMSE"": 25.485363311006612}, {""alpha"": 1000.0, ""val_RMSE"": 55.5647115307938}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,0,Ethanol,10,10,0.0,5.440671193198778,"[{""alpha"": 0.0, ""val_RMSE"": 5.440671193198778}, {""alpha"": 0.01, ""val_RMSE"": 5.441723734853337}, {""alpha"": 0.1, ""val_RMSE"": 5.4512784042926095}, {""alpha"": 1.0, ""val_RMSE"": 5.55381755723548}, {""alpha"": 10.0, ""val_RMSE"": 6.782701178795632}, {""alpha"": 100.0, ""val_RMSE"": 13.96820274437028}, {""alpha"": 1000.0, ""val_RMSE"": 29.502019343294187}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,1,CO,10,10,0.0,33.83271565400726,"[{""alpha"": 0.0, ""val_RMSE"": 33.83271565400726}, {""alpha"": 0.01, ""val_RMSE"": 33.8344767938723}, {""alpha"": 0.1, ""val_RMSE"": 33.850348476532595}, {""alpha"": 1.0, ""val_RMSE"": 34.010920743684984}, {""alpha"": 10.0, ""val_RMSE"": 35.65566434893165}, {""alpha"": 100.0, ""val_RMSE"": 46.557293773922}, {""alpha"": 1000.0, ""val_RMSE"": 65.58564577081103}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,2,Ethylene,10,10,1.0,6.613446340827068,"[{""alpha"": 0.0, ""val_RMSE"": 6.639885450875009}, {""alpha"": 0.01, ""val_RMSE"": 6.639555803613931}, {""alpha"": 0.1, ""val_RMSE"": 6.636650937612902}, {""alpha"": 1.0, ""val_RMSE"": 6.613446340827068}, {""alpha"": 10.0, ""val_RMSE"": 6.751420967189237}, {""alpha"": 100.0, ""val_RMSE"": 12.216545628763958}, {""alpha"": 1000.0, ""val_RMSE"": 28.710137643018463}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,3,Methane,10,10,10.0,38.295199647058006,"[{""alpha"": 0.0, ""val_RMSE"": 42.29232829867176}, {""alpha"": 0.01, ""val_RMSE"": 42.28420924282489}, {""alpha"": 0.1, ""val_RMSE"": 42.21199589497963}, {""alpha"": 1.0, ""val_RMSE"": 41.56260744059567}, {""alpha"": 10.0, ""val_RMSE"": 38.295199647058006}, {""alpha"": 100.0, ""val_RMSE"": 45.27630513773441}, {""alpha"": 1000.0, ""val_RMSE"": 71.41613868554386}]",ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C3,0,Ethanol,30,10,0.01,7.061137379371229,,mlp,40,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C3,1,CO,30,10,0.01,20.511373861772178,,mlp,40,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C3,2,Ethylene,30,10,0.01,15.903820374971051,,mlp,40,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C3,3,Methane,30,10,0.01,27.30321727449296,,mlp,40,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C4,0,Ethanol,10,10,0.01,11.689113920249127,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C4,1,CO,10,10,0.001,63.897459288125,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C4,2,Ethylene,10,10,0.01,9.857263195154895,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C4,3,Methane,10,10,0.01,44.437283582075345,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C5,0,Ethanol,10,10,0.01,5.447619352664545,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C5,1,CO,10,10,0.01,33.71413333698145,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C5,2,Ethylene,10,10,0.01,3.737847706493444,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C5,3,Methane,10,10,0.01,38.98418014209076,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C5,0,Ethanol,10,10,0.01,3.934053564376155,,mlp,20,5.0,"(64,)",,,,,,,,,,,,,,,,,,
C5,1,CO,10,10,0.1,30.42812537269178,,mlp,20,5.0,"(32, 16)",,,,,,,,,,,,,,,,,,
C5,2,Ethylene,10,10,0.1,3.3332488435817327,,mlp,20,5.0,"(64,)",,,,,,,,,,,,,,,,,,
C5,3,Methane,10,10,0.1,11.308866196795178,,mlp,20,5.0,"(32,)",,,,,,,,,,,,,,,,,,
C3,0,Ethanol,30,10,10.0,7.457432837613385,,source_aug_target_ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C3,1,CO,30,10,10.0,17.287520087486243,,source_aug_target_ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C3,2,Ethylene,30,10,10.0,13.504905283937635,,source_aug_target_ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C3,3,Methane,30,10,0.1,7.168205422021979,,source_aug_target_ridge,40,5.0,,,,,,,,,,,,,,,,,,,
C4,0,Ethanol,10,10,1.0,12.071095386462556,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,1,CO,10,10,100.0,38.02633257285275,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,2,Ethylene,10,10,0.0,13.57826248686635,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C4,3,Methane,10,10,1.0,21.35817234868556,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,0,Ethanol,10,10,0.0,5.468638611823215,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,1,CO,10,10,1.0,34.373781258785556,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,2,Ethylene,10,10,1.0,6.652212741594886,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C5,3,Methane,10,10,10.0,36.74968264825866,,source_aug_target_ridge,20,5.0,,,,,,,,,,,,,,,,,,,
C3,,,,,,,,ridge,,5.0,,ridge_direct,ridge_direct,ridge_direct,1,9.311189365311376,5.693105668830758,-3.6180836964806184,13.286307847539659,6.595485137530969,-6.69082271000869,7.533635982869468,5.358649843212988,-2.17498613965648,-6.69082271000869,1.0,,,
C4,,,,,,,,ridge,,5.0,,ridge_direct,baseline_final,ridge_direct,1,11.242096800113766,8.212975410741164,-3.0291213893726017,11.459276704012575,15.98801629269903,4.528739588686454,11.168765065625166,2.175254422984914,-8.993510642640253,4.528739588686454,1.0,,,
C5,,,,,,,,ridge,,5.0,,ridge_direct,ridge_direct,ridge_direct,1,28.827352326003002,27.157294646194,-1.6700576798090019,56.56219405461114,54.01694323780845,-2.5452508168026924,6.449371345037056,3.2784372925816037,-3.1709340524554523,-2.5452508168026924,1.0,,,
C3,,,,,,,,mlp,,5.0,,mlp_direct,mlp_direct,mlp_direct,1,9.311189365311376,,-9.30541749654444,13.286307847539659,,-13.280070413311794,7.533635982869468,,-7.528027884840604,-13.280070413311794,1.0,0.005771868766937245,0.006237434227865332,0.005608098028863758
C4,,,,,,,,mlp,,5.0,,mlp_direct,mlp_direct,mlp_direct,1,11.242096800113766,,-11.240739415338112,11.459276704012575,,-11.459200615043985,11.168765065625166,,-11.16719830844492,-11.459200615043985,1.0,0.0013573847756528877,7.608896859022436e-05,0.0015667571802458562
C5,,,,,,,,mlp,,5.0,,mlp_direct,mlp_direct,mlp_direct,1,28.827352326003002,,-20.92165686110605,56.56219405461114,,-40.750805403466174,6.449371345037056,,-6.444470419506551,-40.750805403466174,1.0,7.905695464896953,15.811388651144966,0.004900925530505247
C5,,,,,,,,mlp,,5.0,,mlp_direct,mlp_direct,mlp_direct,1,28.827352326003002,,-12.938899373186088,56.56219405461114,,-24.78529674200405,6.449371345037056,,-6.4358791308563355,-24.78529674200405,1.0,15.888452952816914,31.77689731260709,0.013492214180720549
