mode,split,scope,pred_key,N,RMSE,MAE,NRMSE,Bias,P90AE,calib_ratio,calibration_subset_fraction_of_20pct
H8_C4_selector_lowcal,test,C4-CO_low_25_100,selector_lowcal_ppm,136,9.471436104245198,6.521707114243922,0.0420952715744231,4.5807869129177945,16.31722323687847,20.0,1.0
H8_C4_selector_lowcal,test,C4-CO_mid_125_175,selector_lowcal_ppm,102,17.15390875107739,13.458085798681292,0.07623959444923285,2.228341199765836,31.872315082210548,20.0,1.0
H8_C4_selector_lowcal,test,C4-CO_high_200_250,selector_lowcal_ppm,102,43.48103048090054,17.205224869222036,0.19324902435955799,-8.746264884236533,25.787865970402546,20.0,1.0
H8_C4_selector_lowcal,test,C4-nonCO,selector_lowcal_ppm,1020,7.710380496455709,4.390288362052964,0.05583038051559355,-0.18312000845994156,10.183517018031715,20.0,1.0
H8_C4_selector_lowcal,test,C5,selector_lowcal_ppm,1360,28.51087767922027,11.027977339429082,0.21381217016685575,0.3313176321617075,25.0,20.0,1.0
H8_C4_selector_lowcal,test,C5-CO,selector_lowcal_ppm,340,30.67597559740918,20.82356291039295,0.13633766932181857,-7.58087818036126,47.542324719580236,20.0,1.0
H8_C4_selector_lowcal,test,C5-CO_low_25_100,selector_lowcal_ppm,136,22.02774600861899,15.554895382760272,0.09790109337163996,-3.199426956913613,32.53359972308674,20.0,1.0
H8_C4_selector_lowcal,test,C5-CO_mid_125_175,selector_lowcal_ppm,102,30.611394544115697,21.260815450363104,0.13605064241829198,-1.5942303905973385,52.79234187478042,20.0,1.0
H8_C4_selector_lowcal,test,C5-CO_high_200_250,selector_lowcal_ppm,102,39.40429749761214,27.411200407266385,0.1751302111004984,-19.409460934722045,58.01966180145262,20.0,1.0
H8_C4_selector_lowcal,test,C5-nonCO,selector_lowcal_ppm,1020,27.75166724904409,7.7627821491077915,0.23400471246660567,2.968716236336029,11.171945637561798,20.0,1.0
H8_C4_selector_lowcal,test,nonCO_ALL,selector_lowcal_ppm,4050,17.155352530326137,5.490865850993347,0.14368279913152762,1.0746673775669322,10.404833752251859,20.0,1.0
B0_baseline_final,test,ALL,baseline_final_ppm,5400,27.336272006610333,12.998893677167533,0.1578336952944895,-0.7640208506911423,27.83922873437405,10.0,0.5
B0_baseline_final,test,C3,baseline_final_ppm,2680,19.68588107638486,11.102676585287554,0.110765038856896,0.13622063720544952,24.297240525484078,10.0,0.5
B0_baseline_final,test,C3-CO,baseline_final_ppm,670,33.7008253219887,20.85602887873121,0.14978144587550535,-0.34794183484445423,42.26480424404144,10.0,0.5
B0_baseline_final,test,C3-CO_low_25_100,baseline_final_ppm,268,25.070639508976413,16.733673210959505,0.11142506448433961,2.533289732944929,29.861310459673412,10.0,0.5
B0_baseline_final,test,C3-CO_mid_125_175,baseline_final_ppm,201,34.77081194869034,23.57227482800534,0.15453694199417928,3.6975319627023753,55.79385459423065,10.0,0.5
B0_baseline_final,test,C3-CO_high_200_250,baseline_final_ppm,201,41.698442503136704,23.636257153152677,0.18532641112505197,-8.235057722777128,42.900943756103516,10.0,0.5
B0_baseline_final,test,C3-nonCO,baseline_final_ppm,2010,11.752872381267414,7.85155915413967,0.09423568645214646,0.2976081278887508,17.98611104488374,10.0,0.5
B0_baseline_final,test,C4,baseline_final_ppm,1360,30.610873222536796,13.058205977534218,0.15201070538296763,-1.480255008825813,27.1535112708807,10.0,0.5
B0_baseline_final,test,C4-CO,baseline_final_ppm,340,56.588431890041136,27.309382034684806,0.25150414173351615,-7.428811718709767,51.3457596302033,10.0,0.5
B0_baseline_final,test,C4-CO_low_25_100,baseline_final_ppm,136,20.01854826396091,10.412459154544836,0.08897132561760404,3.0393287577145895,25.28303600847721,10.0,0.5
B0_baseline_final,test,C4-CO_mid_125_175,baseline_final_ppm,102,32.479044217650525,25.132904559666034,0.14435130763400233,4.851609753335223,53.143137693405166,10.0,0.5
B0_baseline_final,test,C4-CO_high_200_250,baseline_final_ppm,102,95.31504288319486,52.01509001655687,0.42362241281419943,-33.666753825987236,233.80422707181424,10.0,0.5
B0_baseline_final,test,C4-nonCO,baseline_final_ppm,1020,13.48890425511596,8.307813958484022,0.09861488206654702,0.5025972278021714,19.119710214436054,10.0,0.5
B0_baseline_final,test,C5,baseline_final_ppm,1360,35.58669915603665,16.676244469623164,0.22722019855381914,-1.8217919775291675,39.52300228178502,10.0,0.5
B0_baseline_final,test,C5-CO,baseline_final_ppm,340,46.11548174353218,32.873059051001775,0.2049576966379208,-7.474195729283726,67.9931676387787,10.0,0.5
