mode,split,scope,pred_key,N,RMSE,MAE,NRMSE,Bias,P90AE,calib_ratio,calibration_subset_fraction_of_20pct
H8_C4_selector_lowcal,test,C4-CO_mid_125_175,selector_lowcal_ppm,102,28.183000977178136,21.68618846307233,0.12525778212079172,3.5082205670372457,53.67638303274266,10.0,0.5
H8_C4_selector_lowcal,test,C4-CO_high_200_250,selector_lowcal_ppm,102,42.53275948796733,23.284318032155838,0.18903448661318814,-4.853121442820761,43.78291542882122,10.0,0.5
H8_C4_selector_lowcal,test,C4-nonCO,selector_lowcal_ppm,1020,13.09446110514866,6.699133885297058,0.10241592833184185,-0.785782264807725,13.903051524853776,10.0,0.5
H8_C4_selector_lowcal,test,C5,selector_lowcal_ppm,1360,30.145703089295303,13.167250661853286,0.2203224046510095,0.5119645450169301,32.55882899819658,10.0,0.5
H8_C4_selector_lowcal,test,C5-CO,selector_lowcal_ppm,340,32.78698657725666,23.552257997819645,0.14571994034336294,-9.002981092605015,49.74649231979772,10.0,0.5
H8_C4_selector_lowcal,test,C5-CO_low_25_100,selector_lowcal_ppm,136,25.786967658338753,19.30887354668314,0.11460874514817222,-6.912289657693613,41.24167442383299,10.0,0.5
H8_C4_selector_lowcal,test,C5-CO_mid_125_175,selector_lowcal_ppm,102,34.219230324796015,26.666564994794147,0.1520854681102045,-1.6869839107739009,51.34685836168374,10.0,0.5
H8_C4_selector_lowcal,test,C5-CO_high_200_250,selector_lowcal_ppm,102,39.06032476421965,26.095796935693816,0.17360144339653175,-19.106566854318,53.620798194597576,10.0,0.5
H8_C4_selector_lowcal,test,C5-nonCO,selector_lowcal_ppm,1020,29.212252966718065,9.705581549864501,0.2400927230267086,3.683613090890912,15.942175221614415,10.0,0.5
H8_C4_selector_lowcal,test,nonCO_ALL,selector_lowcal_ppm,4050,21.21347258967929,8.547142793619555,0.16275724940647324,1.378972629169962,16.56987972770058,10.0,0.5
B0_baseline_final,test,ALL,baseline_final_ppm,5400,27.336272006610333,12.998893677167533,0.1578336952944895,-0.7640208506911423,27.83922873437405,5.0,0.25
B0_baseline_final,test,C3,baseline_final_ppm,2680,19.68588107638486,11.102676585287554,0.110765038856896,0.13622063720544952,24.297240525484078,5.0,0.25
B0_baseline_final,test,C3-CO,baseline_final_ppm,670,33.7008253219887,20.85602887873121,0.14978144587550535,-0.34794183484445423,42.26480424404144,5.0,0.25
B0_baseline_final,test,C3-CO_low_25_100,baseline_final_ppm,268,25.070639508976413,16.733673210959505,0.11142506448433961,2.533289732944929,29.861310459673412,5.0,0.25
B0_baseline_final,test,C3-CO_mid_125_175,baseline_final_ppm,201,34.77081194869034,23.57227482800534,0.15453694199417928,3.6975319627023753,55.79385459423065,5.0,0.25
B0_baseline_final,test,C3-CO_high_200_250,baseline_final_ppm,201,41.698442503136704,23.636257153152677,0.18532641112505197,-8.235057722777128,42.900943756103516,5.0,0.25
B0_baseline_final,test,C3-nonCO,baseline_final_ppm,2010,11.752872381267414,7.85155915413967,0.09423568645214646,0.2976081278887508,17.98611104488374,5.0,0.25
B0_baseline_final,test,C4,baseline_final_ppm,1360,30.610873222536796,13.058205977534218,0.15201070538296763,-1.480255008825813,27.1535112708807,5.0,0.25
B0_baseline_final,test,C4-CO,baseline_final_ppm,340,56.588431890041136,27.309382034684806,0.25150414173351615,-7.428811718709767,51.3457596302033,5.0,0.25
B0_baseline_final,test,C4-CO_low_25_100,baseline_final_ppm,136,20.01854826396091,10.412459154544836,0.08897132561760404,3.0393287577145895,25.28303600847721,5.0,0.25
B0_baseline_final,test,C4-CO_mid_125_175,baseline_final_ppm,102,32.479044217650525,25.132904559666034,0.14435130763400233,4.851609753335223,53.143137693405166,5.0,0.25
B0_baseline_final,test,C4-CO_high_200_250,baseline_final_ppm,102,95.31504288319486,52.01509001655687,0.42362241281419943,-33.666753825987236,233.80422707181424,5.0,0.25
B0_baseline_final,test,C4-nonCO,baseline_final_ppm,1020,13.48890425511596,8.307813958484022,0.09861488206654702,0.5025972278021714,19.119710214436054,5.0,0.25
B0_baseline_final,test,C5,baseline_final_ppm,1360,35.58669915603665,16.676244469623164,0.22722019855381914,-1.8217919775291675,39.52300228178502,5.0,0.25
B0_baseline_final,test,C5-CO,baseline_final_ppm,340,46.11548174353218,32.873059051001775,0.2049576966379208,-7.474195729283726,67.9931676387787,5.0,0.25
B0_baseline_final,test,C5-CO_low_25_100,baseline_final_ppm,136,32.718059118772295,23.547905029537265,0.14541359608343243,5.848283240544227,48.99037666618824,5.0,0.25
B0_baseline_final,test,C5-CO_mid_125_175,baseline_final_ppm,102,45.398435985373574,35.89817296768374,0.20177082660166035,7.410517719336877,75.51520705223085,5.0,0.25
B0_baseline_final,test,C5-CO_high_200_250,baseline_final_ppm,102,60.003991602304794,42.28148382960581,0.26668440712135466,-40.12221447100826,85.81828527152541,5.0,0.25
B0_baseline_final,test,C5-nonCO,baseline_final_ppm,1020,31.299706978665625,11.277306275830293,0.2341711746509563,0.06234260638901854,18.580510430037982,5.0,0.25
B0_baseline_final,test,nonCO_ALL,baseline_final_ppm,4050,19.00289748774791,8.829248528104033,0.14376059276542724,0.2899829550447908,18.60622443258762,5.0,0.25
H2_3_lowcal,test,ALL,h2_3_lowcal_plus_c4_ppm,5400,27.465827179270352,13.641409026907969,0.170092610663351,-0.5829550780111402,29.723683123705186,5.0,0.25
H2_3_lowcal,test,C3,h2_3_lowcal_plus_c4_ppm,2680,24.13816624220303,13.002333620649603,0.14511878577539972,-2.1702227229309505,29.728174560914187,5.0,0.25
H2_3_lowcal,test,C3-CO,h2_3_lowcal_plus_c4_ppm,670,32.01243815736957,21.105238954436665,0.14227750292164254,-12.783578289309814,50.0,5.0,0.25
H2_3_lowcal,test,C3-CO_low_25_100,h2_3_lowcal_plus_c4_ppm,268,17.851166137115616,12.923154584779919,0.07933851616495828,-5.844346450749927,27.452066308347142,5.0,0.25
H2_3_lowcal,test,C3-CO_mid_125_175,h2_3_lowcal_plus_c4_ppm,201,32.34527087071381,22.78204672588403,0.14375675942539473,-13.762549687454234,49.14339517855882,5.0,0.25
H2_3_lowcal,test,C3-CO_high_200_250,h2_3_lowcal_plus_c4_ppm,201,44.100853335942595,30.337877009198294,0.1960037926041893,-21.056916009245242,76.53896500934448,5.0,0.25
H2_3_lowcal,test,C3-nonCO,h2_3_lowcal_plus_c4_ppm,2010,20.863110037939443,10.301365176053915,0.1460535975844569,1.3675624658620043,22.15690981032372,5.0,0.25
H2_3_lowcal,test,C4,h2_3_lowcal_plus_c4_ppm,1360,19.7209816383966,10.493734154721793,0.10089061893005144,-0.664778794495933,23.240829500425363,5.0,0.25
H2_3_lowcal,test,C4-CO,h2_3_lowcal_plus_c4_ppm,340,31.281469299353198,19.917960266508008,0.1390287524415698,1.5616092852680488,30.420984517535416,5.0,0.25
H2_3_lowcal,test,C4-CO_low_25_100,h2_3_lowcal_plus_c4_ppm,136,19.469905610520765,17.454064525744972,0.08653291382453673,17.192950501753607,27.77972823950003,5.0,0.25
H2_3_lowcal,test,C4-CO_mid_125_175,h2_3_lowcal_plus_c4_ppm,102,19.586837486731007,17.277785628448072,0.0870526110521378,0.6588604317627434,27.54432793015786,5.0,0.25
H2_3_lowcal,test,C4-CO_high_200_250,h2_3_lowcal_plus_c4_ppm,102,48.710237490485795,25.84332922558533,0.21648994440215905,-18.377430149874055,55.760870706772266,5.0,0.25
H2_3_lowcal,test,C4-nonCO,h2_3_lowcal_plus_c4_ppm,1020,13.870089468607462,7.352325450793055,0.08443276209879692,-1.4069081544172604,16.311346312145073,5.0,0.25
H2_3_lowcal,test,C5,h2_3_lowcal_plus_c4_ppm,1360,38.18660483771999,18.04843837613269,0.25138936618918145,2.6267195858156307,42.151977899201206,5.0,0.25
H2_3_lowcal,test,C5-CO,h2_3_lowcal_plus_c4_ppm,340,40.490544498934156,29.673038221098334,0.17995797555081847,-4.668221280605535,65.83684418304955,5.0,0.25
H2_3_lowcal,test,C5-CO_low_25_100,h2_3_lowcal_plus_c4_ppm,136,36.91089169116509,25.026153212762782,0.1640484075162893,7.138962283002363,48.66742826199254,5.0,0.25
H2_3_lowcal,test,C5-CO_mid_125_175,h2_3_lowcal_plus_c4_ppm,102,40.27440317610087,30.024517133809347,0.17899734744933724,3.1920038979079495,70.64764645570769,5.0,0.25
H2_3_lowcal,test,C5-CO_high_200_250,h2_3_lowcal_plus_c4_ppm,102,45.015195889390576,35.51740598616806,0.20006753728618035,-28.271357877262886,64.16755335769865,5.0,0.25
H2_3_lowcal,test,C5-nonCO,h2_3_lowcal_plus_c4_ppm,1020,37.387087620855375,14.173571761144142,0.2710483233469907,5.058366541289353,25.0,5.0,0.25
H2_3_lowcal,test,nonCO_ALL,h2_3_lowcal_plus_c4_ppm,4050,24.829634779036223,10.533866459270198,0.17574155398025018,1.598342743454855,20.186144016627694,5.0,0.25
H8_plus_C4_forced_lowcal,test,ALL,h8_lowcal_plus_c4_ppm,5400,26.87292516058116,12.97315291964887,0.16923658003154204,1.292784623794974,27.519349501203617,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3,h8_lowcal_plus_c4_ppm,2680,21.898399446091794,11.436683108472906,0.1393779017700276,0.7924103459130792,25.0,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3-CO,h8_lowcal_plus_c4_ppm,670,24.189153928968558,14.574535987572009,0.10750735079541582,-0.5373473542661794,32.09388461252865,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3-CO_low_25_100,h8_lowcal_plus_c4_ppm,268,14.250060681169112,9.607262548921106,0.06333360302741828,3.804971044228856,22.968841213730315,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3-CO_mid_125_175,h8_lowcal_plus_c4_ppm,201,26.95025056884173,18.335354221363993,0.11977889141707436,4.666755915635649,37.875785244504755,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3-CO_high_200_250,h8_lowcal_plus_c4_ppm,201,30.87580899428807,17.436749005314567,0.13722581775239143,-11.531208488828053,38.84059019549369,5.0,0.25
H8_plus_C4_forced_lowcal,test,C3-nonCO,h8_lowcal_plus_c4_ppm,2010,21.079566926315465,10.390732148773203,0.1484890203934433,1.2356629126394987,22.19137710996218,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4,h8_lowcal_plus_c4_ppm,1360,19.69543932508145,10.404806044549606,0.10079201280799072,-0.5712771795504809,22.903546761455406,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4-CO,h8_lowcal_plus_c4_ppm,340,31.217033414953644,19.562247825819252,0.1387423707331273,1.9356157450498572,31.30250789613141,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4-CO_low_25_100,h8_lowcal_plus_c4_ppm,136,19.41649515978015,17.067893835850644,0.08629553404346733,16.821150182722363,27.69031457050641,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4-CO_mid_125_175,h8_lowcal_plus_c4_ppm,102,19.27113333741704,16.623097950669205,0.0856494814996313,0.8799805069250669,26.904734157506567,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4-CO_high_200_250,h8_lowcal_plus_c4_ppm,102,48.72679233857125,25.827203020927442,0.21656352150476113,-16.856128267055357,55.7017227321745,5.0,0.25
H8_plus_C4_forced_lowcal,test,C4-nonCO,h8_lowcal_plus_c4_ppm,1020,13.870089468607462,7.352325450793055,0.08443276209879692,-1.4069081544172604,16.311346312145073,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5,h8_lowcal_plus_c4_ppm,1360,39.17257443574894,18.569249128536065,0.25550269489902167,4.142878092378281,43.983618169583515,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5-CO,h8_lowcal_plus_c4_ppm,340,43.652484068425,31.61411154107239,0.1940110403041111,1.2542430560056181,67.71044672411855,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5-CO_low_25_100,h8_lowcal_plus_c4_ppm,136,41.919145482263126,27.87693564287992,0.18630731325450275,13.427328356091834,55.51957659055452,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5-CO_mid_125_175,h8_lowcal_plus_c4_ppm,102,45.7633442266129,34.59051996334107,0.20339264100716845,12.279594248996437,75.0,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5-CO_high_200_250,h8_lowcal_plus_c4_ppm,102,43.755699046630966,33.620604316393646,0.19446977354058206,-26.00188853710016,61.38976295732172,5.0,0.25
H8_plus_C4_forced_lowcal,test,C5-nonCO,h8_lowcal_plus_c4_ppm,1020,37.56071966985842,14.220961657690625,0.2729384696488488,5.1057564378358355,25.0,5.0,0.25
H8_plus_C4_forced_lowcal,test,nonCO_ALL,h8_lowcal_plus_c4_ppm,4050,24.98587526852859,10.590154190046295,0.1774825700133266,1.5448167169116884,20.260076646432914,5.0,0.25
H8_C4_selector_lowcal,test,ALL,selector_lowcal_ppm,5400,27.465827179270352,13.641409026907969,0.170092610663351,-0.5829550780111402,29.723683123705186,5.0,0.25
H8_C4_selector_lowcal,test,C3,selector_lowcal_ppm,2680,24.13816624220303,13.002333620649603,0.14511878577539972,-2.1702227229309505,29.728174560914187,5.0,0.25
H8_C4_selector_lowcal,test,C3-CO,selector_lowcal_ppm,670,32.01243815736957,21.105238954436665,0.14227750292164254,-12.783578289309814,50.0,5.0,0.25
H8_C4_selector_lowcal,test,C3-CO_low_25_100,selector_lowcal_ppm,268,17.851166137115616,12.923154584779919,0.07933851616495828,-5.844346450749927,27.452066308347142,5.0,0.25
H8_C4_selector_lowcal,test,C3-CO_mid_125_175,selector_lowcal_ppm,201,32.34527087071381,22.78204672588403,0.14375675942539473,-13.762549687454234,49.14339517855882,5.0,0.25
H8_C4_selector_lowcal,test,C3-CO_high_200_250,selector_lowcal_ppm,201,44.100853335942595,30.337877009198294,0.1960037926041893,-21.056916009245242,76.53896500934448,5.0,0.25
H8_C4_selector_lowcal,test,C3-nonCO,selector_lowcal_ppm,2010,20.863110037939443,10.301365176053915,0.1460535975844569,1.3675624658620043,22.15690981032372,5.0,0.25
H8_C4_selector_lowcal,test,C4,selector_lowcal_ppm,1360,19.7209816383966,10.493734154721793,0.10089061893005144,-0.664778794495933,23.240829500425363,5.0,0.25
H8_C4_selector_lowcal,test,C4-CO,selector_lowcal_ppm,340,31.281469299353198,19.917960266508008,0.1390287524415698,1.5616092852680488,30.420984517535416,5.0,0.25
H8_C4_selector_lowcal,test,C4-CO_low_25_100,selector_lowcal_ppm,136,19.469905610520765,17.454064525744972,0.08653291382453673,17.192950501753607,27.77972823950003,5.0,0.25
H8_C4_selector_lowcal,test,C4-CO_mid_125_175,selector_lowcal_ppm,102,19.586837486731007,17.277785628448072,0.0870526110521378,0.6588604317627434,27.54432793015786,5.0,0.25
H8_C4_selector_lowcal,test,C4-CO_high_200_250,selector_lowcal_ppm,102,48.710237490485795,25.84332922558533,0.21648994440215905,-18.377430149874055,55.760870706772266,5.0,0.25
H8_C4_selector_lowcal,test,C4-nonCO,selector_lowcal_ppm,1020,13.870089468607462,7.352325450793055,0.08443276209879692,-1.4069081544172604,16.311346312145073,5.0,0.25
H8_C4_selector_lowcal,test,C5,selector_lowcal_ppm,1360,38.18660483771999,18.04843837613269,0.25138936618918145,2.6267195858156307,42.151977899201206,5.0,0.25
H8_C4_selector_lowcal,test,C5-CO,selector_lowcal_ppm,340,40.490544498934156,29.673038221098334,0.17995797555081847,-4.668221280605535,65.83684418304955,5.0,0.25
H8_C4_selector_lowcal,test,C5-CO_low_25_100,selector_lowcal_ppm,136,36.91089169116509,25.026153212762782,0.1640484075162893,7.138962283002363,48.66742826199254,5.0,0.25
H8_C4_selector_lowcal,test,C5-CO_mid_125_175,selector_lowcal_ppm,102,40.27440317610087,30.024517133809347,0.17899734744933724,3.1920038979079495,70.64764645570769,5.0,0.25
H8_C4_selector_lowcal,test,C5-CO_high_200_250,selector_lowcal_ppm,102,45.015195889390576,35.51740598616806,0.20006753728618035,-28.271357877262886,64.16755335769865,5.0,0.25
H8_C4_selector_lowcal,test,C5-nonCO,selector_lowcal_ppm,1020,37.387087620855375,14.173571761144142,0.2710483233469907,5.058366541289353,25.0,5.0,0.25
H8_C4_selector_lowcal,test,nonCO_ALL,selector_lowcal_ppm,4050,24.829634779036223,10.533866459270198,0.17574155398025018,1.598342743454855,20.186144016627694,5.0,0.25
