experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE,classifier_router,split_protocol
CAN-V1-R84-A4-C3,C3,R84_FED_H1,84,42,S_ALL,2677,9.332731018185996,5.505235803628614,0.9802444062802769,0.05567242206126857,A4,canonical_v1_target_20_80
CAN-V1-R84-A4-C3,C3,R84_FED_H1,84,42,S_CC,2673,8.847882775708216,5.4291174515296285,0.9822465987650791,0.05332959146434775,A4,canonical_v1_target_20_80
CAN-V1-R84-A4-C4,C4,R84_FED_H1,84,42,S_ALL,1360,13.807982479383819,6.4781853906313085,0.9567103704490922,0.06831368580337005,A4,canonical_v1_target_20_80
CAN-V1-R84-A4-C4,C4,R84_FED_H1,84,42,S_CC,1357,10.245243970279986,6.095584091539574,0.9760454071196198,0.05290771317644738,A4,canonical_v1_target_20_80
CAN-V1-R84-A4-C5,C5,R84_FED_H1,84,42,S_ALL,1360,18.47654027252635,8.673732588501265,0.9224887535669838,0.09464561738913281,A4,canonical_v1_target_20_80
CAN-V1-R84-A4-C5,C5,R84_FED_H1,84,42,S_CC,1352,14.333984910928306,7.87468985071161,0.9528624688685121,0.0704091367634356,A4,canonical_v1_target_20_80
