target,macro_f1_delta_strict_minus_canonical,s_all_rmse_delta_strict_minus_canonical,s_all_rmse_ratio,classification_collapse_flag,regression_collapse_flag
C3,-0.0004990432845962678,1.493595948793189,1.1600384652555324,False,False
C4,-0.00493781572261931,0.4707859941709245,1.0340952050651742,False,False
C5,-0.30051936894610065,54.46112518001446,3.947582414062405,True,True
