requested_coverage,coverage,N,RMSE,NRMSE_range,MAE,max_accepted_risk,scope
0.89,0.8897058823529411,1210,13.384413771591296,0.06324566748046162,5.881574123166789,0.8882286803578152,C4
0.9,0.9,1224,13.354132377167486,0.06313440422092258,5.901396894322403,0.8997732170636289,C4
0.91,0.9095588235294118,1237,13.411682839442955,0.06335175749785799,5.993508071010022,0.9108625244699384,C4
0.92,0.9198529411764705,1251,13.464239245994484,0.06354166586435255,6.071570794050956,0.9243838319952316,C4
0.93,0.9294117647058824,1264,13.554422637703544,0.06388599529521988,6.175263832081105,0.9336829641474867,C4
0.94,0.9397058823529412,1278,13.598265935832389,0.06409925924797091,6.259370286696621,0.9447365673828468,C4
0.95,0.95,1292,13.549965349077905,0.06392862827919213,6.2579113128151524,0.9473900567102576,C4
0.96,0.9595588235294118,1305,13.536740441521255,0.06390465703941917,6.276898982358229,0.9509673813501088,C4
0.97,0.9698529411764706,1319,13.593888697606637,0.06412723221327606,6.3508018563106425,0.9581923358557208,C4
0.98,0.9794117647058823,1332,13.599140449245832,0.06413805933024763,6.37232266439612,0.9666666666666668,C4
0.99,0.9897058823529412,1346,13.607339500097448,0.06421828394006629,6.40170711147745,0.980258123838218,C4
1.0,1.0,1360,13.807982479383819,0.06831368580337005,6.4781853906313085,1.0,C4
0.1,0.1,136,11.970117889474302,0.05320052395321912,8.537251285787107,0.1988364540714485,C5
0.11,0.10955882352941176,149,11.709344193543728,0.05204152974908324,8.3507172531525,0.2090835315266976,C5
0.12,0.11985294117647059,163,11.443243537756116,0.05085886016780496,8.212034656328346,0.2203124099960937,C5
0.13,0.12941176470588237,176,11.223561255448903,0.049882494468661796,8.048406924968615,0.2259197899455226,C5
0.14,0.13970588235294118,190,11.014417239062734,0.04895296550694549,7.899204698639323,0.2407607675266829,C5
0.15,0.15,204,10.816222495774648,0.04807209998122066,7.730586066489632,0.2569531653110308,C5
0.16,0.15955882352941175,217,10.717984219442423,0.047635485419744106,7.6971201229398565,0.2662555452719971,C5
0.17,0.1698529411764706,231,10.484306490990246,0.04659691773773443,7.520512249982128,0.2779397226779046,C5
0.18,0.17941176470588235,244,10.269905828982122,0.045644025906587206,7.30859163045313,0.2894259557591396,C5
0.19,0.18970588235294117,258,10.020525319417924,0.04459058331773139,7.019193994061256,0.2982641641801033,C5
0.2,0.2,272,10.03237721190172,0.04732948967913821,7.069955241774475,0.3021064287289846,C5
0.21,0.20955882352941177,285,9.998671743415303,0.048976235366503244,7.075055923915828,0.3067952268256942,C5
0.22,0.21985294117647058,299,9.880529697874898,0.04966018806582317,6.967492918062102,0.3107857290073101,C5
0.23,0.22941176470588234,312,9.956712982155771,0.050190764854600584,7.007909147832413,0.3183763413620887,C5
0.24,0.23970588235294119,326,9.840901666502178,0.04989401706063248,6.92303181014513,0.3277669061697174,C5
0.25,0.25,340,9.885411200741366,0.04982990890704253,6.923527451123637,0.3390448077557451,C5
0.26,0.2595588235294118,353,11.690514225081017,0.07319899494790619,7.264431234585304,0.3593564503267258,C5
0.27,0.2698529411764706,367,11.630843908589883,0.07243131373285584,7.249803545295066,0.3823731578892541,C5
0.28,0.27941176470588236,380,11.593362292693477,0.07224447493047692,7.298834593364792,0.3970979662852128,C5
0.29,0.2897058823529412,394,12.3692990260238,0.07413456061285428,7.63127673104257,0.4009164104015137,C5
0.3,0.3,408,12.317257120142976,0.07341883744414343,7.647613373020233,0.4087561696499782,C5
0.31,0.3095588235294118,421,12.786376123437925,0.07459377997035009,7.7971899764946615,0.4152063090872356,C5
0.32,0.31985294117647056,435,15.991266587394097,0.08557789572632701,8.234771773806216,0.4230107213074206,C5
0.33,0.32941176470588235,448,15.877675402944954,0.08490063712885415,8.21510447920594,0.4311868487538923,C5
0.34,0.3397058823529412,462,15.697595595927814,0.08385845413717193,8.131188895460866,0.4367323350388981,C5
0.35,0.3492647058823529,475,15.718193314946326,0.08377810053834783,8.18192801512024,0.4458172042896107,C5
0.36,0.35955882352941176,489,15.544242198817557,0.0830489522685426,8.111418167162563,0.4544689975462233,C5
0.37,0.3698529411764706,503,15.583540329709377,0.0832608531423306,8.151326048651862,0.4598764580917938,C5
0.38,0.37941176470588234,516,15.450745548399201,0.08315953212832286,8.088134577617076,0.4606470932126881,C5
0.39,0.3897058823529412,530,15.349633440186311,0.08357640240261252,8.032701669214624,0.4619052189859525,C5
0.4,0.4,544,15.1887945515415,0.08304370365366079,7.982383727095732,0.4626294536734465,C5
0.41,0.40955882352941175,557,15.03054333240605,0.08235822857859584,7.899742521618026,0.4631929076401799,C5
0.42,0.4198529411764706,571,14.907192757976327,0.08166859578332879,7.820963088883345,0.4644804475411479,C5
0.43,0.4294117647058823,584,14.76530454507318,0.08111405071768561,7.760110888974942,0.4652347753411276,C5
0.44,0.43970588235294117,598,14.670687148001731,0.08057715731463606,7.709133405489609,0.4662631208250081,C5
0.45,0.45,612,14.902601309886856,0.08160602340974107,7.798285943618145,0.4675114453588626,C5
0.46,0.45955882352941174,625,14.759958853884964,0.08091237710641978,7.710549989226672,0.4687574640064944,C5
0.47,0.4698529411764706,639,17.37240926819286,0.09039138300586957,7.989917516911591,0.4697913156838982,C5
0.48,0.47941176470588237,652,17.23401160732587,0.0897048550813981,7.920601650031661,0.4712083420622605,C5
0.49,0.48970588235294116,666,17.073810079396857,0.08908901495803226,7.851625618898391,0.4728023712488902,C5
0.5,0.5,680,16.910388531077416,0.08836767853173795,7.765922925049688,0.4733543517566019,C5
0.51,0.5095588235294117,693,16.762668020233672,0.0877108149945199,7.695164401283559,0.4741844705580352,C5
0.52,0.5198529411764706,707,16.610782532446333,0.08698973974154814,7.628076601876798,0.4757930245494353,C5
0.53,0.5294117647058824,720,16.47344662193949,0.08637153619209893,7.555252612294111,0.4779744164717943,C5
0.54,0.5397058823529411,734,16.32531501010905,0.08569038846040747,7.478501643402549,0.4802537198561196,C5
0.55,0.55,748,16.253548959250907,0.08528926562187568,7.474104156533315,0.4821592238929829,C5
0.56,0.5595588235294118,761,17.549158813300846,0.09429879289581848,7.747708807480921,0.4912280701754385,C5
0.57,0.5698529411764706,775,17.47473131187424,0.09384319797403094,7.77733738159719,0.4973994677387173,C5
0.58,0.5794117647058824,788,17.929292586800337,0.0953528908697812,7.894570743182569,0.509625992601796,C5
0.59,0.5897058823529412,802,17.90663913029946,0.09516571119397665,7.992713697197192,0.5204395800439459,C5
0.6,0.6,816,17.824008777668254,0.09465555521022205,7.969682698269634,0.5418392978965568,C5
0.61,0.6095588235294118,829,18.04119400696393,0.09828235848285817,8.127622948358164,0.5567649767217497,C5
0.62,0.6198529411764706,843,17.914238170874718,0.09766189041293522,8.094394952583835,0.5774427976600044,C5
0.63,0.6294117647058823,856,18.05265665620282,0.09795903180197446,8.221156226152704,0.5913675317529101,C5
0.64,0.6397058823529411,870,17.95821163657916,0.09739191389316583,8.21552282274005,0.6113630271196554,C5
0.65,0.65,884,17.843342187625087,0.09674706113992328,8.162883429328808,0.6146359620969387,C5
0.66,0.6595588235294118,897,17.764399695300323,0.09667211122115063,8.145221298124433,0.6183430967539235,C5
0.67,0.6698529411764705,911,17.641657741664233,0.0960342189422787,8.080467889769059,0.6211364452382914,C5
0.68,0.6794117647058824,924,17.576647211947456,0.09558923941198932,8.083201706067555,0.6228459777120964,C5
0.69,0.6897058823529412,938,17.534345575354106,0.09521536355141545,8.058095043967983,0.6254324348312488,C5
0.7,0.6992647058823529,951,17.438234274142058,0.09474629462436233,8.029321759370283,0.6270483521026292,C5
0.71,0.7095588235294118,965,17.369602470907434,0.0942839375461779,8.031987467282951,0.6288385205808571,C5
0.72,0.7198529411764706,979,17.250689463358977,0.09365208686220718,7.9580331596584735,0.6306879525246917,C5
0.73,0.7294117647058823,992,17.179367438814694,0.09327618808141708,7.9486086335289645,0.6314630901629932,C5
0.74,0.7397058823529412,1006,17.08606110454297,0.0927446331430032,7.906599814608956,0.632620032925465,C5
0.75,0.75,1020,17.003217641103088,0.09224708436585614,7.882556551508439,0.6333942487538661,C5
0.76,0.7595588235294117,1033,16.934211662831544,0.09181091234125846,7.845506346391197,0.6342117711424615,C5
0.77,0.7698529411764706,1047,16.851489302390267,0.09133214094460654,7.817573267593189,0.6347357597309128,C5
0.78,0.7794117647058824,1060,16.753291464315403,0.09084167744648504,7.754740731524192,0.6354460135497324,C5
0.79,0.7897058823529411,1074,16.66310900508376,0.09034672995922267,7.7094292065613805,0.6364179475405342,C5
0.8,0.8,1088,16.57365311586051,0.08987419493089152,7.675388848372603,0.6371161159859139,C5
0.81,0.8095588235294118,1101,16.481676895719147,0.08941219020167042,7.6202805309723285,0.6380946547909027,C5
0.82,0.8198529411764706,1115,16.386928501120686,0.08893162455150265,7.569915230327677,0.6389684541901252,C5
0.83,0.8294117647058824,1128,16.320556300540773,0.08855246397765461,7.541248107771709,0.640519840291048,C5
0.84,0.8397058823529412,1142,16.29000321233307,0.0882948366757037,7.559372380085282,0.6412258140484881,C5
0.85,0.85,1156,16.290114198863296,0.08815968901880815,7.58159629282389,0.6424809165420978,C5
0.86,0.8595588235294118,1169,16.219712425361156,0.08776737970632773,7.555919080352899,0.6432463638050117,C5
0.87,0.8698529411764706,1183,16.145227607281466,0.08735162318351011,7.528217443218779,0.6454142223090606,C5
0.88,0.8794117647058823,1196,16.086968498125742,0.08702613110311803,7.519340501495771,0.6472713309795846,C5
0.89,0.8897058823529411,1210,16.010311919340708,0.08662634138107551,7.497537232971556,0.6496497983011161,C5
0.9,0.9,1224,15.995181797558866,0.0864292310477011,7.523954239418362,0.6540771264221715,C5
0.91,0.9095588235294118,1237,15.950824760088434,0.08612441559814628,7.5359979360334295,0.6594417316181691,C5
0.92,0.9198529411764705,1251,16.043320291305044,0.08631575876034821,7.6203624808528145,0.6639204213981041,C5
0.93,0.9294117647058824,1264,16.35525612288797,0.08732771156272733,7.827085017074365,0.6666666666666666,C5
0.94,0.9397058823529412,1278,16.84783184485709,0.08901422778124712,7.995740685824284,0.6682300225892952,C5
0.95,0.95,1292,16.948183976017045,0.08933661257585987,8.089795873831896,0.6869215378553153,C5
0.96,0.9595588235294118,1305,17.128584344928417,0.0898918195387218,8.164254044684942,0.7023171146955677,C5
0.97,0.9698529411764706,1319,17.312363919222356,0.09048901453643601,8.283724910926297,0.7218311281877442,C5
0.98,0.9794117647058823,1332,17.302548395701027,0.09034194906123816,8.325514671949175,0.7509824550072709,C5
0.99,0.9897058823529412,1346,17.310111981919032,0.09024887296017402,8.389863965425196,0.7970089044107741,C5
1.0,1.0,1360,18.476540272526346,0.09464561738913281,8.673732588501265,0.8421052631578947,C5
