requested_coverage,coverage,N,RMSE,NRMSE_range,MAE,max_accepted_risk,scope
0.34,0.33993276055285765,910,5.531597076245336,0.026883536946530347,3.501585819741664,0.356139673149888,C3
0.35,0.34964512514008217,936,5.658493012602649,0.027677429146313666,3.572373045527215,0.3621874180268817,C3
0.36,0.3597310422114307,963,5.753065816387698,0.028277762902585678,3.6357554172071684,0.3680739132549047,C3
0.37,0.36981695928277925,990,5.795021673381105,0.028730940241206617,3.6810492896859173,0.373683366124907,C3
0.38,0.3799028763541277,1017,5.897517904986473,0.029760636695188535,3.7588532011575784,0.380681330806487,C3
0.39,0.38998879342547627,1044,5.912500278428441,0.02998345689314952,3.785194858260545,0.39114408148681,C3
0.4,0.3997011580127008,1070,5.999232343749008,0.030533439943980962,3.8319344546243492,0.3974402954671414,C3
0.41,0.4097870750840493,1097,6.153846583886728,0.03204194787158386,3.9019045464815494,0.4064391356303907,C3
0.42,0.4198729921553978,1124,6.199709733217873,0.03313247315286033,3.9363095335223375,0.4143767966885935,C3
0.43,0.42995890922674634,1151,6.27294472583448,0.03362306192713171,3.995011829608942,0.419141212971146,C3
0.44,0.43967127381397086,1177,6.414853474944883,0.035649685717372856,4.033501053498366,0.425287789560323,C3
0.45,0.4497571908853194,1204,6.396162273973734,0.03553180936824804,4.0266450306010775,0.43017676021298,C3
0.46,0.4598431079566679,1231,6.430071665792176,0.03576373163524073,4.03479987298133,0.4354011581424381,C3
0.47,0.4699290250280164,1258,6.454662316904132,0.036030414306012476,4.044747445889104,0.4440866576514912,C3
0.48,0.47964138961524094,1284,6.43131358094451,0.03588095267021822,4.028544474102767,0.4485806329408308,C3
0.49,0.4897273066865895,1311,6.440543461915821,0.03593800048252188,4.0198981296558145,0.453574787557589,C3
0.5,0.49981322375793796,1338,6.48809603686053,0.03622240104961999,4.04339926529584,0.4588792368457859,C3
0.51,0.5098991408292866,1365,6.465189285064991,0.03611061199601246,4.020033771048997,0.4618351860305543,C3
0.52,0.519985057900635,1392,6.4173226920394795,0.035967010833056305,3.968424037646586,0.4642872970551155,C3
0.53,0.5296974224878596,1418,6.3901222110424065,0.03606393064858219,3.9538228070210364,0.468744589130283,C3
