nominal_budget,replicate,gas_id,gas,alpha,selection_RMSE,validation_N,protocol
40,1,2,Ethylene,0.01,36.85732533807434,10,group_aware_5fold_calibration_only
40,1,2,Ethylene,0.1,36.85961866553471,10,group_aware_5fold_calibration_only
40,1,2,Ethylene,1.0,36.87064156019673,10,group_aware_5fold_calibration_only
40,1,2,Ethylene,10.0,36.8709867231606,10,group_aware_5fold_calibration_only
40,1,2,Ethylene,100.0,38.030776435210974,10,group_aware_5fold_calibration_only
40,1,2,Ethylene,1000.0,47.42043533855893,10,group_aware_5fold_calibration_only
40,1,3,Methane,0.0,36.16058690120938,9,group_aware_5fold_calibration_only
40,1,3,Methane,0.01,36.161836901362,9,group_aware_5fold_calibration_only
40,1,3,Methane,0.1,36.173033703265524,9,group_aware_5fold_calibration_only
40,1,3,Methane,1.0,36.280313762939215,9,group_aware_5fold_calibration_only
40,1,3,Methane,10.0,37.12165159409475,9,group_aware_5fold_calibration_only
40,1,3,Methane,100.0,52.05916026403983,9,group_aware_5fold_calibration_only
40,1,3,Methane,1000.0,79.18178118076297,9,group_aware_5fold_calibration_only
40,0,0,Ethanol,0.0,28.71987318072913,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,0.01,28.719606900094178,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,0.1,28.71721343111516,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,1.0,28.693614568923284,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,10.0,28.499251246694545,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,100.0,27.89271787742815,8,group_aware_5fold_calibration_only
40,0,0,Ethanol,1000.0,33.61199371730896,8,group_aware_5fold_calibration_only
40,0,1,CO,0.0,45.47715367924784,10,group_aware_5fold_calibration_only
40,0,1,CO,0.01,45.488378078591126,10,group_aware_5fold_calibration_only
40,0,1,CO,0.1,45.587091283669146,10,group_aware_5fold_calibration_only
40,0,1,CO,1.0,46.386517746399086,10,group_aware_5fold_calibration_only
40,0,1,CO,10.0,48.74498778674247,10,group_aware_5fold_calibration_only
40,0,1,CO,100.0,59.788186832796946,10,group_aware_5fold_calibration_only
40,0,1,CO,1000.0,92.78977081642071,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,0.0,19.492544549423734,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,0.01,19.493224602404297,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,0.1,19.49906233125336,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,1.0,19.53665331949323,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,10.0,19.0304072481683,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,100.0,22.37720724201088,10,group_aware_5fold_calibration_only
40,0,2,Ethylene,1000.0,41.38811753364595,10,group_aware_5fold_calibration_only
40,0,3,Methane,0.0,28.60127959264159,12,group_aware_5fold_calibration_only
40,0,3,Methane,0.01,28.599826553221465,12,group_aware_5fold_calibration_only
40,0,3,Methane,0.1,28.587589080448577,12,group_aware_5fold_calibration_only
40,0,3,Methane,1.0,28.51224039480702,12,group_aware_5fold_calibration_only
40,0,3,Methane,10.0,28.55738653992093,12,group_aware_5fold_calibration_only
40,0,3,Methane,100.0,33.61092202268812,12,group_aware_5fold_calibration_only
40,0,3,Methane,1000.0,61.2440651820447,12,group_aware_5fold_calibration_only
