candidate,scope,final_n,final_rmse,final_mae,final_nrmse_range,final_p90ae,final_p95ae,final_bias,final_route_acc,raw_n,raw_rmse,raw_mae,raw_nrmse_range,raw_p90ae,raw_p95ae,raw_bias,raw_route_acc
M1_R3aK8_depth4_dct8,ALL,1320,24.392916802060665,13.75563364577443,0.15342070839876168,32.656678408384344,44.034893400967114,-1.1120331293111088,0.9818181818181818,1320,24.392916802060665,13.75563364577443,0.15342070839876168,32.656678408384344,44.034893400967114,-1.1120331293111088,0.9818181818181818
M1_R3aK8_depth4_dct8,CO,330,35.89215652688974,23.585367170374163,0.15952069567506555,49.268803447485,61.16377741098404,-2.1869558731630203,0.9727272727272728,330,35.89215652688974,23.585367170374163,0.15952069567506555,49.268803447485,61.16377741098404,-2.1869558731630203,0.9727272727272728
M1_R3aK8_depth4_dct8,CO_high,99,44.82924513236298,28.942137972141307,0.1992410894771688,57.364098131656654,72.1415023505687,-21.079748643637455,0.9797979797979798,99,44.82924513236298,28.942137972141307,0.1992410894771688,57.364098131656654,72.1415023505687,-21.079748643637455,0.9797979797979798
M1_R3aK8_depth4_dct8,nonCO,990,19.077129940483356,10.479055804241186,0.15133274894929888,21.85874037444592,34.836930185556405,-0.7537255480271385,0.9848484848484849,990,19.077129940483356,10.479055804241186,0.15133274894929888,21.85874037444592,34.836930185556405,-0.7537255480271385,0.9848484848484849
M1_R3aK8_depth4_dct8,C3_ALL,680,21.67702503855269,13.09091089420048,0.13445738628352621,29.82280455529691,43.31538323312997,-1.1913140676573242,0.9882352941176471,680,21.67702503855269,13.09091089420048,0.13445738628352621,29.82280455529691,43.31538323312997,-1.1913140676573242,0.9882352941176471
M1_R3aK8_depth4_dct8,C3_CO,170,31.05329223340312,20.753957297762526,0.13801463214845833,44.25657637417315,54.80794321745632,-1.777356449405058,0.9882352941176471,170,31.05329223340312,20.753957297762526,0.13801463214845833,44.25657637417315,54.80794321745632,-1.777356449405058,0.9882352941176471
M1_R3aK8_depth4_dct8,C3_CO_high,51,39.896892429704906,24.683595331860523,0.17731952190979958,44.02892738580704,61.105616390705094,-18.531966077930786,1.0,51,39.896892429704906,24.683595331860523,0.17731952190979958,44.02892738580704,61.105616390705094,-18.531966077930786,1.0
M1_R3aK8_depth4_dct8,C3_nonCO,510,17.46679420648435,10.536562093013131,0.1332505362312103,22.82370358705521,36.66007962077854,-0.9959666070747459,0.9882352941176471,510,17.46679420648435,10.536562093013131,0.1332505362312103,22.82370358705521,36.66007962077854,-0.9959666070747459,0.9882352941176471
M1_R3aK8_depth4_dct8,C4_ALL,320,17.39208011849677,11.016787424669019,0.0979697423915909,25.99458277225496,34.047844298183925,-3.2439141127542825,0.996875,320,17.39208011849677,11.016787424669019,0.0979697423915909,25.99458277225496,34.047844298183925,-3.2439141127542825,0.996875
M1_R3aK8_depth4_dct8,C4_CO,80,24.129248050605,19.068764188559722,0.10724110244713334,36.9432930648327,49.13605093955993,-3.5512593097519116,1.0,80,24.129248050605,19.068764188559722,0.10724110244713334,36.9432930648327,49.13605093955993,-3.5512593097519116,1.0
M1_R3aK8_depth4_dct8,C4_CO_high,24,29.42264403747913,25.765123652915154,0.13076730683324056,41.178072988986955,54.92095403373238,-16.184216924011704,1.0,24,29.42264403747913,25.765123652915154,0.13076730683324056,41.178072988986955,54.92095403373238,-16.184216924011704,1.0
M1_R3aK8_depth4_dct8,C4_nonCO,240,14.465098132000549,8.332795170038784,0.09467774754929162,18.42668443918228,21.264539696276138,-3.1414657137550726,0.9958333333333333,240,14.465098132000549,8.332795170038784,0.09467774754929162,18.42668443918228,21.264539696276138,-3.1414657137550726,0.9958333333333333
M1_R3aK8_depth4_dct8,C5_ALL,320,33.962131889878464,17.907015713974488,0.22153644805215358,41.4652681350708,62.33784608542919,1.1883198481177721,0.953125,320,33.962131889878464,17.907015713974488,0.22153644805215358,41.4652681350708,62.33784608542919,1.1883198481177721,0.953125
M1_R3aK8_depth4_dct8,C5_CO,80,51.79426189020677,34.11871613148833,0.23019671951203008,72.14150235056887,106.01814053952693,-1.6930512120597996,0.9125,80,51.79426189020677,34.11871613148833,0.23019671951203008,72.14150235056887,106.01814053952693,-1.6930512120597996,0.9125
M1_R3aK8_depth4_dct8,C5_CO_high,24,63.57410040651475,41.16855540196411,0.28255155736228776,79.21322420239447,107.53140091896051,-31.389318315389875,0.9166666666666666,24,63.57410040651475,41.16855540196411,0.28255155736228776,79.21322420239447,107.53140091896051,-31.389318315389875,0.9166666666666666
M1_R3aK8_depth4_dct8,C5_nonCO,240,25.370981095670906,12.503115574803209,0.21857345187080549,29.62163459509611,41.594940312206724,2.1487768681769626,0.9666666666666667,240,25.370981095670906,12.503115574803209,0.21857345187080549,29.62163459509611,41.594940312206724,2.1487768681769626,0.9666666666666667
