experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE,normalization,evidence_status
DIAG-C5-SPLIT-SWAP-20260807,C5,R84_FED_H1,84,42,S_ALL,1360,37.645784186734474,19.76887382735634,0.6782221754671822,0.23020478542325407,legacy_native_norm,LEAKAGE_RISK_DIAGNOSTIC_ONLY
DIAG-C5-SPLIT-SWAP-20260807,C5,R84_FED_H1,84,42,S_CC,1324,23.64861889573602,15.62433127176211,0.8688973675270764,0.12035307203393734,legacy_native_norm,LEAKAGE_RISK_DIAGNOSTIC_ONLY
DIAG-C5-SPLIT-SWAP-20260807,C5,R84_FED_H1,84,42,S_ORACLE_ROUTE,1360,26.77127343933717,16.837822281039468,0.8372723043190045,0.13424967085684236,not_applicable,LEAKAGE_RISK_DIAGNOSTIC_ONLY
DIAG-C5-SPLIT-SWAP-20260807,C5,R84_FED_H1,84,42,S_ALL,1360,37.645784186734474,19.76887382735634,0.6782221754671822,0.23020478542325407,roleaware_checkpoint_norm,LEAKAGE_RISK_DIAGNOSTIC_ONLY
DIAG-C5-SPLIT-SWAP-20260807,C5,R84_FED_H1,84,42,S_CC,1324,23.64861889573602,15.62433127176211,0.8688973675270764,0.12035307203393734,roleaware_checkpoint_norm,LEAKAGE_RISK_DIAGNOSTIC_ONLY
