track,nominal_budget,replicate,seed,actual_rows,unique_filenames,model_path,model_sha256,model_numeric_sha256,model_bytes,variant,N,S_ALL_RMSE,S_ALL_MAE,S_ALL_NRMSE,S_CC_N,S_CC_RMSE,CO_RMSE,CO_high_200_250_N,CO_high_200_250_RMSE,model_parameter_count,target_input_dimension
G,320,0,2026072500,320,80,D:\A Python learning\Federated Learning\TRAE SOLO\.worktrees\iotj-confirmation-observability\results\iotj_calibration_protocol_harmonization_20260726\track_groupaware\models\budget_320\replicate_0\target_ridge_105d.json,0cef2c6e0bc88b5b99506c91314372c420735fa86bbaae0e345b6ca797a63cbb,9f1ac66804f32c41c432858fec88b238b811e498c00498de1d12152c98f2e167,46141,HARM,1360,25.346647804608498,9.007025535293735,0.20271425552963146,1333,11.027268891459798,21.573812746698696,102,32.6431608835905,424,105
G,320,1,2026072501,320,80,D:\A Python learning\Federated Learning\TRAE SOLO\.worktrees\iotj-confirmation-observability\results\iotj_calibration_protocol_harmonization_20260726\track_groupaware\models\budget_320\replicate_1\target_ridge_105d.json,477371eb7a51bc73a5ee870ffc55e7d8c1a78704ccfb38f60a9f25b150dfddc9,c99e13cc0d135043065e5e43974117ec6b61c9014ebd354e1f4b7a17f56c3366,45901,HARM,1360,24.79318172759448,8.73497158823871,0.20082001925297008,1333,10.520284321898055,19.949290016370597,102,30.45214367751419,424,105
G,320,2,2026072502,320,80,D:\A Python learning\Federated Learning\TRAE SOLO\.worktrees\iotj-confirmation-observability\results\iotj_calibration_protocol_harmonization_20260726\track_groupaware\models\budget_320\replicate_2\target_ridge_105d.json,b580014cb8c57cdb28439bb2c3245d64490406d5dd0f65923eb7e5c34919ba7e,d038308e83c0932302654436662043943fa484fa6e410b45624062a05011e0bb,46167,HARM,1360,25.98306269745312,9.861080095853874,0.20939724762419276,1333,11.440570580018253,21.573812746698696,102,32.6431608835905,424,105
G,320,3,2026072503,320,80,D:\A Python learning\Federated Learning\TRAE SOLO\.worktrees\iotj-confirmation-observability\results\iotj_calibration_protocol_harmonization_20260726\track_groupaware\models\budget_320\replicate_3\target_ridge_105d.json,3e571b805ffaa55cc4d4c46f1842776159b6d33a24dd674c5297b3d17c479c67,9f1ac66804f32c41c432858fec88b238b811e498c00498de1d12152c98f2e167,46141,HARM,1360,25.346647804608498,9.007025535293735,0.20271425552963146,1333,11.027268891459798,21.573812746698696,102,32.6431608835905,424,105
G,320,4,2026072504,320,80,D:\A Python learning\Federated Learning\TRAE SOLO\.worktrees\iotj-confirmation-observability\results\iotj_calibration_protocol_harmonization_20260726\track_groupaware\models\budget_320\replicate_4\target_ridge_105d.json,1bbede46c1eeca9953af71c244ee9e99855ace6c942380c8b6af0dba3cb50ea4,77f0913205e687a1adb248046c84244329008afc8312c0377ba5de925bc30228,46117,HARM,1360,24.79293130274006,8.366188561830674,0.20035936579065144,1333,10.34648129728412,19.949290016370597,102,30.45214367751419,424,105
