target,workpoint,accept_target_coverage,actual_accept_coverage,coverage_transfer_error,review_rate,reject_rate,accepted_RMSE,accepted_NRMSE,accepted_review_RMSE,accepted_review_NRMSE,misroute_capture_rate,error_ge_40ppm_capture_rate,threshold_selection_split,target_test_used_for_threshold
C5,HC90,0.9,0.8345588235294118,-0.06544117647058822,0.058823529411764705,0.10661764705882353,24.642190825611028,0.20011252228894608,25.178851937712714,0.1968824209009618,0.65625,0.5,C5_calibration_x_only_risk,False
C5,HC95,0.95,0.8933823529411765,-0.05661764705882344,0.028676470588235293,0.07794117647058824,25.178851937712714,0.1968824209009618,25.602014800884714,0.19598180851352495,0.5625,0.375,C5_calibration_x_only_risk,False
