source_round,step,target_calibration_ce,target_calibration_accuracy
1,75,0.5124951601028442,0.96875
1,76,0.5487239956855774,0.9375
1,77,0.5091556310653687,0.9375
1,78,0.5593550205230713,0.96875
1,79,0.6798441410064697,0.84375
1,80,0.5016862750053406,0.96875
1,81,0.4745390713214874,0.96875
1,82,0.5407335758209229,1.0
1,83,0.5448699593544006,0.90625
1,84,0.47198042273521423,1.0
1,85,0.526357114315033,0.96875
1,86,0.47287651896476746,1.0
1,87,0.576281726360321,0.9375
1,88,0.5360342264175415,0.9375
1,89,0.555881142616272,0.90625
1,90,0.5487589240074158,0.9375
1,91,0.5396380424499512,0.9375
1,92,0.4710049331188202,1.0
1,93,0.4792903959751129,0.96875
1,94,0.5028344392776489,1.0
1,95,0.5020940899848938,0.96875
1,96,0.5152029395103455,0.9375
1,97,0.49173200130462646,0.90625
1,98,0.475811630487442,0.96875
1,99,0.5061591267585754,0.96875
1,100,0.44992905855178833,1.0
2,1,0.9781704545021057,0.65625
2,2,0.9390064477920532,0.71875
2,3,0.9840172529220581,0.71875
2,4,0.959723711013794,0.71875
2,5,0.7229810953140259,0.875
2,6,0.8764403462409973,0.71875
2,7,0.7535919547080994,0.78125
2,8,0.8103106021881104,0.75
2,9,0.8703187108039856,0.8125
2,10,0.8123892545700073,0.78125
2,11,0.7601273059844971,0.8125
2,12,0.8170238137245178,0.78125
2,13,0.8044050931930542,0.8125
2,14,0.596447765827179,0.90625
2,15,0.6537925004959106,0.90625
2,16,0.7573496103286743,0.8125
2,17,0.7325731515884399,0.84375
2,18,0.7201201319694519,0.84375
2,19,0.5910006165504456,0.9375
2,20,0.597416341304779,0.90625
2,21,0.6780804991722107,0.84375
2,22,0.6457791328430176,0.8125
2,23,0.6407379508018494,0.96875
2,24,0.7026230096817017,0.8125
2,25,0.6143812537193298,0.9375
2,26,0.6194469928741455,0.90625
2,27,0.591880738735199,0.90625
2,28,0.6301958560943604,0.84375
2,29,0.5854104161262512,0.875
2,30,0.55818772315979,1.0
2,31,0.6316325664520264,0.875
2,32,0.5811582803726196,0.90625
2,33,0.6145992875099182,0.84375
2,34,0.5533234477043152,0.96875
2,35,0.5754483938217163,0.90625
2,36,0.5386641621589661,0.9375
2,37,0.5859321355819702,0.90625
2,38,0.5311870574951172,0.875
2,39,0.5576001405715942,0.90625
2,40,0.5249298810958862,0.875
2,41,0.5288076996803284,0.9375
2,42,0.5244181752204895,0.9375
2,43,0.5561144351959229,0.90625
2,44,0.5359452366828918,0.90625
2,45,0.5397071838378906,0.9375
2,46,0.536598265171051,0.875
2,47,0.5036401748657227,0.875
2,48,0.510256290435791,0.9375
2,49,0.4714871942996979,0.96875
2,50,0.5041216611862183,0.96875
2,51,0.5567362904548645,0.875
2,52,0.4702357351779938,0.96875
2,53,0.49247264862060547,0.96875
2,54,0.5037065744400024,1.0
2,55,0.5352631211280823,0.90625
2,56,0.5075337290763855,0.96875
2,57,0.46784496307373047,0.96875
2,58,0.47208306193351746,0.9375
2,59,0.5089408159255981,0.90625
2,60,0.4320533871650696,0.96875
2,61,0.5612584352493286,0.875
2,62,0.5068291425704956,0.90625
2,63,0.5142202377319336,0.9375
2,64,0.4709424078464508,0.96875
2,65,0.5346930623054504,0.9375
2,66,0.4875877797603607,0.96875
2,67,0.3863566219806671,1.0
2,68,0.39088886976242065,0.96875
2,69,0.40611329674720764,0.96875
2,70,0.4249238669872284,1.0
2,71,0.467668741941452,0.96875
2,72,0.4576539397239685,1.0
2,73,0.4092356860637665,0.96875
2,74,0.43140140175819397,1.0
2,75,0.4102930724620819,0.9375
2,76,0.4383023679256439,0.9375
2,77,0.4189533293247223,0.9375
2,78,0.4493594765663147,0.96875
2,79,0.5524910688400269,0.9375
2,80,0.4003017544746399,0.96875
2,81,0.38619303703308105,0.96875
2,82,0.46089205145835876,0.90625
2,83,0.4248645603656769,0.9375
2,84,0.3845531940460205,1.0
2,85,0.42586129903793335,0.96875
2,86,0.37505990266799927,1.0
2,87,0.44955554604530334,0.96875
2,88,0.42303216457366943,0.96875
2,89,0.42092233896255493,0.96875
2,90,0.44870683550834656,0.9375
2,91,0.4194214344024658,0.96875
2,92,0.403529554605484,1.0
2,93,0.41159918904304504,0.9375
2,94,0.4094466269016266,1.0
2,95,0.41546911001205444,0.96875
2,96,0.4084019064903259,0.96875
2,97,0.39681297540664673,0.9375
2,98,0.37029406428337097,1.0
2,99,0.397675096988678,1.0
2,100,0.3596108853816986,1.0
3,1,0.8878892660140991,0.65625
3,2,0.9175988435745239,0.65625
3,3,0.9824596047401428,0.71875
3,4,0.9853276014328003,0.65625
3,5,0.647838294506073,0.84375
3,6,0.9056427478790283,0.6875
3,7,0.7185680866241455,0.84375
3,8,0.7914934158325195,0.71875
3,9,0.8006061911582947,0.8125
3,10,0.7213354706764221,0.78125
3,11,0.766941487789154,0.75
3,12,0.7931678891181946,0.875
3,13,0.7138435244560242,0.84375
3,14,0.5907639265060425,0.90625
3,15,0.5679298043251038,0.9375
3,16,0.6750680804252625,0.875
3,17,0.6987404227256775,0.84375
3,18,0.6671819686889648,0.84375
3,19,0.5645607709884644,0.9375
3,20,0.6008732914924622,0.8125
3,21,0.6741148233413696,0.78125
3,22,0.6012418270111084,0.84375
3,23,0.5318838357925415,0.96875
3,24,0.620063304901123,0.84375
3,25,0.563427209854126,0.96875
3,26,0.5310907363891602,0.90625
3,27,0.5632858872413635,0.90625
3,28,0.6433153748512268,0.875
3,29,0.49767646193504333,0.875
3,30,0.46161773800849915,1.0
3,31,0.5757650136947632,0.84375
3,32,0.4754630923271179,0.96875
3,33,0.49922123551368713,0.90625
3,34,0.47697919607162476,0.9375
3,35,0.5291436314582825,0.90625
3,36,0.46217307448387146,0.96875
3,37,0.5022279024124146,0.96875
3,38,0.44924023747444153,0.9375
3,39,0.49179917573928833,0.9375
3,40,0.4758567214012146,0.875
3,41,0.5184319615364075,0.875
3,42,0.4333155155181885,0.96875
3,43,0.451349675655365,0.9375
3,44,0.4625088572502136,0.96875
3,45,0.4292465150356293,0.9375
3,46,0.4818544089794159,0.875
3,47,0.48268643021583557,0.875
3,48,0.48690029978752136,0.90625
3,49,0.40911173820495605,0.96875
3,50,0.36493557691574097,1.0
3,51,0.41876181960105896,0.96875
3,52,0.4528927803039551,0.90625
3,53,0.37785646319389343,1.0
3,54,0.38579699397087097,0.96875
3,55,0.47535499930381775,0.875
3,56,0.45088323950767517,0.9375
3,57,0.3908301591873169,0.96875
3,58,0.3882093131542206,0.96875
3,59,0.4436020851135254,0.875
3,60,0.4023861885070801,0.9375
3,61,0.49706190824508667,0.90625
3,62,0.38670095801353455,0.96875
3,63,0.4186883568763733,0.96875
3,64,0.3974742889404297,0.96875
3,65,0.4323521554470062,0.9375
3,66,0.4580039083957672,0.96875
3,67,0.40088406205177307,0.96875
3,68,0.3347311019897461,0.96875
3,69,0.31332600116729736,1.0
3,70,0.3652327358722687,0.96875
3,71,0.3453477919101715,1.0
3,72,0.3600490689277649,0.96875
3,73,0.3827507495880127,0.96875
3,74,0.344147264957428,0.96875
3,75,0.33648258447647095,1.0
3,76,0.40912726521492004,0.9375
3,77,0.3593745529651642,0.96875
3,78,0.3616179823875427,1.0
3,79,0.49318549036979675,0.9375
3,80,0.355530321598053,0.96875
3,81,0.3354603052139282,0.96875
3,82,0.3694358170032501,0.96875
3,83,0.3631642162799835,0.96875
3,84,0.3202328681945801,1.0
3,85,0.3359094262123108,1.0
3,86,0.32460546493530273,1.0
3,87,0.3861043155193329,0.96875
3,88,0.34044602513313293,0.96875
3,89,0.4128280282020569,0.96875
3,90,0.37141215801239014,0.96875
3,91,0.41391614079475403,0.9375
3,92,0.3081757724285126,1.0
3,93,0.285240113735199,1.0
3,94,0.3272949159145355,1.0
3,95,0.34485185146331787,0.96875
3,96,0.40011879801750183,0.96875
3,97,0.34561026096343994,0.9375
3,98,0.28372278809547424,1.0
3,99,0.40812382102012634,0.96875
3,100,0.28532660007476807,1.0
4,1,1.0811563730239868,0.5625
4,2,0.9458233714103699,0.6875
4,3,1.1437325477600098,0.53125
4,4,1.1213531494140625,0.53125
4,5,0.6662803292274475,0.84375
4,6,0.9026962518692017,0.71875
4,7,0.753557562828064,0.8125
4,8,0.831699788570404,0.71875
4,9,0.8564372062683105,0.75
4,10,0.6667870879173279,0.78125
4,11,0.6852744817733765,0.78125
4,12,0.7008440494537354,0.84375
4,13,0.6695865988731384,0.84375
4,14,0.5517690181732178,0.84375
4,15,0.39608168601989746,1.0
4,16,0.6062706112861633,0.84375
4,17,0.6223363280296326,0.875
4,18,0.5407828688621521,0.84375
4,19,0.558393120765686,0.84375
4,20,0.42236196994781494,0.9375
4,21,0.5432430505752563,0.8125
4,22,0.4613867402076721,0.9375
4,23,0.49683594703674316,0.9375
4,24,0.5568913221359253,0.90625
4,25,0.39454472064971924,1.0
4,26,0.43165403604507446,0.9375
4,27,0.4100644290447235,0.9375
4,28,0.6229416728019714,0.875
4,29,0.45621559023857117,0.875
4,30,0.37122398614883423,0.96875
4,31,0.4872046411037445,0.90625
4,32,0.3742790222167969,1.0
4,33,0.41758525371551514,0.9375
4,34,0.35265859961509705,0.96875
4,35,0.5204424858093262,0.875
4,36,0.3625575304031372,0.96875
4,37,0.3753485083580017,0.9375
4,38,0.4056723117828369,0.9375
4,39,0.5034061074256897,0.90625
4,40,0.49556684494018555,0.875
4,41,0.4695466160774231,0.875
4,42,0.38799646496772766,0.96875
4,43,0.37653377652168274,0.96875
4,44,0.36407721042633057,0.96875
4,45,0.38913342356681824,0.9375
4,46,0.3867436349391937,0.9375
4,47,0.43800172209739685,0.875
4,48,0.41693350672721863,0.90625
4,49,0.3131633698940277,0.96875
4,50,0.28347069025039673,1.0
4,51,0.35692155361175537,0.9375
4,52,0.38360539078712463,0.90625
4,53,0.29510271549224854,1.0
4,54,0.2986530065536499,1.0
4,55,0.39308467507362366,0.9375
4,56,0.39556607604026794,0.9375
4,57,0.3438980281352997,0.96875
4,58,0.2835696339607239,1.0
4,59,0.3582422435283661,0.9375
4,60,0.356538325548172,0.9375
4,61,0.43575096130371094,0.90625
4,62,0.31728240847587585,0.96875
4,63,0.31304216384887695,1.0
4,64,0.32028451561927795,0.9375
4,65,0.3660067021846771,0.9375
4,66,0.38256457448005676,0.90625
4,67,0.358456015586853,0.90625
4,68,0.2937214970588684,0.96875
4,69,0.24594759941101074,1.0
4,70,0.2657999098300934,1.0
4,71,0.2607360780239105,1.0
4,72,0.31911739706993103,0.96875
4,73,0.33013027906417847,0.9375
4,74,0.3059404194355011,0.96875
4,75,0.27991944551467896,0.96875
4,76,0.3001248836517334,0.9375
4,77,0.24554595351219177,0.96875
4,78,0.30304133892059326,0.96875
4,79,0.374050498008728,0.9375
4,80,0.3281969726085663,0.9375
4,81,0.28493818640708923,0.96875
4,82,0.31999635696411133,0.96875
4,83,0.3101983666419983,0.9375
4,84,0.26411187648773193,0.96875
4,85,0.2511260211467743,1.0
4,86,0.2875361442565918,0.9375
4,87,0.2722792327404022,0.96875
4,88,0.2617821991443634,0.96875
4,89,0.290568083524704,0.9375
4,90,0.33133530616760254,0.9375
4,91,0.3288741707801819,0.9375
4,92,0.27964866161346436,0.96875
4,93,0.26830220222473145,0.9375
4,94,0.24500423669815063,1.0
4,95,0.26920053362846375,0.96875
4,96,0.28889796137809753,0.9375
4,97,0.3027981221675873,0.9375
4,98,0.2239464670419693,1.0
4,99,0.29964137077331543,0.9375
4,100,0.22630509734153748,1.0
5,1,1.3620790243148804,0.4375
5,2,1.2009586095809937,0.59375
5,3,1.2752195596694946,0.5
5,4,1.26519775390625,0.53125
5,5,0.621636688709259,0.875
5,6,0.8290159106254578,0.78125
5,7,0.630403995513916,0.8125
5,8,0.8479807376861572,0.71875
5,9,0.8192020058631897,0.75
5,10,0.6149992942810059,0.8125
5,11,0.7148532271385193,0.75
5,12,0.6546102166175842,0.8125
5,13,0.6649994254112244,0.8125
5,14,0.5545269846916199,0.84375
5,15,0.4122377038002014,0.9375
5,16,0.6013994216918945,0.8125
5,17,0.6297247409820557,0.84375
5,18,0.5441358685493469,0.78125
5,19,0.5309735536575317,0.8125
5,20,0.4247523248195648,0.9375
5,21,0.535493016242981,0.78125
5,22,0.402852326631546,0.9375
5,23,0.46873539686203003,0.90625
5,24,0.5128160119056702,0.90625
5,25,0.33180612325668335,1.0
5,26,0.33872804045677185,0.96875
5,27,0.5299633145332336,0.875
5,28,0.5477240681648254,0.90625
5,29,0.38431379199028015,0.875
5,30,0.3169203996658325,0.96875
5,31,0.451771080493927,0.90625
5,32,0.29480189085006714,0.96875
5,33,0.33381083607673645,0.96875
5,34,0.29213881492614746,0.96875
5,35,0.4467492699623108,0.90625
5,36,0.38694554567337036,0.9375
5,37,0.40141087770462036,0.875
5,38,0.35919010639190674,0.9375
5,39,0.310589075088501,0.96875
5,40,0.3916001319885254,0.90625
5,41,0.33695486187934875,0.9375
5,42,0.2660306692123413,1.0
5,43,0.32222849130630493,0.9375
5,44,0.2605336904525757,1.0
5,45,0.34153950214385986,0.9375
5,46,0.35402026772499084,0.90625
5,47,0.35545751452445984,0.90625
5,48,0.33305326104164124,0.96875
5,49,0.21668025851249695,1.0
5,50,0.23164431750774384,1.0
5,51,0.31929251551628113,0.9375
5,52,0.2510267198085785,0.96875
5,53,0.27434203028678894,0.96875
5,54,0.2460564523935318,1.0
5,55,0.2942012548446655,0.96875
5,56,0.3042335510253906,0.96875
5,57,0.3021458685398102,0.96875
5,58,0.23127050697803497,1.0
5,59,0.2510521411895752,0.96875
5,60,0.29137852787971497,0.96875
5,61,0.4492906928062439,0.90625
5,62,0.2748279869556427,0.9375
5,63,0.25076964497566223,1.0
5,64,0.22840000689029694,0.96875
5,65,0.25507524609565735,0.96875
5,66,0.21601542830467224,1.0
5,67,0.2143276333808899,1.0
5,68,0.2640233635902405,0.96875
5,69,0.19743090867996216,1.0
5,70,0.21475334465503693,1.0
5,71,0.21057738363742828,1.0
5,72,0.2834714353084564,0.96875
5,73,0.20167827606201172,1.0
5,74,0.2821069061756134,0.96875
5,75,0.1963028609752655,1.0
5,76,0.2125823199748993,0.96875
5,77,0.1974359005689621,0.96875
5,78,0.21889623999595642,1.0
5,79,0.33136671781539917,0.9375
5,80,0.2596859633922577,0.96875
5,81,0.2516683340072632,0.96875
5,82,0.28765398263931274,0.96875
5,83,0.21937011182308197,0.96875
5,84,0.1856697052717209,1.0
5,85,0.19477924704551697,1.0
5,86,0.1779598891735077,1.0
5,87,0.25854310393333435,0.9375
5,88,0.2148158699274063,0.96875
5,89,0.18278563022613525,1.0
5,90,0.2860204577445984,0.9375
5,91,0.2604699432849884,0.96875
5,92,0.25154832005500793,0.96875
5,93,0.24950264394283295,0.9375
5,94,0.1901019960641861,1.0
5,95,0.19535763561725616,1.0
5,96,0.2575424909591675,0.96875
5,97,0.2737767696380615,0.9375
5,98,0.17949381470680237,1.0
5,99,0.19115754961967468,1.0
5,100,0.17857062816619873,1.0
6,1,1.6031237840652466,0.40625
6,2,1.3763822317123413,0.5625
6,3,1.4467910528182983,0.46875
6,4,1.449653148651123,0.53125
6,5,0.7128312587738037,0.6875
6,6,1.0518475770950317,0.65625
6,7,0.6260483264923096,0.875
6,8,0.858343243598938,0.71875
6,9,0.8191648125648499,0.75
6,10,0.5888870358467102,0.8125
6,11,0.6780040264129639,0.75
6,12,0.6072579622268677,0.8125
6,13,0.571066677570343,0.84375
6,14,0.4720323383808136,0.875
6,15,0.43846213817596436,0.90625
6,16,0.5422977209091187,0.875
6,17,0.5963691473007202,0.875
6,18,0.5092012882232666,0.8125
6,19,0.4577701687812805,0.84375
6,20,0.47444233298301697,0.90625
6,21,0.5510935187339783,0.78125
6,22,0.5092630982398987,0.875
6,23,0.40990012884140015,0.90625
6,24,0.4988594651222229,0.875
6,25,0.32840827107429504,0.9375
6,26,0.3178625702857971,0.9375
6,27,0.48368802666664124,0.90625
6,28,0.4628802537918091,0.90625
6,29,0.305131733417511,0.9375
6,30,0.24268583953380585,0.96875
6,31,0.39291396737098694,0.90625
6,32,0.23390959203243256,0.96875
6,33,0.41958510875701904,0.875
6,34,0.26008254289627075,0.9375
6,35,0.456637442111969,0.875
6,36,0.3247629702091217,0.96875
6,37,0.35071519017219543,0.90625
6,38,0.3032470643520355,0.90625
6,39,0.3433413803577423,0.9375
6,40,0.38443270325660706,0.875
6,41,0.3750245273113251,0.90625
6,42,0.23851586878299713,0.96875
6,43,0.2507674992084503,0.96875
6,44,0.2370244413614273,0.96875
6,45,0.28914931416511536,0.9375
6,46,0.3288768529891968,0.96875
6,47,0.32666128873825073,0.9375
6,48,0.3382584750652313,0.9375
6,49,0.21613427996635437,0.96875
6,50,0.18614305555820465,1.0
6,51,0.2782973051071167,0.96875
6,52,0.28129008412361145,0.90625
6,53,0.18406403064727783,1.0
6,54,0.19556650519371033,1.0
6,55,0.2747783064842224,0.9375
6,56,0.3229290843009949,0.9375
6,57,0.2733165919780731,0.96875
6,58,0.1814771443605423,1.0
6,59,0.25761815905570984,0.9375
6,60,0.2901310622692108,0.9375
6,61,0.42098668217658997,0.90625
6,62,0.21221305429935455,1.0
6,63,0.2073061317205429,1.0
6,64,0.2079974263906479,1.0
6,65,0.2063061147928238,0.96875
6,66,0.26157018542289734,0.9375
6,67,0.28201574087142944,0.90625
6,68,0.23299448192119598,0.96875
6,69,0.15936027467250824,1.0
6,70,0.16987663507461548,1.0
6,71,0.16475923359394073,1.0
6,72,0.19320227205753326,1.0
6,73,0.16820421814918518,1.0
6,74,0.2539127469062805,0.96875
6,75,0.15949717164039612,1.0
6,76,0.16299086809158325,1.0
6,77,0.16180388629436493,0.96875
6,78,0.1924286186695099,1.0
6,79,0.2927156388759613,0.9375
6,80,0.2614589035511017,0.9375
6,81,0.23009330034255981,0.96875
6,82,0.17737305164337158,1.0
6,83,0.18433530628681183,1.0
6,84,0.1592404544353485,1.0
6,85,0.15336200594902039,1.0
6,86,0.14446589350700378,1.0
6,87,0.2290247529745102,0.96875
6,88,0.17027530074119568,1.0
6,89,0.1552838385105133,1.0
6,90,0.2576560974121094,0.96875
6,91,0.24170412123203278,0.96875
6,92,0.1565246880054474,1.0
6,93,0.23755456507205963,0.96875
6,94,0.15218794345855713,1.0
6,95,0.15499559044837952,1.0
6,96,0.14035537838935852,1.0
6,97,0.24116845428943634,0.96875
6,98,0.1434129774570465,1.0
6,99,0.1511259227991104,1.0
6,100,0.1413222998380661,1.0
7,1,1.6982159614562988,0.4375
7,2,1.7097331285476685,0.46875
7,3,1.6070151329040527,0.46875
7,4,1.4524140357971191,0.5
7,5,0.8986914157867432,0.59375
7,6,1.3130855560302734,0.5625
7,7,0.6498818397521973,0.8125
7,8,0.9332602024078369,0.71875
7,9,0.8658036589622498,0.71875
7,10,0.662897527217865,0.75
7,11,0.6436108946800232,0.8125
7,12,0.606773316860199,0.84375
7,13,0.6207515001296997,0.84375
7,14,0.5845869183540344,0.8125
7,15,0.3565884232521057,0.9375
7,16,0.6330141425132751,0.84375
7,17,0.6677336692810059,0.84375
7,18,0.34717461466789246,0.875
7,19,0.36594125628471375,0.9375
7,20,0.39854881167411804,0.90625
7,21,0.5542817711830139,0.8125
7,22,0.5195854306221008,0.875
7,23,0.3109051585197449,0.96875
7,24,0.3068656921386719,0.96875
7,25,0.21015715599060059,1.0
7,26,0.4307454526424408,0.90625
7,27,0.48361772298812866,0.875
7,28,0.4893384873867035,0.90625
7,29,0.29357296228408813,0.90625
7,30,0.34469082951545715,0.90625
7,31,0.37717440724372864,0.90625
7,32,0.18780210614204407,0.96875
7,33,0.2581447660923004,0.96875
7,34,0.14198681712150574,1.0
7,35,0.385117769241333,0.90625
7,36,0.2942635416984558,0.96875
7,37,0.32218843698501587,0.9375
7,38,0.2964981198310852,0.9375
7,39,0.27116790413856506,0.96875
7,40,0.37864401936531067,0.875
7,41,0.24885700643062592,0.9375
7,42,0.18054422736167908,1.0
7,43,0.2004680186510086,0.96875
7,44,0.23432324826717377,0.96875
7,45,0.35829976201057434,0.9375
7,46,0.3501317501068115,0.9375
7,47,0.26071733236312866,0.96875
7,48,0.25998958945274353,0.96875
7,49,0.24386796355247498,0.96875
7,50,0.1454940289258957,1.0
7,51,0.2617031931877136,0.96875
7,52,0.15323792397975922,1.0
7,53,0.22736768424510956,0.96875
7,54,0.1504034698009491,1.0
7,55,0.1814863085746765,0.96875
7,56,0.23833957314491272,0.96875
7,57,0.23588599264621735,0.96875
7,58,0.22016063332557678,0.96875
7,59,0.23654215037822723,0.9375
7,60,0.3063591718673706,0.9375
7,61,0.4829411506652832,0.875
7,62,0.173773393034935,0.96875
7,63,0.24277934432029724,0.96875
7,64,0.24516704678535461,0.96875
7,65,0.15718115866184235,1.0
7,66,0.13012312352657318,1.0
7,67,0.1322890967130661,1.0
7,68,0.20637932419776917,0.96875
7,69,0.12565070390701294,1.0
7,70,0.1273607760667801,1.0
7,71,0.12483135610818863,1.0
7,72,0.2189711183309555,0.96875
7,73,0.12656907737255096,1.0
7,74,0.22465620934963226,0.96875
7,75,0.12106567621231079,1.0
7,76,0.12683986127376556,1.0
7,77,0.14048896729946136,0.96875
7,78,0.13917310535907745,1.0
7,79,0.6076217293739319,0.8125
7,80,0.2141120284795761,0.96875
7,81,0.21241305768489838,0.96875
7,82,0.22313834726810455,0.96875
7,83,0.2361477166414261,0.96875
7,84,0.12060517072677612,1.0
7,85,0.12045997381210327,1.0
7,86,0.10865581780672073,1.0
7,87,0.2786983251571655,0.9375
7,88,0.2084309458732605,0.96875
7,89,0.1847430020570755,0.96875
7,90,0.22870273888111115,0.9375
7,91,0.20808446407318115,0.96875
7,92,0.13212119042873383,1.0
7,93,0.13230612874031067,1.0
7,94,0.12228795886039734,1.0
7,95,0.2373277246952057,0.9375
7,96,0.2586159110069275,0.9375
7,97,0.30890026688575745,0.9375
7,98,0.11315259337425232,1.0
7,99,0.18682317435741425,0.96875
7,100,0.11105048656463623,1.0
8,1,1.7505415678024292,0.46875
8,2,1.758383870124817,0.5
8,3,2.1457197666168213,0.375
8,4,1.798508882522583,0.4375
8,5,1.081940770149231,0.5625
8,6,1.390413761138916,0.5
8,7,0.9072914123535156,0.65625
8,8,1.006681203842163,0.65625
8,9,0.8938174247741699,0.6875
8,10,0.8490273356437683,0.65625
8,11,0.6822938919067383,0.71875
8,12,0.6374911069869995,0.8125
8,13,0.6267178058624268,0.84375
8,14,0.6629623770713806,0.8125
8,15,0.32539188861846924,0.90625
8,16,0.5499014258384705,0.84375
8,17,0.9134959578514099,0.75
8,18,0.2976952791213989,0.9375
8,19,0.5355814695358276,0.84375
8,20,0.34356430172920227,0.9375
8,21,0.4652714133262634,0.84375
8,22,0.5172556638717651,0.875
8,23,0.33200833201408386,0.90625
8,24,0.45890894532203674,0.90625
8,25,0.2335350513458252,0.9375
8,26,0.20829595625400543,0.96875
8,27,0.47673657536506653,0.90625
8,28,0.3784051537513733,0.9375
8,29,0.3223283588886261,0.875
8,30,0.17007623612880707,0.96875
8,31,0.405938982963562,0.875
8,32,0.20509366691112518,0.96875
8,33,0.39941176772117615,0.90625
8,34,0.23689499497413635,0.9375
8,35,0.39197367429733276,0.90625
8,36,0.2683413326740265,0.96875
8,37,0.2789367139339447,0.9375
8,38,0.3138122856616974,0.90625
8,39,0.2673485577106476,0.96875
8,40,0.3408805727958679,0.90625
8,41,0.2369091957807541,0.96875
8,42,0.12857381999492645,1.0
8,43,0.2497168332338333,0.9375
8,44,0.21354861557483673,0.96875
8,45,0.3271245062351227,0.90625
8,46,0.3385885953903198,0.9375
8,47,0.29673680663108826,0.9375
8,48,0.25500115752220154,0.96875
8,49,0.22246044874191284,0.96875
8,50,0.1322668343782425,1.0
8,51,0.40805307030677795,0.90625
8,52,0.14145371317863464,0.96875
8,53,0.13524793088436127,1.0
8,54,0.12462257593870163,1.0
8,55,0.19296815991401672,0.96875
8,56,0.23980338871479034,0.96875
8,57,0.22659505903720856,0.96875
8,58,0.2113213986158371,0.96875
8,59,0.21249520778656006,0.96875
8,60,0.19692057371139526,0.96875
8,61,0.3965536057949066,0.90625
8,62,0.1475452035665512,1.0
8,63,0.23220069706439972,0.96875
8,64,0.23181168735027313,0.9375
8,65,0.14664310216903687,1.0
8,66,0.2004794478416443,0.96875
8,67,0.10480234026908875,1.0
8,68,0.2065216451883316,0.96875
8,69,0.11262459307909012,1.0
8,70,0.11544905602931976,1.0
8,71,0.10646145045757294,1.0
8,72,0.110077865421772,1.0
8,73,0.11092827469110489,1.0
8,74,0.10411248356103897,1.0
8,75,0.10590452700853348,1.0
8,76,0.2095375657081604,0.96875
8,77,0.1151214987039566,1.0
8,78,0.1242864653468132,1.0
8,79,0.5730858445167542,0.84375
8,80,0.21263021230697632,0.96875
8,81,0.2063027024269104,0.96875
8,82,0.12907090783119202,1.0
8,83,0.22348514199256897,0.96875
8,84,0.10177244246006012,1.0
8,85,0.10196571797132492,1.0
8,86,0.0934319868683815,1.0
8,87,0.2725001275539398,0.9375
8,88,0.19539077579975128,0.96875
8,89,0.17109237611293793,0.96875
8,90,0.21689899265766144,0.96875
