source_round,step,val_loss,coral_loss,mmd_global,mmd_class,adv_loss,proto_anchor,proto_loss,consist_loss,residual_loss,mmd_proto_loss,stage_mmd_loss,align_reg_legacy_loss,target_ce_loss,target_ce_acc,weighted_coral_loss,weighted_mmd_global,weighted_mmd_class,weighted_adv_loss,weighted_proto_anchor,weighted_proto_loss,weighted_consist_loss,weighted_residual_loss,weighted_mmd_proto_loss,weighted_stage_mmd_loss,weighted_align_reg_legacy_loss,weighted_target_ce_loss,total_loss
1,11,0.7745182514190674,2.8789916086680023e-06,0.05194973945617676,0.12942519783973694,0.0011463435366749763,0.0,0.0,0.0,0.0,0.0,0.22247010469436646,0.0,0.0,0.0,1.4394958043340011e-06,0.02597486972808838,0.06471259891986847,0.0005731717683374882,0.0,0.0,0.0,0.0,0.0,0.04449402168393135,0.0,0.0,0.9102743268013
1,12,0.7672208547592163,1.8026690895567299e-06,0.056418418884277344,0.14583942294120789,0.009586978703737259,0.0,0.0,0.0,0.0,0.0,0.29317528009414673,0.0,0.0,0.0,9.013345447783649e-07,0.028209209442138672,0.07291971147060394,0.0047934893518686295,0.0,0.0,0.0,0.0,0.0,0.058635056018829346,0.0,0.0,0.9317792057991028
1,13,0.74883633852005,6.194599791342625e-06,0.10698592662811279,0.16836488246917725,0.020492663607001305,0.0,0.0,0.0,0.0,0.0,0.22733831405639648,0.0,0.0,0.0,3.0972998956713127e-06,0.053492963314056396,0.08418244123458862,0.010246331803500652,0.0,0.0,0.0,0.0,0.0,0.04546766355633736,0.0,0.0,0.9422288537025452
1,14,0.7698380351066589,2.891385292969062e-06,0.035864830017089844,0.10134759545326233,0.017168931663036346,0.0,0.0,0.0,0.0,0.0,0.12488400936126709,0.0,0.0,0.0,1.445692646484531e-06,0.017932415008544922,0.050673797726631165,0.008584465831518173,0.0,0.0,0.0,0.0,0.0,0.024976802989840508,0.0,0.0,0.872006893157959
1,15,0.7433897256851196,4.7318931137851905e-06,0.03955411911010742,0.20836949348449707,0.037683334201574326,0.0,0.0,0.0,0.0,0.0,0.2778308391571045,0.0,0.0,0.0,2.3659465568925953e-06,0.01977705955505371,0.10418474674224854,0.018841667100787163,0.0,0.0,0.0,0.0,0.0,0.05556616932153702,0.0,0.0,0.9417617917060852
1,16,0.7611874341964722,8.56395490700379e-06,0.10887128114700317,0.2803279459476471,0.013692012056708336,0.0,0.0,0.0,0.0,0.0,0.33199232816696167,0.0,0.0,0.0,4.281977453501895e-06,0.05443564057350159,0.14016397297382355,0.006846006028354168,0.0,0.0,0.0,0.0,0.0,0.06639846414327621,0.0,0.0,1.0290358066558838
1,17,0.7570759057998657,8.208708095480688e-06,0.056367337703704834,0.17954984307289124,0.019493961706757545,0.0,0.0,0.0,0.0,0.0,0.21053218841552734,0.0,0.0,0.0,4.104354047740344e-06,0.028183668851852417,0.08977492153644562,0.009746980853378773,0.0,0.0,0.0,0.0,0.0,0.04210643842816353,0.0,0.0,0.9268919825553894
1,18,0.7268573641777039,3.82239204554935e-06,0.03729885816574097,0.16641035676002502,0.031425029039382935,0.0,0.0,0.0,0.0,0.0,0.10140597820281982,0.0,0.0,0.0,1.911196022774675e-06,0.018649429082870483,0.08320517838001251,0.015712514519691467,0.0,0.0,0.0,0.0,0.0,0.020281195640563965,0.0,0.0,0.8647075295448303
1,19,0.7407735586166382,5.825802873005159e-06,0.07039034366607666,0.18530631065368652,0.023387225344777107,0.0,0.0,0.0,0.0,0.0,0.23973220586776733,0.0,0.0,0.0,2.9129014365025796e-06,0.03519517183303833,0.09265315532684326,0.011693612672388554,0.0,0.0,0.0,0.0,0.0,0.047946441918611526,0.0,0.0,0.928264856338501
1,20,0.7402181029319763,6.375620614562649e-06,0.03237801790237427,0.20641711354255676,0.07433486729860306,0.0,0.0,0.0,0.0,0.0,0.2750851809978485,0.0,0.0,0.0,3.1878103072813246e-06,0.016189008951187134,0.10320855677127838,0.03716743364930153,0.0,0.0,0.0,0.0,0.0,0.05501703545451164,0.0,0.0,0.9518032670021057
1,21,0.7196061015129089,2.979118335133535e-06,0.03226250410079956,0.10605603456497192,0.012132363393902779,0.0,0.0,0.0,0.0,0.0,0.3635295331478119,0.0,0.0,0.0,1.4895591675667674e-06,0.01613125205039978,0.05302801728248596,0.006066181696951389,0.0,0.0,0.0,0.0,0.0,0.07270590960979462,0.0,0.0,0.8675389885902405
1,22,0.7189897894859314,4.101461399841355e-06,0.04806399345397949,0.12250456213951111,0.010503134690225124,0.0,0.0,0.0,0.0,0.0,0.26763808727264404,0.0,0.0,0.0,2.0507306999206776e-06,0.024031996726989746,0.061252281069755554,0.005251567345112562,0.0,0.0,0.0,0.0,0.0,0.05352761968970299,0.0,0.0,0.8630552887916565
1,23,0.7216721773147583,2.56932912634511e-06,0.03620409965515137,0.16165047883987427,0.038541704416275024,0.0,0.0,0.0,0.0,0.0,0.11471068859100342,0.0,0.0,0.0,1.284664563172555e-06,0.018102049827575684,0.08082523941993713,0.019270852208137512,0.0,0.0,0.0,0.0,0.0,0.022942138835787773,0.0,0.0,0.8628137111663818
1,24,0.7294080853462219,2.598848141133203e-06,0.03770631551742554,0.1466309130191803,0.04317639023065567,0.0,0.0,0.0,0.0,0.0,0.2029685378074646,0.0,0.0,0.0,1.2994240705666016e-06,0.01885315775871277,0.07331545650959015,0.021588195115327835,0.0,0.0,0.0,0.0,0.0,0.0405937097966671,0.0,0.0,0.8837598562240601
1,25,0.7188272476196289,6.183451660035644e-06,0.04828065633773804,0.16324147582054138,0.01869497448205948,0.0,0.0,0.0,0.0,0.0,0.38315916061401367,0.0,0.0,0.0,3.091725830017822e-06,0.02414032816886902,0.08162073791027069,0.00934748724102974,0.0,0.0,0.0,0.0,0.0,0.07663183659315109,0.0,0.0,0.9105708003044128
1,26,0.7071441411972046,4.574470949592069e-06,0.0730201005935669,0.15110358595848083,0.03039712645113468,0.0,0.0,0.0,0.0,0.0,0.1211361512541771,0.0,0.0,0.0,2.2872354747960344e-06,0.03651005029678345,0.07555179297924042,0.01519856322556734,0.0,0.0,0.0,0.0,0.0,0.02422722987830639,0.0,0.0,0.8586340546607971
1,27,0.7122780084609985,6.3432325987378135e-06,0.05832374095916748,0.1614122986793518,0.04059948772192001,0.0,0.0,0.0,0.0,0.0,0.23690533638000488,0.0,0.0,0.0,3.1716162993689068e-06,0.02916187047958374,0.0807061493396759,0.020299743860960007,0.0,0.0,0.0,0.0,0.0,0.047381069511175156,0.0,0.0,0.8898299336433411
1,28,0.7040401697158813,2.0550833141896874e-06,0.07578349113464355,0.1305176317691803,0.03553871810436249,0.0,0.0,0.0,0.0,0.0,0.23761624097824097,0.0,0.0,0.0,1.0275416570948437e-06,0.03789174556732178,0.06525881588459015,0.017769359052181244,0.0,0.0,0.0,0.0,0.0,0.04752324894070625,0.0,0.0,0.8724843263626099
1,29,0.7003526091575623,2.5223241664207308e-06,0.03594005107879639,0.13572925329208374,0.053495947271585464,0.0,0.0,0.0,0.0,0.0,0.23560106754302979,0.0,0.0,0.0,1.2611620832103654e-06,0.017970025539398193,0.06786462664604187,0.026747973635792732,0.0,0.0,0.0,0.0,0.0,0.04712021350860596,0.0,0.0,0.8600566983222961
1,30,0.704008162021637,3.8340290302585345e-06,0.05267345905303955,0.1203407347202301,0.06542105227708817,0.0,0.0,0.0,0.0,0.0,0.23282915353775024,0.0,0.0,0.0,1.9170145151292672e-06,0.026336729526519775,0.06017036736011505,0.03271052613854408,0.0,0.0,0.0,0.0,0.0,0.04656583070755005,0.0,0.0,0.8697935342788696
1,31,0.7031155824661255,5.746437636844348e-06,0.04924798011779785,0.1575254499912262,0.02542114444077015,0.0,0.0,0.0,0.0,0.0,0.18483543395996094,0.0,0.0,0.0,2.873218818422174e-06,0.024623990058898926,0.0787627249956131,0.012710572220385075,0.0,0.0,0.0,0.0,0.0,0.03696708753705025,0.0,0.0,0.8561828136444092
1,32,0.6841011047363281,3.79151015295065e-06,0.06582337617874146,0.1423642635345459,0.04462170600891113,0.0,0.0,0.0,0.0,0.0,0.22923457622528076,0.0,0.0,0.0,1.895755076475325e-06,0.03291168808937073,0.07118213176727295,0.022310853004455566,0.0,0.0,0.0,0.0,0.0,0.04584691673517227,0.0,0.0,0.8563545942306519
1,33,0.705124020576477,1.7759845150067122e-06,0.04148334264755249,0.11765879392623901,0.054885946214199066,0.0,0.0,0.0,0.0,0.0,0.1394129991531372,0.0,0.0,0.0,8.879922575033561e-07,0.020741671323776245,0.05882939696311951,0.027442973107099533,0.0,0.0,0.0,0.0,0.0,0.02788260020315647,0.0,0.0,0.840021550655365
1,34,0.6689500212669373,2.892964857892366e-06,0.04191809892654419,0.14150121808052063,0.05344625562429428,0.0,0.0,0.0,0.0,0.0,0.24362461268901825,0.0,0.0,0.0,1.446482428946183e-06,0.020959049463272095,0.07075060904026031,0.02672312781214714,0.0,0.0,0.0,0.0,0.0,0.04872492328286171,0.0,0.0,0.8361092209815979
1,35,0.6929179430007935,2.760904180831858e-06,0.02894747257232666,0.0900847315788269,0.03813163936138153,0.0,0.0,0.0,0.0,0.0,0.2230481654405594,0.0,0.0,0.0,1.380452090415929e-06,0.01447373628616333,0.04504236578941345,0.019065819680690765,0.0,0.0,0.0,0.0,0.0,0.04460963234305382,0.0,0.0,0.8161108493804932
1,36,0.6772361397743225,4.025730504508829e-06,0.027699291706085205,0.1405339539051056,0.046807724982500076,0.0,0.0,0.0,0.0,0.0,0.09767621755599976,0.0,0.0,0.0,2.0128652522544144e-06,0.013849645853042603,0.0702669769525528,0.023403862491250038,0.0,0.0,0.0,0.0,0.0,0.01953524351119995,0.0,0.0,0.8042939305305481
1,37,0.6773372888565063,4.453737346921116e-06,0.03038555383682251,0.13397645950317383,0.053222592920064926,0.0,0.0,0.0,0.0,0.0,0.16704463958740234,0.0,0.0,0.0,2.226868673460558e-06,0.015192776918411255,0.06698822975158691,0.026611296460032463,0.0,0.0,0.0,0.0,0.0,0.03340892866253853,0.0,0.0,0.8195407390594482
1,38,0.6607630848884583,2.8326157917035744e-06,0.05347287654876709,0.1336783766746521,0.06087487190961838,0.0,0.0,0.0,0.0,0.0,0.27904945611953735,0.0,0.0,0.0,1.4163078958517872e-06,0.026736438274383545,0.06683918833732605,0.03043743595480919,0.0,0.0,0.0,0.0,0.0,0.05580989271402359,0.0,0.0,0.8405874967575073
1,39,0.6787861585617065,2.9331749828998e-06,0.01840996742248535,0.08405596017837524,0.04545146971940994,0.0,0.0,0.0,0.0,0.0,0.209394633769989,0.0,0.0,0.0,1.4665874914499e-06,0.009204983711242676,0.04202798008918762,0.02272573485970497,0.0,0.0,0.0,0.0,0.0,0.04187892749905586,0.0,0.0,0.7946253418922424
1,40,0.6883952617645264,2.7941450753132813e-06,0.02981281280517578,0.10236027836799622,0.028019823133945465,0.0,0.0,0.0,0.0,0.0,0.3553600311279297,0.0,0.0,0.0,1.3970725376566406e-06,0.01490640640258789,0.05118013918399811,0.014009911566972733,0.0,0.0,0.0,0.0,0.0,0.07107200473546982,0.0,0.0,0.8395650386810303
1,41,0.676714301109314,4.760217962029856e-06,0.03017711639404297,0.08015483617782593,0.04444736987352371,0.0,0.0,0.0,0.0,0.0,0.17438864707946777,0.0,0.0,0.0,2.380108981014928e-06,0.015088558197021484,0.040077418088912964,0.022223684936761856,0.0,0.0,0.0,0.0,0.0,0.034877728670835495,0.0,0.0,0.7889841198921204
1,42,0.6604594588279724,4.227981207804987e-06,0.043998003005981445,0.10057985782623291,0.04456287994980812,0.0,0.0,0.0,0.0,0.0,0.22611594200134277,0.0,0.0,0.0,2.1139906039024936e-06,0.021999001502990723,0.050289928913116455,0.02228143997490406,0.0,0.0,0.0,0.0,0.0,0.045223187655210495,0.0,0.0,0.8002551198005676
1,43,0.6646314859390259,6.316006874840241e-06,0.0603298544883728,0.1867232322692871,0.025940511375665665,0.0,0.0,0.0,0.0,0.0,0.09663069248199463,0.0,0.0,0.0,3.1580034374201205e-06,0.0301649272441864,0.09336161613464355,0.012970255687832832,0.0,0.0,0.0,0.0,0.0,0.019326139241456985,0.0,0.0,0.8204575777053833
1,44,0.6613829135894775,3.965861196775222e-06,0.02960658073425293,0.12013718485832214,0.05923538655042648,0.0,0.0,0.0,0.0,0.0,0.23772728443145752,0.0,0.0,0.0,1.982930598387611e-06,0.014803290367126465,0.06006859242916107,0.02961769327521324,0.0,0.0,0.0,0.0,0.0,0.04754545912146568,0.0,0.0,0.8134198784828186
1,45,0.6498762369155884,1.6038814010244096e-06,0.02429109811782837,0.10281139612197876,0.02115653082728386,0.0,0.0,0.0,0.0,0.0,0.17873354256153107,0.0,0.0,0.0,8.019407005122048e-07,0.012145549058914185,0.05140569806098938,0.01057826541364193,0.0,0.0,0.0,0.0,0.0,0.03574670851230621,0.0,0.0,0.7597532272338867
1,46,0.6471806764602661,3.999250111519359e-06,0.024562478065490723,0.12283748388290405,0.030842315405607224,0.0,0.0,0.0,0.0,0.0,0.3686067759990692,0.0,0.0,0.0,1.9996250557596795e-06,0.012281239032745361,0.061418741941452026,0.015421157702803612,0.0,0.0,0.0,0.0,0.0,0.07372135668992996,0.0,0.0,0.810025155544281
1,47,0.6703488230705261,4.066508154210169e-06,0.03747451305389404,0.11088153719902039,0.03724570572376251,0.0,0.0,0.0,0.0,0.0,0.13034141063690186,0.0,0.0,0.0,2.0332540771050844e-06,0.01873725652694702,0.05544076859951019,0.018622852861881256,0.0,0.0,0.0,0.0,0.0,0.02606828324496746,0.0,0.0,0.7892200350761414
1,48,0.6410719156265259,3.7902721032878617e-06,0.04018986225128174,0.164005309343338,0.041944220662117004,0.0,0.0,0.0,0.0,0.0,0.27255570888519287,0.0,0.0,0.0,1.8951360516439308e-06,0.02009493112564087,0.082002654671669,0.020972110331058502,0.0,0.0,0.0,0.0,0.0,0.054511141031980515,0.0,0.0,0.8186546564102173
1,49,0.6474812030792236,2.8519996249087853e-06,0.0269925594329834,0.10999232530593872,0.048507265746593475,0.0,0.0,0.0,0.0,0.0,0.13393229246139526,0.0,0.0,0.0,1.4259998124543927e-06,0.0134962797164917,0.05499616265296936,0.024253632873296738,0.0,0.0,0.0,0.0,0.0,0.026786459609866142,0.0,0.0,0.7670150995254517
1,50,0.6599693894386292,1.4872911151542212e-06,0.046272337436676025,0.10240033268928528,0.04273729771375656,0.0,0.0,0.0,0.0,0.0,0.36559683084487915,0.0,0.0,0.0,7.436455575771106e-07,0.023136168718338013,0.05120016634464264,0.02136864885687828,0.0,0.0,0.0,0.0,0.0,0.07311936467885971,0.0,0.0,0.8287944197654724
1,51,0.6406524181365967,1.0573802455837722e-06,0.06298118829727173,0.14559504389762878,0.055139556527137756,0.0,0.0,0.0,0.0,0.0,0.17992977797985077,0.0,0.0,0.0,5.286901227918861e-07,0.031490594148635864,0.07279752194881439,0.027569778263568878,0.0,0.0,0.0,0.0,0.0,0.03598595783114433,0.0,0.0,0.8084968328475952
1,52,0.6348031163215637,1.8836327626559068e-06,0.04284346103668213,0.1086210310459137,0.0035304632037878036,0.0,0.0,0.0,0.0,0.0,0.19340452551841736,0.0,0.0,0.0,9.418163813279534e-07,0.021421730518341064,0.05431051552295685,0.0017652316018939018,0.0,0.0,0.0,0.0,0.0,0.03868090733885765,0.0,0.0,0.7509824633598328
1,53,0.6413658261299133,2.7524361030373257e-06,0.031076908111572266,0.08514231443405151,0.03075568750500679,0.0,0.0,0.0,0.0,0.0,0.32629644870758057,0.0,0.0,0.0,1.3762180515186628e-06,0.015538454055786133,0.04257115721702576,0.015377843752503395,0.0,0.0,0.0,0.0,0.0,0.06525929272174835,0.0,0.0,0.780113935470581
1,54,0.640045166015625,8.539811460650526e-06,0.06727862358093262,0.22530917823314667,0.08696267008781433,0.0,0.0,0.0,0.0,0.0,0.39254093170166016,0.0,0.0,0.0,4.269905730325263e-06,0.03363931179046631,0.11265458911657333,0.043481335043907166,0.0,0.0,0.0,0.0,0.0,0.07850819081068039,0.0,0.0,0.908332884311676
1,55,0.6453608870506287,4.761546733789146e-06,0.03303813934326172,0.12040957808494568,0.06692539155483246,0.0,0.0,0.0,0.0,0.0,0.07310032844543457,0.0,0.0,0.0,2.380773366894573e-06,0.01651906967163086,0.06020478904247284,0.03346269577741623,0.0,0.0,0.0,0.0,0.0,0.014620065689086914,0.0,0.0,0.7701699137687683
1,56,0.6181344985961914,2.2123347207525512e-06,0.0476992130279541,0.10765480995178223,0.008620050735771656,0.0,0.0,0.0,0.0,0.0,0.14490318298339844,0.0,0.0,0.0,1.1061673603762756e-06,0.02384960651397705,0.05382740497589111,0.004310025367885828,0.0,0.0,0.0,0.0,0.0,0.028980636969208717,0.0,0.0,0.7291032671928406
1,57,0.6352975368499756,2.1280645796650788e-06,0.02551448345184326,0.0637204647064209,0.013131173327565193,0.0,0.0,0.0,0.0,0.0,0.15002566576004028,0.0,0.0,0.0,1.0640322898325394e-06,0.01275724172592163,0.03186023235321045,0.006565586663782597,0.0,0.0,0.0,0.0,0.0,0.030005132779479027,0.0,0.0,0.7164868116378784
1,58,0.624489426612854,5.152443009137642e-06,0.02514570951461792,0.10815620422363281,0.016418445855379105,0.0,0.0,0.0,0.0,0.0,0.29092782735824585,0.0,0.0,0.0,2.576221504568821e-06,0.01257285475730896,0.054078102111816406,0.008209222927689552,0.0,0.0,0.0,0.0,0.0,0.05818556621670723,0.0,0.0,0.7575377225875854
1,59,0.6348459720611572,4.507209723669803e-06,0.022177457809448242,0.12574389576911926,0.0812782570719719,0.0,0.0,0.0,0.0,0.0,0.3069753646850586,0.0,0.0,0.0,2.2536048618349014e-06,0.011088728904724121,0.06287194788455963,0.04063912853598595,0.0,0.0,0.0,0.0,0.0,0.0613950751721859,0.0,0.0,0.8108430504798889
1,60,0.6169270873069763,2.009399395319633e-06,0.02305424213409424,0.09469696879386902,0.05280628427863121,0.0,0.0,0.0,0.0,0.0,0.21006107330322266,0.0,0.0,0.0,1.0046996976598166e-06,0.01152712106704712,0.04734848439693451,0.026403142139315605,0.0,0.0,0.0,0.0,0.0,0.04201221466064453,0.0,0.0,0.7442190647125244
1,61,0.625257134437561,5.170912572793895e-06,0.03798532485961914,0.10428246855735779,0.06864957511425018,0.0,0.0,0.0,0.0,0.0,0.17555803060531616,0.0,0.0,0.0,2.5854562863969477e-06,0.01899266242980957,0.052141234278678894,0.03432478755712509,0.0,0.0,0.0,0.0,0.0,0.03511160612106323,0.0,0.0,0.7658299803733826
1,62,0.6115888357162476,2.14192368730437e-06,0.027622878551483154,0.09454423189163208,0.025113306939601898,0.0,0.0,0.0,0.0,0.0,0.17261308431625366,0.0,0.0,0.0,1.070961843652185e-06,0.013811439275741577,0.04727211594581604,0.012556653469800949,0.0,0.0,0.0,0.0,0.0,0.03452261909842491,0.0,0.0,0.7197527289390564
1,63,0.6305756568908691,4.845866897085216e-06,0.034530580043792725,0.14140242338180542,0.017552901059389114,0.0,0.0,0.0,0.0,0.0,0.1380171775817871,0.0,0.0,0.0,2.422933448542608e-06,0.017265290021896362,0.07070121169090271,0.008776450529694557,0.0,0.0,0.0,0.0,0.0,0.02760343626141548,0.0,0.0,0.754924476146698
1,64,0.6030241847038269,4.843875103688333e-06,0.0784766674041748,0.14794155955314636,0.0455598309636116,0.0,0.0,0.0,0.0,0.0,0.24139082431793213,0.0,0.0,0.0,2.4219375518441666e-06,0.0392383337020874,0.07397077977657318,0.0227799154818058,0.0,0.0,0.0,0.0,0.0,0.048278164118528366,0.0,0.0,0.7872938513755798
1,65,0.6246334314346313,3.6441929296415765e-06,0.0236436128616333,0.10460752248764038,0.04626612737774849,0.0,0.0,0.0,0.0,0.0,0.11926746368408203,0.0,0.0,0.0,1.8220964648207882e-06,0.01182180643081665,0.05230376124382019,0.023133063688874245,0.0,0.0,0.0,0.0,0.0,0.023853493854403496,0.0,0.0,0.7357473969459534
1,66,0.6017502546310425,2.1660691800207132e-06,0.02589869499206543,0.09871247410774231,0.02043277397751808,0.0,0.0,0.0,0.0,0.0,0.27277979254722595,0.0,0.0,0.0,1.0830345900103566e-06,0.012949347496032715,0.049356237053871155,0.01021638698875904,0.0,0.0,0.0,0.0,0.0,0.05455595999956131,0.0,0.0,0.7288292646408081
1,67,0.6069391965866089,4.045172772748629e-06,0.029372811317443848,0.08436447381973267,0.03209429234266281,0.0,0.0,0.0,0.0,0.0,0.21784158051013947,0.0,0.0,0.0,2.0225863863743143e-06,0.014686405658721924,0.04218223690986633,0.016047146171331406,0.0,0.0,0.0,0.0,0.0,0.04356831684708595,0.0,0.0,0.7234253287315369
1,68,0.612873911857605,9.368150131194852e-07,0.01953953504562378,0.08020350337028503,-0.009155137464404106,0.0,0.0,0.0,0.0,0.0,0.28432759642601013,0.0,0.0,0.0,4.684075065597426e-07,0.00976976752281189,0.04010175168514252,-0.004577568732202053,0.0,0.0,0.0,0.0,0.0,0.056865520775318146,0.0,0.0,0.7150338888168335
1,69,0.5954822301864624,5.290145963954274e-06,0.014687895774841309,0.09520334005355835,0.04580121114850044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.645072981977137e-06,0.007343947887420654,0.047601670026779175,0.02290060557425022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6733310222625732
1,70,0.6056231260299683,1.2262024711162667e-06,0.023297667503356934,0.0988633930683136,0.02931302599608898,0.0,0.0,0.0,0.0,0.0,0.1609814167022705,0.0,0.0,0.0,6.131012355581333e-07,0.011648833751678467,0.0494316965341568,0.01465651299804449,0.0,0.0,0.0,0.0,0.0,0.0321962833404541,0.0,0.0,0.7135570049285889
1,71,0.572344183921814,2.4306978048116434e-06,0.027676820755004883,0.09466463327407837,-0.00022220471873879433,0.0,0.0,0.0,0.0,0.0,0.1686497926712036,0.0,0.0,0.0,1.2153489024058217e-06,0.013838410377502441,0.047332316637039185,-0.00011110235936939716,0.0,0.0,0.0,0.0,0.0,0.03372995927929878,0.0,0.0,0.6671349406242371
1,72,0.6024917364120483,2.6330878881708486e-06,0.045852720737457275,0.11769956350326538,0.07487282902002335,0.0,0.0,0.0,0.0,0.0,0.3252224326133728,0.0,0.0,0.0,1.3165439440854243e-06,0.022926360368728638,0.05884978175163269,0.03743641451001167,0.0,0.0,0.0,0.0,0.0,0.06504448503255844,0.0,0.0,0.786750078201294
1,73,0.5849289894104004,3.2880814160307636e-06,0.03957974910736084,0.08450806140899658,0.02759825438261032,0.0,0.0,0.0,0.0,0.0,0.1289033442735672,0.0,0.0,0.0,1.6440407080153818e-06,0.01978987455368042,0.04225403070449829,0.01379912719130516,0.0,0.0,0.0,0.0,0.0,0.02578066848218441,0.0,0.0,0.6865543723106384
1,74,0.5987434387207031,3.6738811104441993e-06,0.04900074005126953,0.09713977575302124,0.06125399470329285,0.0,0.0,0.0,0.0,0.0,0.1380104422569275,0.0,0.0,0.0,1.8369405552220996e-06,0.024500370025634766,0.04856988787651062,0.030626997351646423,0.0,0.0,0.0,0.0,0.0,0.027602089568972588,0.0,0.0,0.7300446033477783
1,75,0.5807619690895081,5.4882252698007505e-06,0.019915997982025146,0.11985370516777039,0.042961858212947845,0.0,0.0,0.0,0.0,0.0,0.10280776023864746,0.0,0.0,0.0,2.7441126349003753e-06,0.009957998991012573,0.05992685258388519,0.021480929106473923,0.0,0.0,0.0,0.0,0.0,0.020561551675200462,0.0,0.0,0.6926920413970947
1,76,0.592572808265686,8.829223361317418e-07,0.021500110626220703,0.049848735332489014,0.038271136581897736,0.0,0.0,0.0,0.0,0.0,0.09603381156921387,0.0,0.0,0.0,4.414611680658709e-07,0.010750055313110352,0.024924367666244507,0.019135568290948868,0.0,0.0,0.0,0.0,0.0,0.019206762313842773,0.0,0.0,0.6665899753570557
