label,mode,source,status,reading,all_rmse,all_nrmse,all_bias,all_p90ae,all_n,c3_co_rmse,c3_co_nrmse,c3_co_bias,c3_co_p90ae,c3_co_n,c4_co_rmse,c4_co_nrmse,c4_co_bias,c4_co_p90ae,c4_co_n,c5_co_rmse,c5_co_nrmse,c5_co_bias,c5_co_p90ae,c5_co_n,c3_co_high_rmse,c3_co_high_nrmse,c3_co_high_bias,c3_co_high_p90ae,c3_co_high_n,c4_co_high_rmse,c4_co_high_nrmse,c4_co_high_bias,c4_co_high_p90ae,c4_co_high_n,c5_co_high_rmse,c5_co_high_nrmse,c5_co_high_bias,c5_co_high_p90ae,c5_co_high_n,nonco_all_rmse,nonco_all_nrmse,nonco_all_bias,nonco_all_p90ae,nonco_all_n
A0 baseline final,A0_baseline_final,results\hybrid_regression_head_selection_20260624\hybrid_head_summary.csv,baseline,Original R3aK16 + auto_v2 final ppm.,27.336272006610333,0.1578336952944895,-0.7640208506911423,27.83922873437405,5400.0,33.7008253219887,0.14978144587550532,-0.34794183484445423,42.26480424404144,670.0,56.588431890041136,0.25150414173351615,-7.428811718709767,51.3457596302033,340.0,46.115481743532186,0.2049576966379208,-7.474195729283726,67.9931676387787,340.0,41.698442503136704,0.185326411125052,-8.235057722777128,42.900943756103516,201.0,95.31504288319486,0.4236224128141994,-33.666753825987236,233.80422707181424,102.0,60.003991602304794,0.26668440712135466,-40.12221447100826,85.81828527152541,102.0,19.00289748774791,0.14376059276542724,0.2899829550447908,18.60622443258762,4050.0
H1 Ridge + C4 rescue,H1_hybrid_ridge_plus_c4_rescue,results\hybrid_regression_head_selection_20260624\hybrid_head_summary.csv,reference,"Strong C5 high-CO, weaker nonCO/ALL than H2.3.",20.149089043327375,0.14052751763220264,0.35646828633260896,15.671126048126155,5400.0,18.69567019001178,0.08309186751116346,-0.15121535852818546,22.178402848282946,670.0,22.018698397062504,0.09786088176472224,-0.0008680697066862187,26.605720375014418,340.0,30.674628293022018,0.1363316813023201,-2.4770564294205957,37.5,340.0,24.485502686783136,0.10882445638570283,-11.109464505206049,27.227441243837433,201.0,34.24264696168007,0.15218954205191143,-9.667424113609208,39.42329234752077,102.0,31.6603141016605,0.14071250711849112,-16.52028454250703,38.55310484696855,102.0,19.073492949884756,0.15107663753235728,0.7083302138551231,9.241866943860595,4050.0
H2 MLP + C4 rescue,H2_hybrid_mlp_plus_c4_rescue,results\hybrid_regression_head_selection_20260624\hybrid_head_summary.csv,reference,"Strong overall/nonCO, weaker C5 high-CO than Ridge.",18.94002828719672,0.13421481975815416,-0.5665645638599038,16.142488208343774,5400.0,16.152022803297587,0.07178676801465594,-1.8414828849388287,19.17915320133957,670.0,22.928212968985143,0.10190316875104508,-2.1319927991936845,25.0,340.0,31.03278194209322,0.1379234752981921,-9.38318422339294,47.12726552743795,340.0,20.015310622092212,0.0889569360981876,-6.250515551634078,28.979979819346994,201.0,32.10754556474373,0.14270020250997215,-1.5703752851717538,25.47054087974109,102.0,39.40624829447179,0.17513888130876354,-20.965132483350573,50.001499440507786,102.0,17.61135969872715,0.14386410822526652,0.5159271791962929,11.407800235434818,4050.0
H2.2 MLP C3 + Ridge C4/C5,H2_2_mlp_c3_ridge_c4c5,results\hybrid_regression_head_selection_20260624\hybrid_head_summary.csv,deployment candidate archived,Conservative hybrid; worse ALL than H2.3.,19.886310263861326,0.13966204130358353,0.30936395256778976,15.020829894219181,5400.0,16.152022803297587,0.07178676801465594,-1.8414828849388287,19.17915320133957,670.0,22.018698397062504,0.09786088176472224,-0.0008680697066862187,26.605720375014418,340.0,30.674628293022018,0.1363316813023201,-2.4770564294205957,37.5,340.0,20.015310622092212,0.0889569360981876,-6.250515551634078,28.979979819346994,201.0,34.24264696168007,0.15218954205191143,-9.667424113609208,39.42329234752077,102.0,31.6603141016605,0.14071250711849112,-16.52028454250703,38.55310484696855,102.0,19.090175578702127,0.150965156918691,0.925148939871199,10.360936789908262,4050.0
H2.3 MLP C3 + Ridge C4 + C5-grid MLP,H2_3_mlp_c3_ridge_c4_c5grid,results\hybrid_regression_head_selection_20260624\hybrid_head_summary.csv,current mainline,Best balanced deployed candidate so far.,18.62168397346191,0.132579221262454,0.29999496197222125,15.176043274965478,5400.0,16.152022803297587,0.07178676801465594,-1.8414828849388287,19.17915320133957,670.0,22.018698397062504,0.09786088176472224,-0.0008680697066862187,26.605720375014418,340.0,26.849515813550635,0.11933118139355837,-5.504022128853786,36.41128393309119,340.0,20.015310622092212,0.0889569360981876,-6.250515551634078,28.979979819346994,201.0,34.24264696168007,0.15218954205191143,-9.667424113609208,39.42329234752077,102.0,34.81969974996081,0.15475422111093698,-16.68256089832186,44.93295386104911,102.0,17.831882292749544,0.1434725761591129,1.1667725913752027,10.535172602497916,4050.0
H8 pred-CO source-aug else H2.3,H8_pred_co_source_aug_else_h23,results\co_only_source_aug_hybrid_stratcalval_20260625\co_only_source_aug_hybrid_summary.csv,CO-specialist candidate,Improves CO/high-CO but worsens ALL NRMSE/nonCO versus H2.3.,18.468568789360955,0.13544783149317904,0.5074393861625607,13.471368729898058,5400.0,14.973439474138715,0.06654861988506094,-0.9857323996930214,14.815470786430053,670.0,19.761659490671388,0.0878295977363173,-0.6499045966576504,19.036409094466837,340.0,23.688716718494863,0.10528318541553273,-0.9297869261347929,30.177784492771245,340.0,19.933354454648324,0.08859268646510367,-6.408622857243205,18.66812412904673,201.0,32.21695006083711,0.14318644471483158,-4.583896216575583,24.693753628856896,102.0,27.543834377170178,0.12241704167631193,-5.600142815219535,28.055158644271877,102.0,18.37932337781323,0.1488310501222727,0.9722737063756994,10.588118606054724,4050.0
