base_mode,client,class_id,gas,residual_mode,n_fit,n_val,best_alpha,val_RMSE,candidate,refit_mode,alpha_hint,n_refit
source_shared_mlp,C5,0,Ethanol,identity,60,20,,44.70848373213249,,,,
source_shared_mlp,C5,0,Ethanol,affine,60,20,,25.827830288251103,,,,
source_shared_mlp,C5,0,Ethanol,ridge_basic,60,20,0.0,25.82783028825097,,,,
source_shared_mlp,C5,0,Ethanol,ridge_phase,60,20,1.0,4.097508799830068,,,,
source_shared_mlp,C5,0,Ethanol,piecewise_ridge,60,20,low=1.0;high=1.0,4.520165071828581,,,,
source_shared_mlp,C5,1,CO,identity,60,20,,59.77420938531461,,,,
source_shared_mlp,C5,1,CO,affine,60,20,,48.80570546828398,,,,
source_shared_mlp,C5,1,CO,ridge_basic,60,20,1.0,48.7303561616475,,,,
source_shared_mlp,C5,1,CO,ridge_phase,60,20,0.1,11.408797835855344,,,,
source_shared_mlp,C5,1,CO,piecewise_ridge,60,20,low=1.0;high=10.0,20.108792624400323,,,,
source_shared_mlp,C5,2,Ethylene,identity,60,20,,52.32095630167739,,,,
source_shared_mlp,C5,2,Ethylene,affine,60,20,,24.03294942531778,,,,
source_shared_mlp,C5,2,Ethylene,ridge_basic,60,20,10.0,23.88454713474395,,,,
source_shared_mlp,C5,2,Ethylene,ridge_phase,60,20,0.01,3.5907869212918735,,,,
source_shared_mlp,C5,2,Ethylene,piecewise_ridge,60,20,low=0.0;high=100.0,4.807593555214527,,,,
source_shared_mlp,C5,3,Methane,identity,60,20,,57.07137687304225,,,,
source_shared_mlp,C5,3,Methane,affine,60,20,,44.808006729369,,,,
source_shared_mlp,C5,3,Methane,ridge_basic,60,20,1.0,44.715793363333574,,,,
source_shared_mlp,C5,3,Methane,ridge_phase,60,20,0.1,9.132803363613458,,,,
source_shared_mlp,C5,3,Methane,piecewise_ridge,60,20,low=0.0;high=10.0,12.890251787255007,,,,
source_shared_mlp,C3,0,Ethanol,,,,,,source_shared_mlp_val_selected,piecewise_ridge,low=1.0;high=1.0,170
source_shared_mlp,C3,1,CO,,,,,,source_shared_mlp_val_selected,piecewise_ridge,low=0.0;high=1.0,170
source_shared_mlp,C3,2,Ethylene,,,,,,source_shared_mlp_val_selected,piecewise_ridge,low=1.0;high=10.0,170
source_shared_mlp,C3,3,Methane,,,,,,source_shared_mlp_val_selected,piecewise_ridge,low=0.0;high=0.01,170
source_shared_mlp,C4,0,Ethanol,,,,,,source_shared_mlp_val_selected,piecewise_ridge,low=1.0;high=10.0,80
source_shared_mlp,C4,1,CO,,,,,,source_shared_mlp_val_selected,ridge_phase,10.0,80
source_shared_mlp,C4,2,Ethylene,,,,,,source_shared_mlp_val_selected,ridge_phase,0.01,80
source_shared_mlp,C4,3,Methane,,,,,,source_shared_mlp_val_selected,ridge_phase,0.1,80
source_shared_mlp,C5,0,Ethanol,,,,,,source_shared_mlp_val_selected,ridge_phase,1.0,80
source_shared_mlp,C5,1,CO,,,,,,source_shared_mlp_val_selected,ridge_phase,0.1,80
source_shared_mlp,C5,2,Ethylene,,,,,,source_shared_mlp_val_selected,ridge_phase,0.01,80
source_shared_mlp,C5,3,Methane,,,,,,source_shared_mlp_val_selected,ridge_phase,0.1,80
source_shared_mlp,C3,0,Ethanol,,,,,,source_shared_mlp_forced_identity,identity,,170
source_shared_mlp,C3,1,CO,,,,,,source_shared_mlp_forced_identity,identity,,170
source_shared_mlp,C3,2,Ethylene,,,,,,source_shared_mlp_forced_identity,identity,,170
source_shared_mlp,C3,3,Methane,,,,,,source_shared_mlp_forced_identity,identity,,170
source_shared_mlp,C4,0,Ethanol,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C4,1,CO,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C4,2,Ethylene,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C4,3,Methane,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C5,0,Ethanol,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C5,1,CO,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C5,2,Ethylene,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C5,3,Methane,,,,,,source_shared_mlp_forced_identity,identity,,80
source_shared_mlp,C3,0,Ethanol,,,,,,source_shared_mlp_forced_affine,affine,,170
source_shared_mlp,C3,1,CO,,,,,,source_shared_mlp_forced_affine,affine,,170
source_shared_mlp,C3,2,Ethylene,,,,,,source_shared_mlp_forced_affine,affine,,170
source_shared_mlp,C3,3,Methane,,,,,,source_shared_mlp_forced_affine,affine,,170
source_shared_mlp,C4,0,Ethanol,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C4,1,CO,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C4,2,Ethylene,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C4,3,Methane,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C5,0,Ethanol,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C5,1,CO,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C5,2,Ethylene,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C5,3,Methane,,,,,,source_shared_mlp_forced_affine,affine,,80
source_shared_mlp,C3,0,Ethanol,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,10.0,170
source_shared_mlp,C3,1,CO,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,1.0,170
source_shared_mlp,C3,2,Ethylene,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,1.0,170
source_shared_mlp,C3,3,Methane,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.01,170
source_shared_mlp,C4,0,Ethanol,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,1.0,80
source_shared_mlp,C4,1,CO,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,10.0,80
source_shared_mlp,C4,2,Ethylene,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.01,80
source_shared_mlp,C4,3,Methane,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.1,80
source_shared_mlp,C5,0,Ethanol,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,1.0,80
source_shared_mlp,C5,1,CO,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.1,80
source_shared_mlp,C5,2,Ethylene,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.01,80
source_shared_mlp,C5,3,Methane,,,,,,source_shared_mlp_forced_ridge_phase,ridge_phase,0.1,80
source_shared_mlp,C3,0,Ethanol,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=1.0,170
source_shared_mlp,C3,1,CO,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=0.0;high=1.0,170
source_shared_mlp,C3,2,Ethylene,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=10.0,170
source_shared_mlp,C3,3,Methane,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=0.0;high=0.01,170
source_shared_mlp,C4,0,Ethanol,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=10.0,80
source_shared_mlp,C4,1,CO,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=10.0;high=0.0,80
source_shared_mlp,C4,2,Ethylene,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=0.0,80
source_shared_mlp,C4,3,Methane,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=0.0;high=1.0,80
source_shared_mlp,C5,0,Ethanol,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=1.0,80
source_shared_mlp,C5,1,CO,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=1.0;high=10.0,80
source_shared_mlp,C5,2,Ethylene,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=0.0;high=100.0,80
source_shared_mlp,C5,3,Methane,,,,,,source_shared_mlp_forced_piecewise_ridge,piecewise_ridge,low=0.0;high=10.0,80
