mode,split,scope,pred_key,N,RMSE,MAE,NRMSE,Bias,P90AE,delta_RMSE_vs_baseline,delta_MAE_vs_baseline,delta_NRMSE_vs_baseline,delta_P90AE_vs_baseline,delta_Bias_vs_baseline
source_ridge_val_selected,test,C4-CO_high_200_250,corrected_ppm,102,85.86780463561996,43.96422433501791,0.381634687269422,-36.941338181476276,208.25131933589418,-9.447238247574901,-8.050865681538959,-0.04198772554477742,-25.55290773592006,-3.27458435548904
source_ridge_val_selected,test,C4-nonCO,corrected_ppm,1020,11.102993825476537,5.575215260113868,0.0797443382565397,-0.3095126291783918,13.197845332456362,-2.3859104296394236,-2.732598698370154,-0.018870543810007315,-5.921864881979692,-0.8121098569805631
source_ridge_val_selected,test,C5,corrected_ppm,1360,31.14425454718287,10.551250590068841,0.2266084368271535,0.45486922038889843,20.9097388594479,-4.44244460885378,-6.124993879554323,-0.0006117617266656328,-18.61326342233712,2.2766611979180658
source_ridge_val_selected,test,C5-CO,corrected_ppm,340,25.831679891641958,16.683445181490193,0.11480746618507537,-3.8593083808077884,37.5,-20.28380185189022,-16.189613869511582,-0.09015023045284543,-30.4931676387787,3.6148873484759374
source_ridge_val_selected,test,C5-CO_low_25_100,corrected_ppm,136,21.797859422331715,14.755389116933362,0.09687937521036318,-3.225826777415306,36.958857595996605,-10.92019969644058,-8.792515912603903,-0.04853422087306926,-12.031519070191635,-9.074110017959534
source_ridge_val_selected,test,C5-CO_mid_125_175,corrected_ppm,102,26.803834934400328,18.246271600227796,0.11912815526400147,0.8272617063809341,42.11919102060541,-18.594601050973246,-17.651901367455945,-0.08264267133765887,-33.396016031625436,-6.5832560129559425
source_ridge_val_selected,test,C5-CO_high_200_250,corrected_ppm,102,29.53434981558431,17.691360182161706,0.1312637769581525,-9.390520605853153,30.728324854978975,-30.469641786720484,-24.590123647444106,-0.13542063016320216,-55.08996041654643,30.73169386515511
source_ridge_val_selected,test,C5-nonCO,corrected_ppm,1020,32.72401095614973,8.507185726261724,0.2531302565038712,1.8929284207877937,9.775517417868912,1.424303977484108,-2.770120549568569,0.018959081852914922,-8.80499301216907,1.8305858143987752
source_ridge_val_selected,test,nonCO_ALL,corrected_ppm,4050,19.536852200504057,5.95615553587102,0.15410082023544244,0.6226996362530958,10.103786858522929,0.5339547127561488,-2.873092992233013,0.0103402274700152,-8.502437574064691,0.33271668120830494
source_per_gas_mlp_forced_affine,test,ALL,corrected_ppm,5400,39.40974058168412,28.1586008990839,0.2241753365002795,0.5057441818381382,63.25848626133018,12.073468575073786,15.159707221916367,0.06634164120578998,35.41925752695613,1.2697650325292806
source_per_gas_mlp_forced_affine,test,C3,corrected_ppm,2680,34.46109919546568,25.483202769361608,0.1929828768618819,1.1969673774407428,63.25848626133018,14.775218119080819,14.380526184074053,0.0822178380049859,38.9612457358461,1.0607467402352933
source_per_gas_mlp_forced_affine,test,C3-CO,corrected_ppm,670,50.591570363639924,41.19943096333558,0.22485142383839962,0.9874202790284583,86.74151373866982,16.890745041651222,20.34340208460437,0.07506997796289427,44.47670949462838,1.3353621138729126
source_per_gas_mlp_forced_affine,test,C3-CO_low_25_100,corrected_ppm,268,51.98741184139199,40.5162405664498,0.23105516373951993,39.53077871347709,88.25848626133018,26.916772332415576,23.782567355490297,0.11963009925518031,58.397175801656765,36.99748898053216
source_per_gas_mlp_forced_affine,test,C3-CO_mid_125_175,corrected_ppm,201,26.44656501008661,21.568268717182388,0.11754028893371826,12.325209717461904,38.25848626133018,-8.324246938603729,-2.004006110822953,-0.036996653060461016,-17.535368332900475,8.627677754759528
source_per_gas_mlp_forced_affine,test,C3-CO_high_200_250,corrected_ppm,201,65.02831064551056,61.74151373866982,0.2890147139800469,-61.74151373866982,86.74151373866982,23.329868142373854,38.10525658551715,0.10368830285499495,43.84056998256631,-53.506456015892695
source_per_gas_mlp_forced_affine,test,C3-nonCO,corrected_ppm,2010,27.023214952948464,20.244460038036948,0.18111819367970508,1.2668164102448376,41.860794507478204,15.27034257168105,12.392900883897278,0.08688250722755862,23.874683462594465,0.9692082823560868
source_per_gas_mlp_forced_affine,test,C4,corrected_ppm,1360,44.29226727110282,30.10421908311029,0.23188250117226172,-0.9251478866818252,68.4827840135626,13.681394048566027,17.046013105576073,0.0798717957892941,41.329272742681894,0.5551071221439878
source_per_gas_mlp_forced_affine,test,C4-CO,corrected_ppm,340,73.29251219088715,53.56601174416485,0.3257444986261651,-5.768995888858385,93.4827840135626,16.704080300846016,26.25662970948004,0.07424035689264896,42.1370243833593,1.6598158298513814
source_per_gas_mlp_forced_affine,test,C4-CO_low_25_100,corrected_ppm,136,58.784748287967076,50.42148535532613,0.2612655479465203,50.053838296502605,81.5172159864374,38.76620002400617,40.0090262007813,0.17229422232891625,56.234179977960196,47.01450953878801
source_per_gas_mlp_forced_affine,test,C4-CO_mid_125_175,corrected_ppm,102,21.427570344781092,18.839071995479134,0.09523364597680482,6.517215986437403,31.517215986437407,-11.051473872869433,-6.2938325641869,-0.04911766165719751,-21.62592170696776,1.6656062331021797
source_per_gas_mlp_forced_affine,test,C4-CO_high_200_250,corrected_ppm,102,113.31065644906366,92.48565334463548,0.503602917551394,-92.48565334463548,237.5,17.995613565868794,40.47056332807861,0.07998050473719454,3.695772928185761,-58.818899518648244
source_per_gas_mlp_forced_affine,test,C4-nonCO,corrected_ppm,1020,28.72529324949172,22.28362152942544,0.1905855005104045,0.6894681140436943,48.35489371330303,15.23638899437576,13.975807570941416,0.09197061844385747,29.235183498866974,0.18687088624152293
source_per_gas_mlp_forced_affine,test,C5,corrected_ppm,1360,43.18355221548183,31.485090794216152,0.2690378014596144,0.5745199531412049,73.01416142818084,7.596853059445181,14.808846324592988,0.04181760290579528,33.49115914639582,2.3963119306703726
source_per_gas_mlp_forced_affine,test,C5-CO,corrected_ppm,340,59.6752578902405,49.52065105558043,0.2652233684010689,-5.270954828845528,98.01416142818084,13.559776146708323,16.647592004578655,0.06026567176314812,30.02099378940214,2.203240900438198
source_per_gas_mlp_forced_affine,test,C5-CO_low_25_100,corrected_ppm,136,61.59480335273073,53.55891608973125,0.2737546815676921,43.05853907818454,89.0430924683996,28.876744233958433,30.011011060193983,0.12834108548425968,40.05271580221137,37.21025583764031
source_per_gas_mlp_forced_affine,test,C5-CO_mid_125_175,corrected_ppm,102,25.956069592641892,19.275279082819893,0.11536030930063063,-0.5995652175912968,26.98583857181916,-19.44236639273168,-16.62289388486385,-0.08641051730102972,-48.52936848041169,-8.010082936928173
source_per_gas_mlp_forced_affine,test,C5-CO_high_200_250,corrected_ppm,102,78.34652129338959,74.3816696494732,0.34820676130395367,-74.3816696494732,98.01416142818084,18.342529691084792,32.100185819867384,0.08152235418259901,12.19587615665543,-34.25945517846493
source_per_gas_mlp_forced_affine,test,C5-nonCO,corrected_ppm,1020,36.04691537206419,25.473237373761396,0.2702973173568213,2.5230115471367824,46.52824195833122,4.747208393398566,14.195931097931103,0.03612614270586498,27.94773152829324,2.4606689407477638
source_per_gas_mlp_forced_affine,test,nonCO_ALL,corrected_ppm,4050,29.95809363614077,22.07490389079132,0.2093533727109155,1.437785244196595,45.80084388574485,10.955196148392861,13.245655362687286,0.06559277994548826,27.194619453157227,1.1478022891518043
source_per_gas_mlp_forced_identity,test,ALL,corrected_ppm,5400,71.27818945937175,54.57766709651649,0.40717979017207606,51.13460805962783,125.0,43.941917452761416,41.57877341934896,0.24934609487758655,97.16077126562595,51.89862891031897
source_per_gas_mlp_forced_identity,test,C3,corrected_ppm,2680,66.37078728068681,50.73660087408602,0.3563167047267425,48.63811416032987,113.70826888782587,46.68490620430195,39.63392428879847,0.2455516658698465,89.4110283623418,48.50189352312442
source_per_gas_mlp_forced_identity,test,C3-CO,corrected_ppm,670,97.83218524153246,83.17616180700006,0.43480971218458875,82.67293170242341,150.0,64.13135991954375,62.32013292826885,0.2850282663090834,107.73519575595856,83.02087353726786
source_per_gas_mlp_forced_identity,test,C3-CO_low_25_100,corrected_ppm,268,123.71119499080719,114.07376617181592,0.5498275332924764,113.98048258972636,175.0,98.64055548183077,97.34009296085641,0.4384024688081367,145.1386895403266,111.44719285678144
source_per_gas_mlp_forced_identity,test,C3-CO_mid_125_175,corrected_ppm,201,102.25544097523799,100.15551779424561,0.4544686265566133,98.60246222177625,125.0,67.48462902654765,76.58324296624028,0.299931684562434,69.20614540576935,94.90493025907388
source_per_gas_mlp_forced_identity,test,C3-CO_high_200_250,corrected_ppm,201,32.274861218395145,25.0,0.14344382763731173,25.0,50.0,-9.423581284741559,1.3637428468473232,-0.04188258348774024,7.099056243896484,33.23505772277713
source_per_gas_mlp_forced_identity,test,C3-nonCO,corrected_ppm,2010,51.79829195349718,39.92341389644802,0.32597898217485005,37.29317497963203,93.83677786152501,40.04541957222976,32.071854742308346,0.23174329572270358,75.85066681664127,36.99556685174328
source_per_gas_mlp_forced_identity,test,C4,corrected_ppm,1360,77.53639554894121,61.25979326966177,0.417993444931797,55.9768381708833,125.0,46.92552232640442,48.201587292127556,0.2659827395488294,97.8464887291193,57.45709317970911
source_per_gas_mlp_forced_identity,test,C4-CO,corrected_ppm,340,118.55302225233008,103.7854478415913,0.5269023211214671,82.88857653050171,175.0,61.964590362288945,76.4760658069065,0.2753981793879509,123.6542403697967,90.31738824921148
source_per_gas_mlp_forced_identity,test,C4-CO_low_25_100,corrected_ppm,136,145.48695672601616,140.3278245827633,0.6466086965600719,139.96017752393976,175.0,125.46840846205525,129.91536542821845,0.5576373709424679,149.7169639915228,136.92084876622516
source_per_gas_mlp_forced_identity,test,C4-CO_mid_125_175,corrected_ppm,102,102.06207261596575,100.0,0.4536092116265146,100.0,125.0,69.58302839831522,74.86709544033397,0.30925790399251224,71.85686230659483,95.14839024666477
source_per_gas_mlp_forced_identity,test,C4-CO_high_200_250,corrected_ppm,102,90.61341427924069,58.84772669495326,0.40272628568551416,-10.31831493024737,209.67212339267863,-4.701628603954177,6.8326366783963906,-0.02089612712868527,-24.13210367913561,23.348438895739868
source_per_gas_mlp_forced_identity,test,C4-nonCO,corrected_ppm,1020,57.71409837502449,47.084575079018585,0.37472124039994287,47.00625871767715,100.0,44.22519411990853,38.77676112053456,0.27610635833339586,80.88028978556395,46.50366148987498
source_per_gas_mlp_forced_identity,test,C5,corrected_ppm,1360,74.02971101404474,55.464700832278346,0.48311245868676594,51.21193945581242,125.0,38.443011858008084,38.78845636265518,0.2558922601329468,85.47699771821499,53.033731433341586
source_per_gas_mlp_forced_identity,test,C5-CO,corrected_ppm,340,107.91403350544687,89.7337748834626,0.47961792669087494,83.37245516363235,175.0,61.79855176191469,56.860715832460826,0.27466023005295415,107.0068323612213,90.84665089291607
source_per_gas_mlp_forced_identity,test,C5-CO_low_25_100,corrected_ppm,136,142.17069025346353,129.22751136574283,0.6318697344598379,119.77290472217108,183.21188102019167,109.45263113469125,105.67960633620557,0.48645613837640544,134.22150435400343,113.92462148162684
source_per_gas_mlp_forced_identity,test,C5-CO_mid_125_175,corrected_ppm,102,102.12267581142484,100.0652896239649,0.4538785591618882,95.44511849423114,125.0,56.72423982605127,64.16711665628117,0.25210773256022784,49.48479294776915,88.03460077489426
source_per_gas_mlp_forced_identity,test,C5-CO_high_200_250,corrected_ppm,102,37.93522049013679,26.743944833253334,0.16860097995616352,22.765859088315295,50.0,-22.068771112168,-15.537538996352477,-0.09808342716519114,-35.81828527152541,62.88807355932356
source_per_gas_mlp_forced_identity,test,C5-nonCO,corrected_ppm,1020,58.526785388906035,44.041676148550266,0.48427169899765804,40.49176755320576,87.5,27.22707841024041,32.764369872719975,0.2501005243467017,68.91948956996202,40.429424946816745
source_per_gas_mlp_forced_identity,test,nonCO_ALL,corrected_ppm,4050,55.07432581359137,42.764157576291545,0.38362179317134376,40.54500456922493,88.72595642353198,36.07142832584346,33.934909048187514,0.23986120040591652,70.11973199094436,40.25502161418014
source_per_gas_mlp_forced_piecewise_ridge,test,ALL,corrected_ppm,5400,23.31852516737661,7.59975946468476,0.14980919959271227,-0.551456326179772,13.765284839095242,-4.017746839233723,-5.399134212482774,-0.00802449570177724,-14.073943895278807,0.2125645245113703
source_per_gas_mlp_forced_piecewise_ridge,test,C3,corrected_ppm,2680,13.127038836320441,5.072603767529618,0.09788587661118825,0.029750450467412166,10.483247290926986,-6.558842240064418,-6.030072817757937,-0.012879162245707745,-13.813993234557092,-0.10647018673803736
source_per_gas_mlp_forced_piecewise_ridge,test,C3-CO,corrected_ppm,670,15.632477085966,7.961232544192299,0.06947767593762666,-1.222982117656186,15.276553353323452,-18.0683482360227,-12.89479633453891,-0.08030376993787869,-26.988250890717993,-0.8750402828117316
source_per_gas_mlp_forced_piecewise_ridge,test,C3-CO_low_25_100,corrected_ppm,268,7.861216520785683,4.958379075861916,0.034938740092380814,-0.06848419531260805,12.45193159154055,-17.20942298819073,-11.775294135097589,-0.0764863243919588,-17.409378868132862,-2.601773928257537
source_per_gas_mlp_forced_piecewise_ridge,test,C3-CO_mid_125_175,corrected_ppm,201,17.554767088803473,9.431678267948875,0.07802118706134877,2.707032270091878,14.650448138932035,-17.216044859886864,-14.140596560056466,-0.07651575493283051,-41.14340645529862,-0.9904996926104972
source_per_gas_mlp_forced_piecewise_ridge,test,C3-CO_high_200_250,corrected_ppm,201,20.591575583713944,10.494591444876233,0.0915181137053953,-6.6923270685290195,19.463271218674095,-21.10686691942276,-13.141665708276443,-0.09380829741965667,-23.43767253742942,1.5427306542481087
source_per_gas_mlp_forced_piecewise_ridge,test,C3-nonCO,corrected_ppm,2010,12.177879599199642,4.109727508642056,0.1056715538923464,0.4473279731752781,7.853466299641727,0.42500721793222773,-3.741831645497614,0.011435867440199948,-10.132644745242011,0.14971984528652732
source_per_gas_mlp_forced_piecewise_ridge,test,C4,corrected_ppm,1360,28.026168374447142,8.979809889557432,0.1349315628354093,-2.8906177641270614,14.772942355347444,-2.584704848089654,-4.078396087976786,-0.017079142547558324,-12.380568915533255,-1.4103627553012483
source_per_gas_mlp_forced_piecewise_ridge,test,C4-CO,corrected_ppm,340,53.416387767162675,20.45149844164098,0.23740616785405633,-11.214289075522252,29.50487763962641,-3.172044122878461,-6.857883593043827,-0.014097973879459824,-21.840881990576886,-3.7854773568124855
source_per_gas_mlp_forced_piecewise_ridge,test,C4-CO_low_25_100,corrected_ppm,136,7.075083755287889,4.978652262149346,0.031444816690168395,0.998855395582698,12.600474088986616,-12.94346450867302,-5.43380689239549,-0.057526508927435646,-12.682561919490595,-2.0404733621318916
source_per_gas_mlp_forced_piecewise_ridge,test,C4-CO_mid_125_175,corrected_ppm,102,16.174231050632887,12.476978241951034,0.07188547133614616,0.29146434826465867,31.72285272686571,-16.304813167017638,-12.655926317715,-0.07246583629785618,-21.420284966539455,-4.560145405070565
source_per_gas_mlp_forced_piecewise_ridge,test,C4-CO_high_200_250,corrected_ppm,102,95.82633655056028,49.05648021398643,0.42589482911360127,-39.0042351274491,235.72785548995816,0.5112936673654218,-2.958609802570436,0.002272416299401836,1.9236284181439203,-5.337481301461864
source_per_gas_mlp_forced_piecewise_ridge,test,C4-nonCO,corrected_ppm,1020,9.807377714753974,5.155913705529583,0.0740819772542005,-0.11606066032866427,11.639865808224004,-3.681526540361986,-3.151900252954439,-0.024532904812346518,-7.479844406212051,-0.6186578881308357
source_per_gas_mlp_forced_piecewise_ridge,test,C5,corrected_ppm,1360,32.15564506886675,11.199692325382516,0.2280857287102163,0.6423858754333605,21.824048694566116,-3.4310540871699047,-5.476552144240648,0.0008655301563971485,-17.698953587218902,2.464177852962528
source_per_gas_mlp_forced_piecewise_ridge,test,C5-CO,corrected_ppm,340,25.19519211752688,16.10029148141426,0.11197863163345279,-2.153203936028901,35.70123133475384,-20.9202896260053,-16.772767569587515,-0.09297906500446801,-32.29193630402486,5.320991793254825
source_per_gas_mlp_forced_piecewise_ridge,test,C5-CO_low_25_100,corrected_ppm,136,21.102160986069098,13.924329948025946,0.09378738216030709,-5.226094219638158,34.77510662353757,-11.615898132703197,-9.62357508151132,-0.051626213923125344,-14.215270042650673,-11.074377460182385
source_per_gas_mlp_forced_piecewise_ridge,test,C5-CO_mid_125_175,corrected_ppm,102,26.603744215848018,18.504258369095854,0.11823886318154675,5.406855222409292,37.523304344108524,-18.794691769525556,-17.393914598587887,-0.0835319634201136,-37.991902708122325,-2.0036624969275847
source_per_gas_mlp_forced_piecewise_ridge,test,C5-CO_high_200_250,corrected_ppm,102,28.539415121057736,16.597606638250415,0.12684184498247883,-5.616076049654751,31.398209855242666,-31.464576481247057,-25.683877191355396,-0.13984256213887583,-54.42007541628274,34.50613842135351
source_per_gas_mlp_forced_piecewise_ridge,test,C5-nonCO,corrected_ppm,1020,34.16208587181921,9.566159273371937,0.25531234767279404,1.5742491459207806,11.767027681134435,2.8623788931535827,-1.7111470024583557,0.02114117302183774,-6.813482748903548,1.5119065395317621
source_per_gas_mlp_forced_piecewise_ridge,test,nonCO_ALL,corrected_ppm,4050,19.792640699362845,5.747423884160515,0.15277725599079675,0.5892546867620414,9.850623431558283,0.7897432116149368,-3.081824643943518,0.009016663225369509,-8.755601001029337,0.2992717317172506
source_per_gas_mlp_forced_ridge_phase,test,ALL,corrected_ppm,5400,22.82760679393274,7.449966207423903,0.14985536277201758,-0.2887112890447983,13.321991943579679,-4.508665212677592,-5.548927469743631,-0.007978332522471931,-14.517236790794371,0.475309561646344
source_per_gas_mlp_forced_ridge_phase,test,C3,corrected_ppm,2680,13.419408364324589,5.338988115884706,0.10176572394439673,0.08882196477869578,10.694259054486025,-6.266472712060271,-5.763688469402848,-0.008999314912499265,-13.602981470998053,-0.047398672426753746
source_per_gas_mlp_forced_ridge_phase,test,C3-CO,corrected_ppm,670,15.2340860401251,8.238735579558929,0.06770704906722266,-1.1629777585339225,15.384897032631097,-18.466739281863603,-12.61729329917228,-0.08207439680828268,-26.879907211410348,-0.8150359236894682
source_per_gas_mlp_forced_ridge_phase,test,C3-CO_low_25_100,corrected_ppm,268,7.516640866987791,5.300105669329813,0.033407292742167964,0.06267076573508341,12.026941383981912,-17.55399864198862,-11.433567541629692,-0.07801777174217164,-17.834369075691498,-2.4706189672098455
source_per_gas_mlp_forced_ridge_phase,test,C3-CO_mid_125_175,corrected_ppm,201,17.278160692209212,9.739344257412931,0.07679182529870761,2.7698277354022802,15.451637136462068,-17.492651256481125,-13.83293057059241,-0.07774511669547167,-40.342217457768584,-0.927704227300095
source_per_gas_mlp_forced_ridge_phase,test,C3-CO_high_200_250,corrected_ppm,201,19.993079672467086,10.656300115343754,0.08885813187763149,-6.729981284828798,18.79225358897861,-21.705362830669618,-12.979957037808923,-0.09646827924742048,-24.108690167124905,1.50507643794833
source_per_gas_mlp_forced_ridge_phase,test,C3-nonCO,corrected_ppm,2010,12.757281658149651,4.372405627993298,0.11081637331838248,0.5060885392162351,8.074765001069679,1.004409276882237,-3.479153526146372,0.016580686866236025,-9.91134604381406,0.2084804113274843
source_per_gas_mlp_forced_ridge_phase,test,C4,corrected_ppm,1360,27.68624398919517,8.150333828459713,0.12848313085046706,-2.8940567415725345,14.150207472816911,-2.9246292333416264,-4.907872149074505,-0.023527574532500567,-13.003303798063788,-1.4138017327467214
source_per_gas_mlp_forced_ridge_phase,test,C4-CO,corrected_ppm,340,53.69353226695932,20.439227963337512,0.23863792118648589,-11.131870663848236,29.761402023501606,-2.8948996230818125,-6.870154071347294,-0.012866220547030266,-21.58435760670169,-3.7030589451384692
source_per_gas_mlp_forced_ridge_phase,test,C4-CO_low_25_100,corrected_ppm,136,6.881085371686065,4.917534382416345,0.030582601651938067,1.6438958785794409,12.026092034645323,-13.137462892274844,-5.494924772128491,-0.058388723965665974,-13.256943973831888,-1.3954328791351487
source_per_gas_mlp_forced_ridge_phase,test,C4-CO_mid_125_175,corrected_ppm,102,16.360316898775984,12.6819529545625,0.07271251955011548,0.4586841163766125,32.36151898488438,-16.11872731887454,-12.450951605103535,-0.07163878808388685,-20.78161870852079,-4.392925636958611
source_per_gas_mlp_forced_ridge_phase,test,C4-CO_high_200_250,corrected_ppm,102,96.32856416517924,48.89209441334075,0.42812695184524113,-39.756780833976656,237.5,1.0135212819843815,-3.1229956032161184,0.004504539031041699,3.695772928185761,-6.09002700798942
source_per_gas_mlp_forced_ridge_phase,test,C4-nonCO,corrected_ppm,1020,7.812746371880182,4.054035783500447,0.05502606117209529,-0.14811876748063407,9.957387083358823,-5.676157883235778,-4.253778174983576,-0.04358882089445173,-9.162323131077232,-0.6507159952828054
source_per_gas_mlp_forced_ridge_phase,test,C5,corrected_ppm,1360,30.784401991459518,10.909467178538861,0.22858299543216076,1.5726715750660527,19.304770592174833,-4.8022971645771335,-5.766777291084303,0.0013627968783416211,-20.218231689610185,3.3944635525952203
source_per_gas_mlp_forced_ridge_phase,test,C5-CO,corrected_ppm,340,24.869857973881388,14.895781916121022,0.11053270210613948,-0.38027403868301735,30.810944695762924,-21.24562376965079,-17.97727713488075,-0.09442499453178131,-37.18222294301577,7.093921690600708
source_per_gas_mlp_forced_ridge_phase,test,C5-CO_low_25_100,corrected_ppm,136,22.12063710853836,13.193477043415973,0.09831394270461494,-0.757608210638975,27.316277574088218,-10.597422010233934,-10.354427986121292,-0.047099653378817496,-21.674099092100022,-6.605891451183202
source_per_gas_mlp_forced_ridge_phase,test,C5-CO_mid_125_175,corrected_ppm,102,25.422386858549633,17.379893883111798,0.11298838603799836,5.033487541359325,34.89349056332069,-19.97604912682394,-18.518279084571944,-0.08878244056366198,-40.62171648891016,-2.3770301779775513
source_per_gas_mlp_forced_ridge_phase,test,C5-CO_high_200_250,corrected_ppm,102,27.621940260732757,14.681409779403635,0.12276417893659006,-5.29092338945075,28.634554202179615,-32.38205134157204,-27.600074050202174,-0.1439202281847646,-57.1837310693458,34.83129108155751
source_per_gas_mlp_forced_ridge_phase,test,C5-nonCO,corrected_ppm,1020,32.517727412628716,9.580695599344807,0.2561140793787489,2.2236534463157427,12.5,1.2180204339630905,-1.696610676485486,0.021942904727792617,-6.080510430037982,2.161310839926724
source_per_gas_mlp_forced_ridge_phase,test,nonCO_ALL,corrected_ppm,4050,19.038196738423327,5.603941067350294,0.15289637798377279,0.7738971200583808,9.418264875926099,0.03529925067541839,-3.225307460753739,0.009135785218345543,-9.187959556661522,0.48391416501359
source_per_gas_mlp_val_selected,test,ALL,corrected_ppm,5400,22.755320374837563,7.252063483498803,0.1485828354787855,-0.3253476049986876,13.229643383111828,-4.58095163177277,-5.74683019366873,-0.009250859815704005,-14.609585351262222,0.43867324569245475
source_per_gas_mlp_val_selected,test,C3,corrected_ppm,2680,13.16263136271429,4.930282132541721,0.09791511833734606,0.033848650360279293,10.137850602445289,-6.52324971367057,-6.172394452745833,-0.012849920519549932,-14.15938992303879,-0.10237198684517024
source_per_gas_mlp_val_selected,test,C3-CO,corrected_ppm,670,15.73448753236551,7.984234918978899,0.06993105569940226,-1.2459844924427865,15.276553353323452,-17.966337789623193,-12.87179395975231,-0.07985039017610308,-26.988250890717993,-0.8980426575983322
source_per_gas_mlp_val_selected,test,C3-CO_low_25_100,corrected_ppm,268,7.892786384738207,4.987141643198977,0.035079050598836474,-0.09724676264966937,12.586412534849815,-17.177853124238204,-11.746531567760528,-0.07634601388550313,-17.2748979248236,-2.6305364955945985
source_per_gas_mlp_val_selected,test,C3-CO_mid_125_175,corrected_ppm,201,17.837392525645008,9.47000276078813,0.07927730011397781,2.668707777252625,14.650448138932035,-16.93341942304533,-14.10227206721721,-0.07525964188020147,-41.14340645529862,-1.0288241854497504
source_per_gas_mlp_val_selected,test,C3-CO_high_200_250,corrected_ppm,201,20.591575583713944,10.494591444876233,0.0915181137053953,-6.6923270685290195,19.463271218674095,-21.10686691942276,-13.141665708276443,-0.09380829741965667,-23.43767253742942,1.5427306542481087
source_per_gas_mlp_val_selected,test,C3-nonCO,corrected_ppm,2010,12.185310277224154,3.912297870395996,0.10560796852010906,0.4604596979613011,7.495890513217251,0.4324378959567401,-3.939261283743674,0.011372282067962605,-10.490220531666488,0.1628515700725503
source_per_gas_mlp_val_selected,test,C4,corrected_ppm,1360,27.692877618295437,8.16993480358005,0.12851136718942083,-2.9311947000355096,14.353570402974029,-2.9179956042413586,-4.888271173954168,-0.023499338193546798,-12.79994086790667,-1.4509396912096966
source_per_gas_mlp_val_selected,test,C4-CO,corrected_ppm,340,53.70721427809837,20.51763186381886,0.23869873012488166,-11.280422497700137,29.50487763962641,-2.881217611942766,-6.791750170865946,-0.012805411608634493,-21.840881990576886,-3.85161077899037
source_per_gas_mlp_val_selected,test,C4-CO_low_25_100,corrected_ppm,136,7.075083755287889,4.978652262149346,0.031444816690168395,0.998855395582698,12.600474088986616,-12.94346450867302,-5.43380689239549,-0.057526508927435646,-12.682561919490595,-2.0404733621318916
source_per_gas_mlp_val_selected,test,C4-CO_mid_125_175,corrected_ppm,102,16.174231050632887,12.476978241951034,0.07188547133614616,0.29146434826465867,31.72285272686571,-16.304813167017638,-12.655926317715,-0.07246583629785618,-21.420284966539455,-4.560145405070565
source_per_gas_mlp_val_selected,test,C4-CO_high_200_250,corrected_ppm,102,96.3666681038636,49.27692495457937,0.4282963026838382,-39.22467986804204,237.5,1.0516252206687398,-2.7381650619774973,0.004673889869638792,3.695772928185761,-5.5579260420548025
source_per_gas_mlp_val_selected,test,C4-nonCO,corrected_ppm,1020,7.812746371880182,4.054035783500447,0.05502606117209529,-0.14811876748063407,9.957387083358823,-5.676157883235778,-4.253778174983576,-0.04358882089445173,-9.162323131077232,-0.6507159952828054
source_per_gas_mlp_val_selected,test,C5,corrected_ppm,1360,30.784401991459518,10.909467178538861,0.22858299543216076,1.5726715750660527,19.304770592174833,-4.8022971645771335,-5.766777291084303,0.0013627968783416211,-20.218231689610185,3.3944635525952203
source_per_gas_mlp_val_selected,test,C5-CO,corrected_ppm,340,24.869857973881388,14.895781916121022,0.11053270210613948,-0.38027403868301735,30.810944695762924,-21.24562376965079,-17.97727713488075,-0.09442499453178131,-37.18222294301577,7.093921690600708
source_per_gas_mlp_val_selected,test,C5-CO_low_25_100,corrected_ppm,136,22.12063710853836,13.193477043415973,0.09831394270461494,-0.757608210638975,27.316277574088218,-10.597422010233934,-10.354427986121292,-0.047099653378817496,-21.674099092100022,-6.605891451183202
source_per_gas_mlp_val_selected,test,C5-CO_mid_125_175,corrected_ppm,102,25.422386858549633,17.379893883111798,0.11298838603799836,5.033487541359325,34.89349056332069,-19.97604912682394,-18.518279084571944,-0.08878244056366198,-40.62171648891016,-2.3770301779775513
source_per_gas_mlp_val_selected,test,C5-CO_high_200_250,corrected_ppm,102,27.621940260732757,14.681409779403635,0.12276417893659006,-5.29092338945075,28.634554202179615,-32.38205134157204,-27.600074050202174,-0.1439202281847646,-57.1837310693458,34.83129108155751
source_per_gas_mlp_val_selected,test,C5-nonCO,corrected_ppm,1020,32.517727412628716,9.580695599344807,0.2561140793787489,2.2236534463157427,12.5,1.2180204339630905,-1.696610676485486,0.021942904727792617,-6.080510430037982,2.161310839926724
source_per_gas_mlp_val_selected,test,nonCO_ALL,corrected_ppm,4050,18.85132752284119,5.375591291357558,0.15105583245895116,0.7512516951392657,9.07922118096771,-0.15156996490672014,-3.4536572367464755,0.007295239693523914,-9.52700325161991,0.4612687400944749
source_shared_mlp_forced_affine,test,ALL,corrected_ppm,5400,36.87457650478779,24.415578078433096,0.2018832966307712,0.5172491136422566,60.32431342062279,9.538304498177457,11.416684401265563,0.04404960133628169,32.48508468624874,1.281269964333399
source_shared_mlp_forced_affine,test,C3,corrected_ppm,2680,35.18574649039312,24.68496029654768,0.18467202136913566,0.2016559112242225,64.67568657937721,15.499865414008262,13.582283711260125,0.07390698251223966,40.378446053893136,0.06543527401877297
