mode,split,scope,pred_key,N,RMSE,MAE,NRMSE,Bias,P90AE,delta_RMSE_vs_baseline,delta_MAE_vs_baseline,delta_NRMSE_vs_baseline,delta_P90AE_vs_baseline,delta_Bias_vs_baseline
source_shared_mlp_forced_affine,test,C3-CO,corrected_ppm,670,40.82600765255014,32.401121079244994,0.18144892290022283,-0.7504049065195956,74.71490729939893,7.125182330561437,11.545092200513785,0.03166747702471748,32.45010305535749,-0.40246307167514134
source_shared_mlp_forced_affine,test,C3-CO_low_25_100,corrected_ppm,268,32.245091507945006,23.699935059667567,0.1433115178130889,19.079042785038606,57.61156442590016,7.174451998968593,6.966261848708061,0.03188645332874929,27.75025396622675,16.545753052093676
source_shared_mlp_forced_affine,test,C3-CO_mid_125_175,corrected_ppm,201,34.39218410686834,25.972791472704078,0.1528541515860815,22.490958643439026,50.28509270060107,-0.37862784182199505,2.4005166446987367,-0.0016827904080977674,-5.508761893629583,18.79342668073665
source_shared_mlp_forced_affine,test,C3-CO_high_200_250,corrected_ppm,201,54.65094790308048,50.43103204522248,0.24289310179146886,-50.43103204522248,74.71490729939893,12.952505399943774,26.794774892069803,0.0575666906664169,31.813963543295415,-42.19597432244535
source_shared_mlp_forced_affine,test,C3-nonCO,corrected_ppm,2010,33.09271885424731,22.11290670231524,0.18573395873722087,0.5190095171388285,64.67568657937721,21.339846472979893,14.26134754817557,0.09149827228507441,46.68957553449347,0.22140138925007768
source_shared_mlp_forced_affine,test,C4,corrected_ppm,1360,38.09276056763403,22.384693906307675,0.18865389786806494,-1.0534254403314665,50.90893540717573,7.481887345097235,9.326487928773457,0.036643192485097315,23.755424136295034,0.4268295684943466
source_shared_mlp_forced_affine,test,C4-CO,corrected_ppm,340,60.32991390275914,33.668075967169756,0.26813295067892956,-7.468227293782635,56.54574472505022,3.741482012718002,6.35869393248495,0.01662880894541341,5.199985094846923,-0.039415575072868414
source_shared_mlp_forced_affine,test,C4-CO_low_25_100,corrected_ppm,136,28.97238515730745,24.427620038046506,0.12876615625469978,19.64323991242535,46.399108398229664,8.95383689334654,14.01516088350167,0.03979483063709574,21.116072389752453,16.60391115471076
source_shared_mlp_forced_affine,test,C4-CO_mid_125_175,corrected_ppm,102,22.681314525863314,15.583881964878199,0.10080584233717028,-0.3480706458334556,32.009668405578054,-9.797729691787211,-9.549022594787836,-0.04354546529683205,-21.13346928782711,-5.199680399168679
source_shared_mlp_forced_affine,test,C4-CO_high_200_250,corrected_ppm,102,102.46310331442308,64.07287787495898,0.45539157028632476,-50.73700688334247,237.5,7.148060431228217,12.057787858402108,0.03176915747212533,3.695772928185761,-17.07025305735523
source_shared_mlp_forced_affine,test,C4-nonCO,corrected_ppm,1020,26.860969944872586,18.62356655268698,0.15326001161802105,1.0848418441522567,49.09106459282427,13.372065689756626,10.315752594202959,0.054645129551474034,29.971354378388213,0.5822446163500853
source_shared_mlp_forced_affine,test,C5,corrected_ppm,1360,38.83588942652826,25.915620820744493,0.24296908855807392,2.7098279194397517,54.58446777176127,3.24919027049161,9.23937635112133,0.01574889000425478,15.06146548997625,4.53161989696892
source_shared_mlp_forced_affine,test,C5-CO,corrected_ppm,340,52.075394314759,40.58878044873367,0.23144619695448446,1.774884531754813,87.43041025741546,5.959912571226823,7.7157213977318975,0.026488500316563662,19.43724261863676,9.24908026103854
source_shared_mlp_forced_affine,test,C5-CO_low_25_100,corrected_ppm,136,49.41084951766999,37.90139450403058,0.21960377563408887,28.246950624217888,89.96737510988517,16.692790398897692,14.353489474493312,0.07419017955065643,40.97699844369693,22.39866738367366
source_shared_mlp_forced_affine,test,C5-CO_mid_125_175,corrected_ppm,102,46.89849109143351,38.068882263660136,0.20843773818414893,13.417384909716443,79.58446777176127,1.5000551060599392,2.170709295976394,0.006666911582488583,4.069260719530419,6.006867190379566
source_shared_mlp_forced_affine,test,C5-CO_high_200_250,corrected_ppm,102,59.87301376019422,46.69185989341133,0.266102283378641,-45.16370396949091,83.31040316471294,-0.13097784211057473,4.410376063805522,-0.0005821237427136583,-2.507882106812474,-5.0414894984826475
source_shared_mlp_forced_affine,test,C5-nonCO,corrected_ppm,1020,33.2719027467145,21.024567611414774,0.24669047400488917,3.021475715334732,34.004814705895726,1.972195768048877,9.747261335584481,0.012519299353932867,15.424304275857743,2.9591331089457134
source_shared_mlp_forced_affine,test,nonCO_ALL,corrected_ppm,4050,31.68638452736783,20.960009708404304,0.1958652191151867,1.291766182747105,51.45731805819683,12.683487039619923,12.13076118030027,0.05210462634975946,32.85109362560921,1.0017832277023142
source_shared_mlp_forced_identity,test,ALL,corrected_ppm,5400,63.88993882763244,48.3987738675505,0.3673415447813037,38.523025544031256,106.71141240757129,36.553666821022105,35.39988019038297,0.2095078494868142,78.87218367319724,39.287046394722395
source_shared_mlp_forced_identity,test,C3,corrected_ppm,2680,69.2774273224873,53.60774645238499,0.3753394472694783,52.847122116309286,125.0,49.59154624610244,42.50506986709743,0.26457440841258234,100.70275947451591,52.71090147910384
source_shared_mlp_forced_identity,test,C3-CO,corrected_ppm,670,79.10481530161299,67.12959472066612,0.35157695689605767,66.28614406138206,125.0,45.403989979624285,46.27356584193491,0.20179551102055232,82.73519575595856,66.63408589622651
source_shared_mlp_forced_identity,test,C3-CO_low_25_100,corrected_ppm,268,84.98475491427989,75.17515845067919,0.3777100218412439,75.13349939618107,129.40617207675348,59.91411540530348,58.44148523971968,0.2662849573569043,99.54486161708007,72.60020966323614
source_shared_mlp_forced_identity,test,C3-CO_mid_125_175,corrected_ppm,201,100.94978964703986,98.50439753397227,0.4486657317646216,96.58277410973407,125.0,66.17897769834953,74.93212270596692,0.2941287897704423,69.20614540576935,92.8852421470317
source_shared_mlp_forced_identity,test,C3-CO_high_200_250,corrected_ppm,201,32.2154397678989,25.02737360067586,0.1431797323017729,24.193040233298035,50.0,-9.483002735237804,1.3911164475231814,-0.04214667882327908,7.099056243896484,32.42809795607516
source_shared_mlp_forced_identity,test,C3-nonCO,corrected_ppm,2010,65.67565744319512,49.100463696291285,0.38293273825653235,48.36744813461837,125.0,53.922785061927705,41.248904542151614,0.2886970518043859,107.01388895511626,48.06984000672962
source_shared_mlp_forced_identity,test,C4,corrected_ppm,1360,60.75113561335863,43.93792724361368,0.3312554259136587,16.50474451499303,100.0,30.14026239082183,30.87972126607946,0.17924472053069107,72.8464887291193,17.984999523818843
source_shared_mlp_forced_identity,test,C4-CO,corrected_ppm,340,73.6768448357903,51.798709503087025,0.32745264371462357,-50.78295149675589,104.78462924298468,17.08841294574917,24.48932746840222,0.07594850198110742,53.43886961278138,-43.354139778046125
source_shared_mlp_forced_identity,test,C4-CO_low_25_100,corrected_ppm,136,25.813142762167576,18.08803514431972,0.114725078942967,-15.548640128491881,42.13566321950911,5.794594498206667,7.675575989774883,0.025753753325362963,16.8526272110319,-18.587968886206472
source_shared_mlp_forced_identity,test,C4-CO_mid_125_175,corrected_ppm,102,53.536384962887595,50.140861690201724,0.23793948872394485,-50.140861690201724,62.38229387542073,21.05734074523707,25.00795713053569,0.09358818108994252,9.239156182015563,-54.99247144353695
source_shared_mlp_forced_identity,test,C4-CO_high_200_250,corrected_ppm,102,119.74844153174817,98.40412312766206,0.5322152956966586,-98.40412312766206,236.4464177388827,24.433398648553307,46.38903311110519,0.10859288288245916,2.642190667068462,-64.73736930167482
source_shared_mlp_forced_identity,test,C4-nonCO,corrected_ppm,1020,55.78089412541909,41.317666490455906,0.3325133555780186,38.93397651890934,100.0,42.29198987030313,33.00985253197189,0.23389847351147158,80.88028978556395,38.43137929110717
source_shared_mlp_forced_identity,test,C5,corrected_ppm,1360,55.31160718943753,42.59488039784289,0.38528481178278917,32.31441038652161,75.20580705907857,19.72490803340088,25.91863592821973,0.15806461322897003,35.68280477729355,34.136202364050774
source_shared_mlp_forced_identity,test,C5-CO,corrected_ppm,340,64.1225686847311,47.440407197885364,0.28498919415436047,26.317426516619623,124.45005108436649,18.007086941198928,14.567348146883589,0.08003149751643968,56.45688344558779,33.79162224590335
source_shared_mlp_forced_identity,test,C5-CO_low_25_100,corrected_ppm,136,66.49724880791543,48.91530610203796,0.29554332803517963,37.4894595918749,127.31198745030784,33.77918968914313,25.367401072500694,0.1501297319517472,78.3216107841196,31.64117635133067
source_shared_mlp_forced_identity,test,C5-CO_mid_125_175,corrected_ppm,102,73.44142778953743,59.768547020563446,0.32640634573127747,45.480874261746465,125.0,28.042991804163854,23.870374052879704,0.12463551912961712,49.48479294776915,38.070356542409584
source_shared_mlp_forced_identity,test,C5-CO_high_200_250,corrected_ppm,102,49.15476173575263,33.145735503003806,0.21846560771445617,-7.742065328847572,51.23989015907736,-10.849229866552164,-9.135748326602005,-0.048218799406898494,-34.57839511244805,32.38014914216069
source_shared_mlp_forced_identity,test,C5-nonCO,corrected_ppm,1020,52.04418553750422,40.97970479782873,0.4133435633050894,34.31340500982227,75.0,20.744478558838594,29.70239852199844,0.17917238865413312,56.41948956996202,34.25106240343325
source_shared_mlp_forced_identity,test,nonCO_ALL,corrected_ppm,4050,60.05393540140648,45.09512364039403,0.37901357756074544,42.45207405182448,100.0,41.05103791365857,36.26587511229,0.2352529847953182,81.39377556741238,42.16209109677969
source_shared_mlp_forced_piecewise_ridge,test,ALL,corrected_ppm,5400,21.95934924205548,7.16415566193011,0.13895190634547253,-0.4416512263866191,13.064186298940829,-5.376922764554852,-5.8347380152374235,-0.018881788949016987,-14.775042435433221,0.32236962430452326
source_shared_mlp_forced_piecewise_ridge,test,C3,corrected_ppm,2680,12.718446164943577,4.77771399595273,0.09624627379519929,-0.08217348915109067,9.929066110244902,-6.967434911441282,-6.324962589334824,-0.014518765061696706,-14.368174415239176,-0.2183941263565402
source_shared_mlp_forced_piecewise_ridge,test,C3-CO,corrected_ppm,670,14.265474297910679,7.164897421912921,0.06340210799071413,-0.828187676321464,14.389510938608797,-19.435351024078024,-13.691131456818287,-0.08637933788479121,-27.875293305432645,-0.4802458414770097
source_shared_mlp_forced_piecewise_ridge,test,C3-CO_low_25_100,corrected_ppm,268,7.166380361461934,4.151045196905204,0.03185057938427527,0.8224607047577664,10.49507579926714,-17.90425914751448,-12.5826280140543,-0.07957448510006435,-19.36623466040627,-1.7108290281871628
source_shared_mlp_forced_piecewise_ridge,test,C3-CO_mid_125_175,corrected_ppm,201,15.254412300790817,8.471278242726635,0.06779738800351474,1.732350679325224,13.062492784455173,-19.51639964789952,-15.100996585278706,-0.08673955399066453,-42.73136180977548,-1.9651812833771514
source_shared_mlp_forced_piecewise_ridge,test,C3-CO_high_200_250,corrected_ppm,201,19.42093591613063,9.876986234442828,0.08631527073835835,-5.589590540073794,18.423141547170076,-22.277506587006073,-13.759270918709849,-0.09901114038669362,-24.47780220893344,2.6454671827033343
source_shared_mlp_forced_piecewise_ridge,test,C3-nonCO,corrected_ppm,2010,12.159108169844279,3.981986187299333,0.10493419140930771,0.1664979065723671,7.950827508302109,0.4062357885768648,-3.869572966840337,0.01069850495716125,-10.03528353658163,-0.1311102213163837
source_shared_mlp_forced_piecewise_ridge,test,C4,corrected_ppm,1360,27.45284419490014,7.831615437842782,0.12782644364490017,-2.2119069474187665,13.142366808487777,-3.1580290276366547,-5.226590539691436,-0.024184261738067453,-14.011144462392922,-0.7316519385929534
source_shared_mlp_forced_piecewise_ridge,test,C4-CO,corrected_ppm,340,53.02178700338219,19.109278069715483,0.2356523866816986,-10.88155355778489,23.59096839769349,-3.566644886658949,-8.200103964969323,-0.015851755051817545,-27.754791232509806,-3.4527418390751237
source_shared_mlp_forced_piecewise_ridge,test,C4-CO_low_25_100,corrected_ppm,136,7.369498681667353,5.167480469162371,0.032753327474077124,3.024695383900158,12.414132544859832,-12.649049582293557,-5.244978685382465,-0.05621799814352692,-12.868903463617379,-0.01463337381443175
source_shared_mlp_forced_piecewise_ridge,test,C4-CO_mid_125_175,corrected_ppm,102,11.586452893870103,9.12164060254038,0.05149534619497823,-0.42968817393507636,19.9393424669888,-20.892591323780422,-16.011263957125657,-0.09285596143902411,-33.20379522641636,-5.2812979272703
source_shared_mlp_forced_piecewise_ridge,test,C4-CO_high_200_250,corrected_ppm,102,95.73073915076996,47.68597900429474,0.4254699517811999,-39.87508419721476,237.5,0.41569626757510036,-4.329111012262132,0.0018475389670004616,3.695772928185761,-6.208330371227525
source_shared_mlp_forced_piecewise_ridge,test,C4-nonCO,corrected_ppm,1020,8.232551660447704,4.072394560551881,0.0572315514112934,0.6779752560366088,9.970655197693713,-5.256352594668256,-4.235419397932141,-0.04138333065525362,-9.149055016742341,0.17537802823443738
source_shared_mlp_forced_piecewise_ridge,test,C5,corrected_ppm,1360,29.021553275076837,11.199389757208156,0.20510684719619726,0.6202218947990454,23.743169745811045,-6.565145880959815,-5.476854712415008,-0.02211335135762188,-15.779832535973974,2.442013872328213
source_shared_mlp_forced_piecewise_ridge,test,C5-CO,corrected_ppm,340,27.786243208299005,18.729305963040684,0.1234944142591067,-2.502859794283394,37.98432582476648,-18.329238535233173,-14.143753087961091,-0.08146328237881409,-30.00884181401222,4.971335935000331
source_shared_mlp_forced_piecewise_ridge,test,C5-CO_low_25_100,corrected_ppm,136,20.836730684071036,13.606591091023175,0.0926076919292046,0.6242762142413794,34.22243575847016,-11.88132843470126,-9.94131393851409,-0.05280590415422784,-14.767940907718078,-5.224007026302847
source_shared_mlp_forced_piecewise_ridge,test,C5-CO_mid_125_175,corrected_ppm,102,27.896782583527166,20.233078611395545,0.12398570037123186,10.447509128432896,36.36019577865695,-17.501653401846408,-15.665094356288197,-0.07778512623042849,-39.1550112735739,3.0369914090960197
source_shared_mlp_forced_piecewise_ridge,test,C5-CO_high_200_250,corrected_ppm,102,34.87780716715452,24.05581981070918,0.1550124762984645,-19.622743395032714,48.14643766063476,-25.12618443515027,-18.22566401889663,-0.11167193082289015,-37.67184761089065,20.49947107597555
source_shared_mlp_forced_piecewise_ridge,test,C5-nonCO,corrected_ppm,1020,29.421799777045983,8.689417688597313,0.22584980607611554,1.661249124493192,12.291653763317681,-1.8779072016196423,-2.58788858723298,-0.008321368574840754,-6.288856666720301,1.5989065181041735
source_shared_mlp_forced_piecewise_ridge,test,nonCO_ALL,corrected_ppm,4050,17.56295072953417,5.190331044593541,0.13833376884171647,0.6717702865063838,9.418246629703729,-1.4399467582137397,-3.6389174835104923,-0.005426823923710772,-9.187977802883891,0.381787331461593
source_shared_mlp_forced_ridge_phase,test,ALL,corrected_ppm,5400,22.91819022471349,7.507587683233602,0.14930497032791792,-0.32787003962671607,13.143422991306993,-4.418081781896841,-5.491305993933931,-0.008528724966571588,-14.695805743067057,0.43615081106442627
source_shared_mlp_forced_ridge_phase,test,C3,corrected_ppm,2680,13.682262634878676,5.748095564399584,0.10365499852071718,0.1869798824407597,11.134165853110954,-6.003618441506184,-5.35458102088797,-0.007110040336178819,-13.163074672373124,0.05075924523531017
source_shared_mlp_forced_ridge_phase,test,C3-CO,corrected_ppm,670,15.26327958903111,8.183357887195411,0.06783679817347162,-0.3652664195678489,15.624066671746677,-18.43754573295759,-12.672670991535798,-0.08194464770203373,-26.640737572294768,-0.017324584723394654
source_shared_mlp_forced_ridge_phase,test,C3-CO_low_25_100,corrected_ppm,268,7.90622776478357,5.675180754074669,0.03513879006570476,3.500717560123869,13.289455778071256,-17.164411744192844,-11.058492456884837,-0.07628627441863486,-16.571854681602154,0.9674278271789398
source_shared_mlp_forced_ridge_phase,test,C3-CO_mid_125_175,corrected_ppm,201,16.041302538543135,8.971931683867213,0.0712946779490806,0.908900886071438,14.235840529494567,-18.7295094101472,-14.600343144138128,-0.08324226404509867,-41.558014064736085,-2.7886310766309372
source_shared_mlp_forced_ridge_phase,test,C3-CO_high_200_250,corrected_ppm,201,20.878003790717063,10.739020268017928,0.09279112795874249,-6.7940790314627595,19.57985086095499,-20.82043871241964,-12.897236885134749,-0.09253528316630948,-23.321092895148524,1.4409786913143687
source_shared_mlp_forced_ridge_phase,test,C3-nonCO,corrected_ppm,2010,13.112964823998357,4.936341456800975,0.11310114011640376,0.37106198311029576,9.022047079012316,1.3600924427309433,-2.9152176973386945,0.018865453664257306,-8.964063965871423,0.07345385522154496
source_shared_mlp_forced_ridge_phase,test,C4,corrected_ppm,1360,27.52239999510949,7.990500938079319,0.12796364394778612,-2.368880410843511,12.934584646657733,-3.088473227427304,-5.067705039454899,-0.02404706143518151,-14.218926624222966,-0.888625402017698
source_shared_mlp_forced_ridge_phase,test,C4-CO,corrected_ppm,340,53.59509428308365,20.110928401933556,0.2382004190359273,-10.096616770118207,25.729045295052835,-2.993337606957489,-7.198453632751249,-0.013303722697588838,-25.616714335150462,-2.6678050514084397
source_shared_mlp_forced_ridge_phase,test,C4-CO_low_25_100,corrected_ppm,136,8.542414670570453,5.78653889967388,0.03796628742475757,3.608269091773733,14.661183303051423,-11.476133593390456,-4.625920254870956,-0.05100503819284647,-10.621852705425788,0.5689403340591435
source_shared_mlp_forced_ridge_phase,test,C4-CO_mid_125_175,corrected_ppm,102,14.827726332580674,11.265845380764711,0.06590100592258077,1.990546036139179,28.37911788315185,-17.65131788506985,-13.867059178901323,-0.07845030171142156,-24.764019810253316,-2.8610637171960445
source_shared_mlp_forced_ridge_phase,test,C4-CO_high_200_250,corrected_ppm,102,96.21653619818274,48.0551974261153,0.42762904976970106,-40.45696072556485,237.5,0.9014933149878743,-3.9598925904415694,0.00400663695550163,3.695772928185761,-6.790206899577612
source_shared_mlp_forced_ridge_phase,test,C4-nonCO,corrected_ppm,1020,7.245593482721903,3.950358450127907,0.05403497959868761,0.20703170891472086,8.322817260542442,-6.243310772394057,-4.357455508356115,-0.04457990246785941,-10.796892953893613,-0.29556551888745053
source_shared_mlp_forced_ridge_phase,test,C5,corrected_ppm,1360,30.969990671158996,10.49190889785492,0.22575395744262364,0.6985831322218178,21.15267253742054,-4.616708484877655,-6.184335571768244,-0.0014662411111955043,-18.37032974436448,2.520375109750985
source_shared_mlp_forced_ridge_phase,test,C5-CO,corrected_ppm,340,27.248611115852313,17.459938081783392,0.12110493829267696,-3.1657699224356173,37.5,-18.866870627679866,-15.413120969218383,-0.08385275834524383,-30.4931676387787,4.308425806848108
source_shared_mlp_forced_ridge_phase,test,C5-CO_low_25_100,corrected_ppm,136,25.499635110207684,16.427177095965096,0.11333171160092306,-1.4567804483374913,37.5,-7.218424008564611,-7.120727933572169,-0.03208188448250937,-11.49037666618824,-7.305063688881718
source_shared_mlp_forced_ridge_phase,test,C5-CO_mid_125_175,corrected_ppm,102,26.91458923370005,18.374463931307332,0.11962039659422244,0.831179818417186,42.98406945083745,-18.483846751673525,-17.52370903637641,-0.08215043000743791,-32.5311376013934,-6.579337900919691
source_shared_mlp_forced_ridge_phase,test,C5-CO_high_200_250,corrected_ppm,102,29.72516988209459,17.922426880017177,0.13211186614264261,-9.441372295419256,31.078365990620235,-30.278821720210203,-24.359056949588634,-0.13457254097871205,-54.73991928090518,30.680842175589007
source_shared_mlp_forced_ridge_phase,test,C5-nonCO,corrected_ppm,1020,32.11476545632216,8.169232503212097,0.25112612443760246,1.9867008171076292,8.86599198251158,0.8150584776565353,-3.108073772618196,0.016954949786646162,-9.714518447526402,1.9243582107186108
source_shared_mlp_forced_ridge_phase,test,nonCO_ALL,corrected_ppm,4050,18.929062587914945,5.502229407549819,0.15154793566165625,0.7366522870603684,8.874093354272604,-0.07383489983296343,-3.3270191205542146,0.00778734289622901,-9.732131078315016,0.4466693320155776
source_shared_mlp_val_selected,test,ALL,corrected_ppm,5400,22.631705247669355,6.978174228436613,0.14732107881608797,-0.46321018161296296,12.5,-4.704566758940977,-6.020719448730921,-0.010512616478401543,-15.33922873437405,0.3008106690781794
source_shared_mlp_val_selected,test,C3,corrected_ppm,2680,12.718446164943577,4.77771399595273,0.09624627379519929,-0.08217348915109067,9.929066110244902,-6.967434911441282,-6.324962589334824,-0.014518765061696706,-14.368174415239176,-0.2183941263565402
source_shared_mlp_val_selected,test,C3-CO,corrected_ppm,670,14.265474297910679,7.164897421912921,0.06340210799071413,-0.828187676321464,14.389510938608797,-19.435351024078024,-13.691131456818287,-0.08637933788479121,-27.875293305432645,-0.4802458414770097
source_shared_mlp_val_selected,test,C3-CO_low_25_100,corrected_ppm,268,7.166380361461934,4.151045196905204,0.03185057938427527,0.8224607047577664,10.49507579926714,-17.90425914751448,-12.5826280140543,-0.07957448510006435,-19.36623466040627,-1.7108290281871628
source_shared_mlp_val_selected,test,C3-CO_mid_125_175,corrected_ppm,201,15.254412300790817,8.471278242726635,0.06779738800351474,1.732350679325224,13.062492784455173,-19.51639964789952,-15.100996585278706,-0.08673955399066453,-42.73136180977548,-1.9651812833771514
source_shared_mlp_val_selected,test,C3-CO_high_200_250,corrected_ppm,201,19.42093591613063,9.876986234442828,0.08631527073835835,-5.589590540073794,18.423141547170076,-22.277506587006073,-13.759270918709849,-0.09901114038669362,-24.47780220893344,2.6454671827033343
source_shared_mlp_val_selected,test,C3-nonCO,corrected_ppm,2010,12.159108169844279,3.981986187299333,0.10493419140930771,0.1664979065723671,7.950827508302109,0.4062357885768648,-3.869572966840337,0.01069850495716125,-10.03528353658163,-0.1311102213163837
source_shared_mlp_val_selected,test,C4,corrected_ppm,1360,27.49202327709424,7.8006406053836015,0.13021741205060142,-2.3758699188284917,12.668475346288318,-3.1188499454425553,-5.257565372150617,-0.02179329333236621,-14.485035924592381,-0.8956149100026787
source_shared_mlp_val_selected,test,C4-CO,corrected_ppm,340,53.14362026732757,20.003035204876447,0.2361938678547892,-9.9887235730611,25.729045295052835,-3.4448116227135657,-7.3063468298083585,-0.015310273878726938,-25.616714335150462,-2.5599118543513324
source_shared_mlp_val_selected,test,C4-CO_low_25_100,corrected_ppm,136,8.542414670570453,5.78653889967388,0.03796628742475757,3.608269091773733,14.661183303051423,-11.476133593390456,-4.625920254870956,-0.05100503819284647,-10.621852705425788,0.5689403340591435
source_shared_mlp_val_selected,test,C4-CO_mid_125_175,corrected_ppm,102,14.827726332580674,11.265845380764711,0.06590100592258077,1.990546036139179,28.37911788315185,-17.65131788506985,-13.867059178901323,-0.07845030171142156,-24.764019810253316,-2.8610637171960445
source_shared_mlp_val_selected,test,C4-CO_high_200_250,corrected_ppm,102,95.37813857305294,47.69555343592496,0.42390283810245755,-40.09731673537449,237.5,0.06309568985807346,-4.319536580631912,0.00028042528825811264,3.695772928185761,-6.430562909387255
source_shared_mlp_val_selected,test,C4-nonCO,corrected_ppm,1020,8.14454828612893,3.733175738885985,0.06334759767194234,0.16174796591571114,7.714515402543061,-5.3443559689870295,-4.574638219598038,-0.03526728439460468,-11.405194811892994,-0.34084926188646025
source_shared_mlp_val_selected,test,C5,corrected_ppm,1360,30.969990671158996,10.49190889785492,0.22575395744262364,0.6985831322218178,21.15267253742054,-4.616708484877655,-6.184335571768244,-0.0014662411111955043,-18.37032974436448,2.520375109750985
source_shared_mlp_val_selected,test,C5-CO,corrected_ppm,340,27.248611115852313,17.459938081783392,0.12110493829267696,-3.1657699224356173,37.5,-18.866870627679866,-15.413120969218383,-0.08385275834524383,-30.4931676387787,4.308425806848108
source_shared_mlp_val_selected,test,C5-CO_low_25_100,corrected_ppm,136,25.499635110207684,16.427177095965096,0.11333171160092306,-1.4567804483374913,37.5,-7.218424008564611,-7.120727933572169,-0.03208188448250937,-11.49037666618824,-7.305063688881718
source_shared_mlp_val_selected,test,C5-CO_mid_125_175,corrected_ppm,102,26.91458923370005,18.374463931307332,0.11962039659422244,0.831179818417186,42.98406945083745,-18.483846751673525,-17.52370903637641,-0.08215043000743791,-32.5311376013934,-6.579337900919691
source_shared_mlp_val_selected,test,C5-CO_high_200_250,corrected_ppm,102,29.72516988209459,17.922426880017177,0.13211186614264261,-9.441372295419256,31.078365990620235,-30.278821720210203,-24.359056949588634,-0.13457254097871205,-54.73991928090518,30.680842175589007
source_shared_mlp_val_selected,test,C5-nonCO,corrected_ppm,1020,32.11476545632216,8.169232503212097,0.25112612443760246,1.9867008171076292,8.86599198251158,0.8150584776565353,-3.108073772618196,0.016954949786646162,-9.714518447526402,1.9243582107186108
source_shared_mlp_val_selected,test,nonCO_ALL,corrected_ppm,4050,18.703745751002412,4.973888553928815,0.14952705224064183,0.6237230989862383,8.078130796265011,-0.2991517367454968,-3.855359974175218,0.0057664594752145915,-10.528093636322609,0.3337401439414475
