N,accuracy_delta_pp,accuracy_delta_pp_ci_high,accuracy_delta_pp_ci_low,b2_accuracy,b2_confusion_matrix,b2_ece,b2_macro_f1,b2_nll,b2_only_correct,b2_worst_recall,b5_accuracy,b5_confusion_matrix,b5_ece,b5_macro_f1,b5_nll,b5_only_correct,b5_worst_recall,bootstrap_reps,bootstrap_seed,both_correct,both_wrong,decision,decision_margin_pp,direction_id,ece_delta,macro_f1_delta_pp,macro_f1_delta_pp_ci_high,macro_f1_delta_pp_ci_low,mcnemar_exact_p,nll_delta,seed,target_client,worst_recall_delta_pp
2680,-0.7089552238805918,-0.261194029850742,-1.1940298507462699,0.9764925373134329,"[[657, 11, 1, 1], [15, 652, 3, 0], [14, 13, 643, 0], [0, 0, 5, 665]]",0.023724445355917032,0.9765251242782818,0.27685948761624446,11,0.9597014925373134,0.9835820895522388,"[[656, 7, 5, 2], [8, 662, 0, 0], [0, 17, 653, 0], [0, 0, 5, 665]]",0.01561448365005092,0.9836046899894706,0.17175490973439106,30,0.9746268656716418,2000,20260713,2606,33,B5_favored,0.5,R1_C5_TO_C1,0.008109961705866113,-0.707956571118884,-0.2617669434348441,-1.1915722992743465,0.00432400493446039,0.1051045778818534,42,1,-1.4925373134328401
