experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,0,Ethanol,42,340,5.105789542988242,2.7998036404677675,0.04538479593767326,0.9797767083773765,0.48648539261715684
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,1,CO,42,340,27.53249347428857,14.054991218172924,0.12236663766350477,0.8529865315080256,-0.3719783449233646
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,0,Ethanol,42,338,3.7744900938925583,2.62813230390433,0.03355102305682273,0.9888510412421049,0.3011257823977986
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,1,CO,42,335,16.11078594393585,11.988647803518788,0.07160349308415934,0.9486946024077384,1.898589142465839
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A0T-C4-S42,A0T,C4,S_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,0,Ethanol,42,340,8.814818978386352,3.2217519701278787,0.07835394647454536,0.9397228345237565,-0.30972481374517463
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,1,CO,42,340,16.302309178051505,12.112107627700944,0.0724547074580067,0.9484576417868058,1.5911673446414631
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,0,Ethanol,42,338,3.7744900938925583,2.62813230390433,0.03355102305682273,0.9888510412421049,0.3011257823977986
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,1,CO,42,335,16.11078594393585,11.988647803518788,0.07160349308415934,0.9486946024077384,1.898589142465839
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A0T-C4-S42,A0T,C4,Oracle_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
