step,target_ce,target_accuracy
1.0,4.396727561950684,0.4375
2.0,3.062537670135498,0.5625
3.0,4.280111312866211,0.4375
4.0,3.510728597640991,0.53125
5.0,2.7343297004699707,0.625
6.0,2.2373905181884766,0.625
7.0,2.2343649864196777,0.6875
8.0,2.7116196155548096,0.59375
9.0,2.5330891609191895,0.625
10.0,1.981850504875183,0.6875
11.0,1.7225122451782227,0.71875
12.0,2.252096652984619,0.5625
13.0,1.6325509548187256,0.75
14.0,1.569656252861023,0.71875
15.0,0.579541802406311,0.8125
16.0,1.4427564144134521,0.75
17.0,0.9915686845779419,0.78125
18.0,0.40424254536628723,0.875
19.0,0.19695961475372314,0.9375
20.0,0.9330064654350281,0.8125
21.0,0.29290392994880676,0.875
22.0,0.40927499532699585,0.90625
23.0,0.01010134443640709,1.0
24.0,0.9062745571136475,0.8125
25.0,0.6500349640846252,0.875
26.0,0.09204952418804169,0.96875
27.0,0.007558134384453297,1.0
28.0,0.1955561488866806,0.96875
29.0,0.2120525985956192,0.96875
30.0,0.4119943082332611,0.875
31.0,0.43983185291290283,0.90625
32.0,0.11548741906881332,0.96875
33.0,0.013582359999418259,1.0
34.0,0.3921700716018677,0.90625
35.0,0.052684031426906586,0.96875
36.0,0.0054821777157485485,1.0
37.0,0.059753671288490295,0.96875
38.0,0.23520563542842865,0.90625
39.0,0.006123980041593313,1.0
40.0,0.06898102909326553,0.9375
41.0,0.048780135810375214,0.96875
42.0,0.12874239683151245,0.9375
43.0,0.03233940154314041,0.96875
44.0,0.03693218156695366,1.0
45.0,0.05141188204288483,1.0
46.0,0.016844481229782104,1.0
47.0,0.03359184041619301,1.0
48.0,0.018090760335326195,1.0
49.0,0.05609092488884926,0.96875
50.0,0.016930589452385902,1.0
51.0,0.0026308714877814054,1.0
52.0,0.012798808515071869,1.0
53.0,0.022971928119659424,1.0
54.0,0.01869155466556549,1.0
55.0,0.0038097656797617674,1.0
56.0,0.020964069291949272,1.0
57.0,0.020464563742280006,1.0
58.0,0.0040864343754947186,1.0
59.0,0.023104075342416763,1.0
60.0,0.010848337784409523,1.0
61.0,0.0074942344799637794,1.0
62.0,0.020590823143720627,1.0
63.0,0.007032300345599651,1.0
64.0,0.01694415509700775,1.0
65.0,0.010768462903797626,1.0
66.0,0.0025607100687921047,1.0
67.0,0.011006290093064308,1.0
68.0,0.007103559095412493,1.0
69.0,0.006726042367517948,1.0
70.0,0.009031992405653,1.0
71.0,0.006092991679906845,1.0
72.0,0.009770526550710201,1.0
73.0,0.011790084652602673,1.0
74.0,0.0050870864652097225,1.0
75.0,0.010638515464961529,1.0
76.0,0.010118205100297928,1.0
77.0,0.004752219654619694,1.0
78.0,0.007351954001933336,1.0
79.0,0.004043839406222105,1.0
80.0,0.007396893110126257,1.0
81.0,0.015051603317260742,1.0
82.0,0.009643524885177612,1.0
83.0,0.006469986401498318,1.0
84.0,0.007621674798429012,1.0
85.0,0.008295711129903793,1.0
86.0,0.009284522384405136,1.0
87.0,0.003010777523741126,1.0
88.0,0.0029854720924049616,1.0
89.0,0.0026207384653389454,1.0
90.0,0.017332620918750763,1.0
91.0,0.002252159407362342,1.0
92.0,0.011302229948341846,1.0
93.0,0.006634050980210304,1.0
94.0,0.007995497435331345,1.0
95.0,0.005867003928869963,1.0
96.0,0.004144646227359772,1.0
97.0,0.007969550788402557,1.0
98.0,0.005119965877383947,1.0
99.0,0.00812472589313984,1.0
100.0,0.003733336925506592,1.0
