variant,class_id,gas,N,RMSE,MAE
FEDH1_REAL,0,Ethanol,340,26.0658236626062,8.194343388298917
FEDH1_REAL,1,CO,340,22.664999760706348,12.95453614309374
FEDH1_REAL,2,Ethylene,340,35.50515710004374,9.787887325115495
FEDH1_REAL,3,Methane,340,13.331720109604023,6.598224576554634
