step,target_ce,target_accuracy
1.0,3.812901735305786,0.46875
2.0,2.244340181350708,0.65625
3.0,3.4064996242523193,0.4375
4.0,2.5390706062316895,0.625
5.0,2.294003486633301,0.625
6.0,0.7938609719276428,0.875
7.0,1.5797474384307861,0.78125
8.0,1.1220123767852783,0.8125
9.0,1.8454807996749878,0.6875
10.0,0.6068782806396484,0.84375
11.0,0.48751166462898254,0.90625
12.0,1.6412107944488525,0.75
13.0,0.24004246294498444,0.96875
14.0,0.7146768569946289,0.84375
15.0,0.3314756155014038,0.9375
16.0,0.029944494366645813,0.96875
17.0,0.6107043027877808,0.875
18.0,0.003849569708108902,1.0
19.0,0.005493998061865568,1.0
20.0,0.30750223994255066,0.9375
21.0,0.24156467616558075,0.9375
22.0,0.21722687780857086,0.96875
23.0,0.002736360300332308,1.0
24.0,0.1455545276403427,0.9375
25.0,0.17890313267707825,0.9375
26.0,0.005307959392666817,1.0
27.0,0.004330593626946211,1.0
28.0,0.07186038792133331,0.96875
29.0,0.004635994788259268,1.0
30.0,0.01593901589512825,1.0
31.0,0.031544480472803116,0.96875
32.0,0.005693037062883377,1.0
33.0,0.003297660034149885,1.0
34.0,0.012555574998259544,1.0
35.0,0.005613056011497974,1.0
36.0,0.00248906621709466,1.0
37.0,0.011395260691642761,1.0
38.0,0.005657798144966364,1.0
39.0,0.003999646287411451,1.0
40.0,0.004274207632988691,1.0
41.0,0.009831401519477367,1.0
42.0,0.0034125936217606068,1.0
43.0,0.0027069433126598597,1.0
44.0,0.005340468138456345,1.0
45.0,0.011749012395739555,1.0
46.0,0.004219261929392815,1.0
47.0,0.007120155729353428,1.0
48.0,0.0031197478529065847,1.0
49.0,0.008613713085651398,1.0
50.0,0.003144875867292285,1.0
51.0,0.003932103514671326,1.0
52.0,0.004002416040748358,1.0
53.0,0.003395749256014824,1.0
54.0,0.0076334914192557335,1.0
55.0,0.003561534686014056,1.0
56.0,0.003990532364696264,1.0
57.0,0.009679216891527176,1.0
58.0,0.0027109631337225437,1.0
59.0,0.007608295418322086,1.0
60.0,0.0031485629733651876,1.0
61.0,0.003263824852183461,1.0
62.0,0.004376409575343132,1.0
63.0,0.004766586236655712,1.0
64.0,0.004874042235314846,1.0
65.0,0.003864145837724209,1.0
66.0,0.002353564603254199,1.0
67.0,0.003818113123998046,1.0
68.0,0.0033854672219604254,1.0
69.0,0.004416992887854576,1.0
70.0,0.004465651232749224,1.0
71.0,0.0021889207419008017,1.0
72.0,0.005059967748820782,1.0
73.0,0.0036008432507514954,1.0
74.0,0.0030176974833011627,1.0
75.0,0.002836771309375763,1.0
76.0,0.004287377465516329,1.0
77.0,0.0028703308198601007,1.0
78.0,0.004251847509294748,1.0
79.0,0.0022717067040503025,1.0
80.0,0.003419123822823167,1.0
81.0,0.006276964675635099,1.0
82.0,0.004203255753964186,1.0
83.0,0.0028260124381631613,1.0
84.0,0.00530233234167099,1.0
85.0,0.004534377716481686,1.0
86.0,0.0038870309945195913,1.0
87.0,0.001933064078912139,1.0
88.0,0.0020568803884088993,1.0
89.0,0.002860990120097995,1.0
90.0,0.007105827797204256,1.0
91.0,0.0025283903814852238,1.0
92.0,0.004178253468126059,1.0
93.0,0.0035230296198278666,1.0
94.0,0.004795657936483622,1.0
95.0,0.0025245128199458122,1.0
96.0,0.002898228820413351,1.0
97.0,0.002761424519121647,1.0
98.0,0.0029415488243103027,1.0
99.0,0.0038854575250297785,1.0
100.0,0.003459441941231489,1.0
