step,target_ce,target_accuracy
1.0,3.967676877975464,0.4375
2.0,3.6319189071655273,0.46875
3.0,2.9969582557678223,0.53125
4.0,3.50045108795166,0.53125
5.0,1.482794165611267,0.78125
6.0,0.29310718178749084,0.9375
7.0,1.4266160726547241,0.75
8.0,0.4161750078201294,0.9375
9.0,1.4615437984466553,0.78125
10.0,1.1051303148269653,0.84375
11.0,0.9191017150878906,0.8125
12.0,1.230482816696167,0.8125
13.0,0.6643629670143127,0.875
14.0,0.4611937403678894,0.9375
15.0,0.5335851311683655,0.90625
16.0,0.4090717136859894,0.9375
17.0,0.6483659744262695,0.90625
18.0,0.6512484550476074,0.90625
19.0,0.1647258847951889,0.96875
20.0,0.5075390934944153,0.9375
21.0,0.3685370087623596,0.9375
22.0,0.83141028881073,0.84375
23.0,0.3324964940547943,0.9375
24.0,0.3185063600540161,0.9375
25.0,0.004569960292428732,1.0
26.0,0.1760074347257614,0.96875
27.0,0.539114236831665,0.90625
28.0,0.1387181431055069,0.96875
29.0,0.1961459368467331,0.9375
30.0,0.0034505233634263277,1.0
31.0,0.13607491552829742,0.96875
32.0,0.0072191134095191956,1.0
33.0,0.33597224950790405,0.9375
34.0,0.002664596075192094,1.0
35.0,0.04815821349620819,0.96875
36.0,0.08666732162237167,0.96875
37.0,0.2294861376285553,0.96875
38.0,0.1599525362253189,0.96875
39.0,0.009016478434205055,1.0
40.0,0.10609730333089828,0.9375
41.0,0.004898346960544586,1.0
42.0,0.2097245752811432,0.96875
43.0,0.03295459598302841,0.96875
44.0,0.07983745634555817,0.96875
45.0,0.22786001861095428,0.9375
46.0,0.003998993895947933,1.0
47.0,0.007307388354092836,1.0
48.0,0.030520116910338402,0.96875
49.0,0.008762896060943604,1.0
50.0,0.0029852907173335552,1.0
51.0,0.016928663477301598,1.0
52.0,0.005880128592252731,1.0
53.0,0.003860804485157132,1.0
54.0,0.19985046982765198,0.96875
55.0,0.13498425483703613,0.96875
56.0,0.005845562554895878,1.0
57.0,0.009610950015485287,1.0
58.0,0.06880342215299606,0.96875
59.0,0.0020391850266605616,1.0
60.0,0.01432108785957098,1.0
61.0,0.011852821335196495,1.0
62.0,0.008667566813528538,1.0
63.0,0.0051642609760165215,1.0
64.0,0.0026543117128312588,1.0
65.0,0.013808360323309898,1.0
66.0,0.008245321922004223,1.0
67.0,0.008970585651695728,1.0
68.0,0.002845591865479946,1.0
69.0,0.008470690809190273,1.0
70.0,0.11696804314851761,0.96875
71.0,0.004142142366617918,1.0
72.0,0.006489009130746126,1.0
73.0,0.008586930111050606,1.0
74.0,0.0031273954082280397,1.0
75.0,0.0034848430659621954,1.0
76.0,0.010973364114761353,1.0
77.0,0.0038645612075924873,1.0
78.0,0.0032371049746870995,1.0
79.0,0.028153084218502045,1.0
80.0,0.010346723720431328,1.0
81.0,0.006501744035631418,1.0
82.0,0.003535420633852482,1.0
83.0,0.008633413352072239,1.0
84.0,0.004329951945692301,1.0
85.0,0.0037251212634146214,1.0
86.0,0.016550671309232712,1.0
87.0,0.006279339082539082,1.0
88.0,0.0031498372554779053,1.0
89.0,0.0055883280001580715,1.0
90.0,0.00697729317471385,1.0
91.0,0.003466277150437236,1.0
92.0,0.0063064247369766235,1.0
93.0,0.0036684770602732897,1.0
94.0,0.005257866345345974,1.0
95.0,0.003238316625356674,1.0
96.0,0.007056362461298704,1.0
97.0,0.005187122616916895,1.0
98.0,0.002690464025363326,1.0
99.0,0.008563578128814697,1.0
100.0,0.0038817082531750202,1.0
