grid_index,tau,lambda_u,mean_validation_macro_f1,mean_validation_nll,selected
0,0.9,0.25,0.7055927190625466,1.3091820591915706,False
1,0.9,0.5,0.6534477388002832,1.3606977865968957,False
2,0.9,1.0,0.5771839098376434,1.7828940834964269,False
3,0.95,0.25,0.7245449699254047,1.3509800614522878,True
4,0.95,0.5,0.6686249371543489,1.4347817025442664,False
5,0.95,1.0,0.5643923332102679,1.457139909839809,False
