experiment,scope,group_level,group_value,N,RMSE,MAE,Bias,R2,formal_RMSE_abs_difference
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Ethylene:100,34,4.89692714459376,3.3944497181546662,3.158820542188896,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Ethylene:112.5,34,5.0254767368599635,3.9203392634036285,-3.359043812585823,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Ethylene:125,34,2.1144798523937323,1.1804394750685507,-1.1804394750685507,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,gas,Methane,340,46.13871019327001,26.691736484099067,-1.4801994278306683,0.5871455848148251,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:25,34,31.624557765167044,27.181658202294262,27.181658202294262,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:50,34,29.875339037572935,25.24022455140256,23.05726970933293,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:75,34,22.845638587110912,19.709287878979527,17.110166845942473,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:100,34,16.975333849938497,14.574943777568214,12.929542359542355,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:125,34,24.220099810086527,19.907122837931865,14.946871723397836,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:150,34,13.651843077416473,10.50511822130652,8.622685133065827,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:175,34,13.08041942032538,10.364845108958809,3.9445265843511463,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:200,34,25.6764576546848,20.743119646509548,-5.461809223229232,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:225,34,124.7447408022489,86.18289569757248,-84.62475669453747,nan,
B_OLD_CKPT_NEW_DATA,PIPELINE_ALL,concentration,Methane:250,34,37.688961551332746,32.50814891846681,-32.50814891846681,nan,
B_OLD_CKPT_NEW_DATA,S_CC,all,all,1337,15.655075853111338,10.210621721534254,1.901745320524337,0.9429014741189996,0.0
B_OLD_CKPT_NEW_DATA,S_CC,gas,CO,337,16.069962663341926,11.57144445101666,1.2109040071541577,0.9492493580949151,
B_OLD_CKPT_NEW_DATA,S_CC,concentration,CO:25,31,3.617007637081347,1.234660675633949,1.234660675633949,nan,
B_OLD_CKPT_NEW_DATA,S_CC,concentration,CO:50,34,13.938652240756907,10.851135424371973,1.9243527411271648,nan,
B_OLD_CKPT_NEW_DATA,S_CC,concentration,CO:75,34,14.772232264216589,12.284399832064805,-5.507765805295115,nan,
