experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A4-C3-S42,A4,C3,S_ALL,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A4-C3-S42,A4,C3,S_ALL,1,CO,42,667,15.089296370682753,8.976835299207405,0.06706353942525668,0.9560183113425881,0.2673904596323244
CAN-V1-REG-A4-C3-S42,A4,C3,S_ALL,2,Ethylene,42,670,6.571926641168458,3.9741966257582027,0.05841712569927518,0.9664948598094354,0.00520553245255372
CAN-V1-REG-A4-C3-S42,A4,C3,S_ALL,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,1,CO,42,665,14.0736420569511,8.790361332828166,0.062549520253116,0.961698313110131,0.4816666087449166
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,1,CO,42,667,14.056870553832713,8.777961997491362,0.0624749802392565,0.9618309620526778,0.49331118359468407
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,2,Ethylene,42,670,7.197693609866954,4.054754177796268,0.06397949875437293,0.9598104876206394,0.08576308449061999
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,1,CO,42,665,14.0736420569511,8.790361332828166,0.062549520253116,0.961698313110131,0.4816666087449166
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
