experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE
XTR-R84-GAPS-C5,C5,R84_FED_H1,84,42,ROUTE_CORRECT,1339,11.796538964862096,6.816436856953597,0.9684422307845357,0.0671191406817032
XTR-R84-GAPS-C5,C5,R84_FED_H1,84,42,MISROUTED,21,88.8763171056719,64.01273666431904,-6.888937322214103,0.7874961867756888
