experiment_id,source_clients,target_clients,split_protocol,model,checkpoint,DA,calibration,QC,seed,result_path,metrics,status,notes,code_commit,config_path,dataset_path,created_at,evidence_status,provenance
P0U-U1-GLOBAL-ALIGN-S42,C1;C2,C5,timeaware_60_170_window_fullgrid,Flower classification TCN,4313c375a8fa2e929de9d65637a2196f6c0f0752c2dc78112020b8727351751c,unconditional_CORAL_MMD2_ADV,x_only,none,42,results/iotj_p0_zero_label_commissioning_20260803,U1_macro_f1=0.5921324527,audited,target API x-only; 100 fixed steps,bf2e514,scripts/run_iotj_p0_zero_label_commissioning.py,dataset/client_data_c1234src_c5tgt_2080_timeaware_60_170_window_fullgrid,2026-08-03,approved_seed42_descriptive,strict_audit_PASS
P0U-U2-PSEUDO-CE-S42,C1;C2,C5,timeaware_60_170_window_fullgrid,Flower classification TCN,4313c375a8fa2e929de9d65637a2196f6c0f0752c2dc78112020b8727351751c,pseudo_label_CE,x_only_threshold_0.90,none,42,results/iotj_p0_zero_label_commissioning_20260803,U2_macro_f1=0.2415575387;coverage=0.965625;posthoc_precision=0.355987,audited,frozen teacher; truth post-hoc only,bf2e514,scripts/run_iotj_p0_zero_label_commissioning.py,dataset/client_data_c1234src_c5tgt_2080_timeaware_60_170_window_fullgrid,2026-08-03,approved_seed42_descriptive,strict_audit_PASS
