filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,stage,channel,N,RMSE,MAE,max_abs_diff,pearson,cosine
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,5,5417,0.00015116453915384136,9.018572601719462e-05,0.0005730583086352714,0.5338106623382372,0.9999508334620967
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,6,5417,0.0002937651623231547,0.00015132106698231243,0.0011243768849140308,0.6432621529967107,0.9998689837854784
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,7,5417,0.006085969958562524,0.0029663688773161356,0.020970431521408456,0.6446218400499869,0.9988253924301864
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,0,5417,0.005821856764767397,0.004025077270243418,0.03478733676525193,0.3110717649838661,0.38866748609614427
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,1,5417,0.007176822921870445,0.004503929126246455,0.027259469369357754,0.5374267110656026,0.6369553227453955
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,2,5417,0.01846928530316905,0.009361303047078476,0.07933374023468354,0.6118251771965036,0.7038672488548237
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,3,5417,0.011805985682401324,0.006650071887823481,0.043453172273633635,0.540485554813825,0.7473680920153525
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,4,5417,0.010994036536446325,0.006646480566821957,0.05683399307788893,0.5938402064230671,0.6959838342642988
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,5,5417,0.010039996087615622,0.00599016074107848,0.03805333271895905,0.5338106623382362,0.6672922397758474
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,6,5417,0.016487434294588262,0.0085052668056725,0.06303035855470596,0.6432621529967109,0.7315568822437566
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",relative,7,5417,0.05076162710513287,0.02474187513574056,0.17491161250178983,0.6446218400499869,0.7576414478300102
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,0,1100,0.006080885387645491,0.005365048507275157,0.020692727285895572,0.24224426249531303,0.8097950451561268
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,1,1100,0.007096374294487356,0.005190863470343236,0.017138890026788055,0.8287573524319495,0.9324667685440725
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,2,1100,0.01884716084063669,0.012921676629310798,0.059993838412965364,0.5165132748208543,0.9403508624285116
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,3,1100,0.011998500767559733,0.008399377704295186,0.02977954574435621,0.3973639482263263,0.9427591897459138
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",crop,4,1100,0.01166432223129127,0.009321195276549111,0.036466591135947864,0.3249466950764101,0.9301580755234575
