preprocessing,client,gas,true_ppm,N,Oracle_RMSE,MAE,Bias,R2
interp,C3,Methane,125.0,67,4.46937740761568,3.0263539785103606,0.5902914748228965,nan
interp,C3,Methane,150.0,67,3.947544850877624,2.4929018095971784,0.992992757279871,nan
interp,C3,Methane,175.0,67,5.86031563898599,4.515846155848723,1.8283308244813852,nan
interp,C3,Methane,200.0,67,5.527624315826169,3.7955141314308136,0.09237228661890119,nan
interp,C3,Methane,225.0,67,4.989549180583801,3.2434914659404686,0.11564509425882087,nan
interp,C3,Methane,250.0,67,7.495723272572638,4.554554260242123,-4.554554260242123,nan
interp,C4,CO,25.0,34,4.525196423968904,1.9317926964014196,1.9317926964014196,nan
interp,C4,CO,50.0,34,11.057844120869206,8.870528235696577,4.363165415830045,nan
interp,C4,CO,75.0,34,14.55509526383659,12.19407642973864,9.823652027572237,nan
interp,C4,CO,100.0,34,11.14577103327138,9.478663833227495,7.9692579602723415,nan
interp,C4,CO,125.0,34,22.19240617678031,19.46931969656333,19.185357530872345,nan
interp,C4,CO,150.0,34,9.26211486523303,7.386010811289597,2.144527659460824,nan
interp,C4,CO,175.0,34,15.384000553208502,12.864629153096905,-12.310751880393214,nan
interp,C4,CO,200.0,34,14.427930938907647,12.260516112853672,11.256910085164744,nan
interp,C4,CO,225.0,34,12.25009978495501,10.014354178478422,4.230644116736178,nan
interp,C4,CO,250.0,34,15.426880239671007,11.577831246266348,-11.577831246266348,nan
interp,C4,Ethanol,12.5,34,1.3393939921171474,0.4439542242553565,0.4439542242553565,nan
interp,C4,Ethanol,25.0,34,3.274617635584893,2.706481190590709,-1.529959519968513,nan
interp,C4,Ethanol,37.5,34,2.6560032633231336,2.1307363838161986,0.8509236747443827,nan
interp,C4,Ethanol,50.0,34,4.351809198905796,3.6810983436060796,3.459895812087226,nan
interp,C4,Ethanol,62.5,34,5.866421293532295,5.1048523882970755,4.709124396239541,nan
interp,C4,Ethanol,75.0,34,3.269964779526448,2.688841459124239,1.7436957582414883,nan
interp,C4,Ethanol,87.5,34,4.5354233418818914,3.5660128228632777,2.167705219473736,nan
interp,C4,Ethanol,100.0,34,4.7180094518212785,3.8691298127845273,-1.5318134454997585,nan
interp,C4,Ethanol,112.5,34,5.371822168813516,4.351372390836325,-3.556173478098677,nan
interp,C4,Ethanol,125.0,34,27.43718389592401,11.415789787955646,-11.415789787955646,nan
interp,C4,Ethylene,12.5,34,0.0,0.0,0.0,nan
interp,C4,Ethylene,25.0,34,3.0384927123472845,2.5433307364523094,-1.0333506792038012,nan
interp,C4,Ethylene,37.5,34,2.709621068490625,2.0949407800153743,-0.27668357711899827,nan
interp,C4,Ethylene,50.0,34,3.5917477714480817,2.8575916528072316,-0.7385603755227362,nan
interp,C4,Ethylene,62.5,34,6.079317985491217,4.350779085477656,3.19423312177454,nan
interp,C4,Ethylene,75.0,34,5.119382139792423,4.115254799597212,-1.2780184361721478,nan
interp,C4,Ethylene,87.5,34,5.946516614849579,3.9318388975049716,-0.19502836384122907,nan
interp,C4,Ethylene,100.0,34,4.924803109864612,3.818475524981143,-0.4699616276706606,nan
interp,C4,Ethylene,112.5,34,4.790574306993738,3.841208233880608,-2.33370637324287,nan
interp,C4,Ethylene,125.0,34,7.451497404927929,5.088914596564594,-5.088914596564594,nan
interp,C4,Methane,25.0,34,3.740874055876229,2.12752227204019,2.12752227204019,nan
interp,C4,Methane,50.0,34,8.504484041322875,6.613200410874771,0.3405611595141489,nan
interp,C4,Methane,75.0,34,8.823987753015002,7.4164297610938394,0.0760715965448372,nan
interp,C4,Methane,100.0,34,9.871805098848512,7.209917626032517,3.2632650388197217,nan
interp,C4,Methane,125.0,34,8.337412012867013,6.934811811077586,2.9216886126749286,nan
interp,C4,Methane,150.0,34,8.812220890007097,6.473062521864339,2.5183717873131686,nan
interp,C4,Methane,175.0,34,10.779162886470015,7.951050269280766,0.16995239895276418,nan
interp,C4,Methane,200.0,34,12.077784946549068,10.061249556325713,-0.5575860359651602,nan
interp,C4,Methane,225.0,34,12.57557318025965,10.105715517210573,-2.6657270921460414,nan
interp,C4,Methane,250.0,34,14.51590837501416,8.13577012495405,-8.13577012495405,nan
interp,C5,CO,25.0,34,3.304650693891758,1.102460704283953,1.102460704283953,nan
interp,C5,CO,50.0,34,13.673296591297207,10.69079445572929,1.697395675457264,nan
interp,C5,CO,75.0,34,13.798320223854242,11.636509246021587,-4.292742811034642,nan
interp,C5,CO,100.0,34,14.666788142711901,10.008572574288475,-1.4579531363282565,nan
interp,C5,CO,125.0,34,15.118681241175501,11.174801397141238,3.4644444789568607,nan
interp,C5,CO,150.0,34,23.726053891231622,19.47775355650893,10.85256948660448,nan
interp,C5,CO,175.0,34,17.34327306004494,12.571211569333553,3.1657339373396223,nan
interp,C5,CO,200.0,34,19.482562330995723,17.608875514204257,6.958779798931826,nan
interp,C5,CO,225.0,34,15.22054477945514,11.221963703203931,-0.45337955407102853,nan
interp,C5,CO,250.0,34,14.844398726096987,7.795088480308679,-7.795088480308679,nan
interp,C5,Ethanol,12.5,34,2.0902233646322226,1.416077009622711,1.416077009622711,nan
interp,C5,Ethanol,25.0,34,8.032758264152745,7.132129763899469,6.8983770030700144,nan
interp,C5,Ethanol,37.5,34,9.111850387930094,7.784877392183023,7.671046031471334,nan
interp,C5,Ethanol,50.0,34,5.736575520146272,4.3788101417762855,1.9090803331489739,nan
interp,C5,Ethanol,62.5,34,9.379835624659389,7.586576451241797,6.553531790893012,nan
interp,C5,Ethanol,75.0,34,9.643170060188961,8.29895302517455,-1.591337012346044,nan
interp,C5,Ethanol,87.5,34,6.496581663533473,4.9076106445175744,2.1570142266704657,nan
interp,C5,Ethanol,100.0,34,8.885487855429115,7.572623052785309,-7.534704548427592,nan
