comparison,feature_family,N,mean_abs_difference,p95_abs_difference,max_abs_difference
legacy_vs_interp,channel_statistics,425216,0.007229419102250379,0.00793976342639191,13.324540468985271
legacy_vs_interp,global_statistics,132880,0.2715659202088764,1.0930235321973898,1205.8483168260764
legacy_vs_timebin,channel_statistics,425216,0.005748592906912663,0.002615536815382319,13.32493338280363
legacy_vs_timebin,global_statistics,132880,0.07085722319842329,0.10315306477275793,121.6682573267836
