method,AURC_RMSE,AURC_NRMSE,coverage_min,coverage_max
Q1_confidence,7.004837811366157,0.03991321550220753,0.5,1.0
Q2_regression_disagreement,13.437286328233313,0.10793063816041956,0.5,1.0
Q3_equal_mean,12.315600831817656,0.0991305829459369,0.5,1.0
Q0_random,14.003338415571314,0.09949224984885237,0.5,1.0
