N,accuracy,checkpoint_label,confusion_matrix_json,ece,group_id,macro_f1,mean_confidence,nll,recall_0,recall_1,recall_2,recall_3,round,run_name,seed
1360,0.9875,final_adapted,"[[330, 8, 2, 0], [0, 340, 0, 0], [0, 6, 334, 0], [0, 0, 1, 339]]",0.012026913507896368,B1,0.9875337545706898,0.9976483384914258,0.09882595791204489,0.9705882352941176,1.0,0.9823529411764705,0.9970588235294118,25,B1_proto_replay_corrected_server_da_c12_to_c5_s42_r25,42
1360,0.9926470588235294,final_adapted,"[[337, 3, 0, 0], [0, 340, 0, 0], [0, 5, 334, 1], [0, 0, 1, 339]]",0.006681427622542724,B2,0.9926573078897397,0.9990140687893418,0.06901757788138493,0.9911764705882353,1.0,0.9823529411764705,0.9970588235294118,25,B2_proto_replay_corrected_server_da_c12_to_c5_s42_r25,42
1360,0.9889705882352942,final_adapted,"[[336, 3, 1, 0], [1, 339, 0, 0], [1, 4, 334, 1], [4, 0, 0, 336]]",0.010755343735218005,B3,0.988979885269746,0.9981842232977642,0.1021912511051246,0.9882352941176471,0.9970588235294118,0.9823529411764705,0.9882352941176471,25,B3_proto_replay_corrected_server_da_c12_to_c5_s42_r25,42
1360,0.9897058823529412,final_adapted,"[[337, 2, 1, 0], [0, 335, 5, 0], [0, 5, 334, 1], [0, 0, 0, 340]]",0.0081342694075669,B4,0.9897144724635099,0.997840151760508,0.08348272459984254,0.9911764705882353,0.9852941176470589,0.9823529411764705,1.0,25,B4_proto_replay_corrected_server_da_c12_to_c5_s42_r25,42
1360,0.9889705882352942,final_adapted,"[[334, 2, 4, 0], [0, 338, 2, 0], [0, 6, 334, 0], [0, 0, 1, 339]]",0.00927266899277178,B5,0.9889895837919297,0.9977534413337708,0.07036536926717657,0.9823529411764705,0.9941176470588236,0.9823529411764705,0.9970588235294118,25,B5_proto_replay_corrected_full_da_c12_to_c5_s42_r25,42
