experiment_id,method,target,slice,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A0T-C5-S42,A0T,C5,methane_225ppm_repeat1,17,66.58218084091283,45.96774597824285,0.2959208037373903,nan,-26.97639993050333
