experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE
XTR-R84-GAPS-C3,C3,R84_FED_H1,84,42,S_ALL,680,20.48126559011701,7.578520517503814,0.9047561388166162,0.12842602510240134
XTR-R84-GAPS-C3,C3,R84_FED_H1,84,42,S_CC,673,9.996381882169791,5.866678012745854,0.977191924639647,0.057006525562892645
