experiment_id,target,class_id,gas,calibration_fit_N,calibration_validation_N,calibration_refit_N,input_dimension,selected_alpha,calibration_validation_RMSE,alpha_grid_audit,selection_split,target_test_used_for_selection
XTR-R84-GAPS-C3,C3,0,Ethanol,60,20,80,84,10.0,5.051936202262136,"[{""alpha"":0.0,""validation_RMSE"":17.194745086121664},{""alpha"":0.01,""validation_RMSE"":8.605198166599402},{""alpha"":0.1,""validation_RMSE"":5.563521996337079},{""alpha"":1.0,""validation_RMSE"":5.394168062568247},{""alpha"":10.0,""validation_RMSE"":5.051936202262136},{""alpha"":100.0,""validation_RMSE"":8.532711172344316},{""alpha"":1000.0,""validation_RMSE"":19.834534384119213}]",C3_calibration_internal_75_25,False
XTR-R84-GAPS-C3,C3,1,CO,60,20,80,84,0.1,13.713108394360626,"[{""alpha"":0.0,""validation_RMSE"":27.36989399372295},{""alpha"":0.01,""validation_RMSE"":14.134950785236944},{""alpha"":0.1,""validation_RMSE"":13.713108394360626},{""alpha"":1.0,""validation_RMSE"":19.824842349815114},{""alpha"":10.0,""validation_RMSE"":31.323520876356973},{""alpha"":100.0,""validation_RMSE"":36.039484346006475},{""alpha"":1000.0,""validation_RMSE"":45.22257957326029}]",C3_calibration_internal_75_25,False
XTR-R84-GAPS-C3,C3,2,Ethylene,60,20,80,84,0.01,3.1088872116629385,"[{""alpha"":0.0,""validation_RMSE"":7.910289006580954},{""alpha"":0.01,""validation_RMSE"":3.1088872116629385},{""alpha"":0.1,""validation_RMSE"":5.081216679273391},{""alpha"":1.0,""validation_RMSE"":8.250946123333437},{""alpha"":10.0,""validation_RMSE"":10.89472990593272},{""alpha"":100.0,""validation_RMSE"":12.637044951242459},{""alpha"":1000.0,""validation_RMSE"":19.956464434200406}]",C3_calibration_internal_75_25,False
XTR-R84-GAPS-C3,C3,3,Methane,60,20,80,84,0.01,11.290265871522248,"[{""alpha"":0.0,""validation_RMSE"":15.094923609917556},{""alpha"":0.01,""validation_RMSE"":11.290265871522248},{""alpha"":0.1,""validation_RMSE"":12.951948289282727},{""alpha"":1.0,""validation_RMSE"":18.35575077952019},{""alpha"":10.0,""validation_RMSE"":23.989236352953537},{""alpha"":100.0,""validation_RMSE"":22.740524733039106},{""alpha"":1000.0,""validation_RMSE"":34.02349219793282}]",C3_calibration_internal_75_25,False
