experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias,A4_minus_A0T_RMSE,unit,calculation_status
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,1,CO,42,665,14.0736420569511,8.790361332828166,0.062549520253116,0.961698313110131,0.4816666087449166,0.0956678226750931,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,S_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,1,CO,42,667,14.056870553832713,8.777961997491362,0.0624749802392565,0.9618309620526778,0.49331118359468407,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,2,Ethylene,42,670,7.197693609866954,4.054754177796268,0.06397949875437293,0.9598104876206394,0.08576308449061999,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_ALL,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,1,CO,42,665,14.0736420569511,8.790361332828166,0.062549520253116,0.961698313110131,0.4816666087449166,0.0956678226750931,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553,0.0,ppm,recomputed
CAN-V1-REG-A4-C3-S42,A4,C3,Oracle_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,0,Ethanol,42,340,7.237602148903644,3.0780005555378125,0.06433424132358793,0.9593635802253074,0.2082884775471119,2.1318126059154023,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,1,CO,42,340,24.33497855688953,13.336032088529587,0.10815546025284234,0.8851508011899591,0.3672428838128192,-3.1975149173990403,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,0,Ethanol,42,339,6.371512333356554,2.8993972561754537,0.056635665185391586,0.9683708273582561,0.021219950816049053,2.5970222394639957,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,1,CO,42,338,16.18426638113148,12.00961807721911,0.0719300728050288,0.9487559113581946,1.7747413624152613,0.0734804371956308,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,0,Ethanol,42,340,8.814818978386352,3.2217519701278787,0.07835394647454536,0.9397228345237565,-0.30972481374517463,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,1,CO,42,340,16.302309178051505,12.112107627700944,0.0724547074580067,0.9484576417868058,1.5911673446414631,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,0,Ethanol,42,339,6.371512333356554,2.8993972561754537,0.056635665185391586,0.9683708273582561,0.021219950816049053,2.5970222394639957,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,1,CO,42,338,16.18426638113148,12.00961807721911,0.0719300728050288,0.9487559113581946,1.7747413624152613,0.0734804371956308,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464,0.0,ppm,recomputed
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487,0.0,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,0,Ethanol,42,340,10.572749682049126,3.9644782616935834,0.09397999717377001,0.9132834631065058,0.8476282424616983,-15.623372855816756,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,1,CO,42,340,25.248971128632498,14.732623902084898,0.11221764946058888,0.876361591650033,-0.23747055096177605,5.348841103312864,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936,-13.082872683574251,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,3,Methane,42,340,24.05296903011911,11.652874273310172,0.10690208457830717,0.887797271434886,-2.287001375627125,1.4299750859037914,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,0,Ethanol,42,337,4.778081815112037,3.10956263791044,0.04247183835655143,0.9821976646926277,-0.035033820661787916,-0.0076622201964262615,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,1,CO,42,338,19.906667183103846,13.636367238783626,0.08847407636935042,0.9229779195123604,0.9445562505118222,0.006537157784212155,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936,-0.01813688179298012,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,3,Methane,42,337,19.130684131330206,10.422200625299215,0.08502526280591202,0.928497007745701,-0.9729520044913934,0.17698091544378514,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,0,Ethanol,42,340,4.760258388177406,3.092531717041686,0.042313407894910275,0.9824212868482224,-0.024318302190198603,0.0,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,1,CO,42,340,19.900130025319633,13.634195693752318,0.08844502233475393,0.9231970569649206,1.0170424171762313,0.0,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936,0.0,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,3,Methane,42,340,19.460423898088134,10.687879634655177,0.08649077288039171,0.9265535809370609,-1.1749479134427188,0.0,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,0,Ethanol,42,337,4.778081815112037,3.10956263791044,0.04247183835655143,0.9821976646926277,-0.035033820661787916,-0.0076622201964262615,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,1,CO,42,338,19.906667183103846,13.636367238783626,0.08847407636935042,0.9229779195123604,0.9445562505118222,0.006537157784212155,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936,-0.01813688179298012,ppm,recomputed
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,3,Methane,42,337,19.130684131330206,10.422200625299215,0.08502526280591202,0.928497007745701,-0.9729520044913934,0.17698091544378514,ppm,recomputed
