response_phase,candidate,N,RMSE,MAE,Bias,P90AE,Under50Rate
main_response,baseline,49,33.59853170459469,21.511282110396696,10.694924977665044,35.706851482391365,0.02040816326530612
main_response,h2_3,49,28.323591208516834,10.830045875287993,-2.4654173115184426,12.63046862329442,0.02040816326530612
main_response,source_aug,49,28.591711318067887,11.695155360103044,0.9433263348433361,17.01044720802725,0.02040816326530612
main_response,h8,49,28.591711318067887,11.695155360103044,0.9433263348433361,17.01044720802725,0.02040816326530612
recovery,baseline,53,128.22087734221947,80.21672374112005,-74.68038139917519,234.06502349302173,0.3018867924528302
recovery,h2_3,53,38.92225916664945,20.058534016741778,-16.325883232523317,44.63647564670121,0.018867924528301886
recovery,source_aug,53,36.70011562500177,16.429339239935366,-9.92111219107054,26.62981217519767,0.018867924528301886
recovery,h8,53,35.23833649297988,16.202196945054126,-9.693969896189301,26.62981217519767,0.018867924528301886
