N,accuracy_delta_pp,accuracy_delta_pp_ci_high,accuracy_delta_pp_ci_low,b2_accuracy,b2_confusion_matrix,b2_ece,b2_macro_f1,b2_nll,b2_only_correct,b2_worst_recall,b5_accuracy,b5_confusion_matrix,b5_ece,b5_macro_f1,b5_nll,b5_only_correct,b5_worst_recall,bootstrap_reps,bootstrap_seed,both_correct,both_wrong,decision,decision_margin_pp,direction_id,ece_delta,macro_f1_delta_pp,macro_f1_delta_pp_ci_high,macro_f1_delta_pp_ci_low,mcnemar_exact_p,nll_delta,seed,target_client,worst_recall_delta_pp
2680,-0.1865671641791078,0.11194029850746245,-0.48507462686567804,0.9895522388059701,"[[659, 8, 3, 0], [3, 667, 0, 0], [0, 7, 663, 0], [1, 0, 6, 663]]",0.009554196093509415,0.9895649401938136,0.10585891088928671,6,0.9835820895522388,0.9914179104477612,"[[665, 3, 2, 0], [6, 664, 0, 0], [0, 6, 664, 0], [0, 6, 0, 664]]",0.008248767479142192,0.9914360761215912,0.08935576084548508,11,0.991044776119403,2000,20260713,2646,17,B5_favored,0.5,R2_C45_TO_C1,0.0013054286143672229,-0.18711359277776562,0.111003349911363,-0.48536714347111626,0.332305908203125,0.016503150043801637,42,1,-0.7462686567164201
