N,accuracy,checkpoint_label,confusion_matrix_json,data_root,direction_id,ece,group_id,macro_f1,mean_confidence,nll,recall_0,recall_1,recall_2,recall_3,round,run_name,seed,target_client
2680,0.9895522388059701,final_adapted,"[[659, 8, 3, 0], [3, 667, 0, 0], [0, 7, 663, 0], [1, 0, 6, 663]]",client_data_c2345src_c1tgt_2080_timeaware_60_170_window_fullgrid,R2_C45_TO_C1,0.009554196093509415,B2,0.9895649401938136,0.9991064348994796,0.10585891088928671,0.9835820895522388,0.9955223880597015,0.9895522388059701,0.9895522388059701,25,B2_proto_replay_corrected_server_da_r2_c45_to_c1_s42_r25,42,1
2680,0.9914179104477612,final_adapted,"[[665, 3, 2, 0], [6, 664, 0, 0], [0, 6, 664, 0], [0, 6, 0, 664]]",client_data_c2345src_c1tgt_2080_timeaware_60_170_window_fullgrid,R2_C45_TO_C1,0.008248767479142192,B5,0.9914360761215912,0.9988120241841274,0.08935576084548508,0.9925373134328358,0.991044776119403,0.991044776119403,0.991044776119403,25,B5_proto_replay_corrected_full_da_r2_c45_to_c1_s42_r25,42,1
