experiment_id,target,class_id,gas,calibration_fit_N,calibration_validation_N,calibration_refit_N,input_dimension,selected_alpha,calibration_validation_RMSE,alpha_grid_audit,selection_split,target_test_used_for_selection
XTR-R84-GAPS-C4,C4,0,Ethanol,30,10,40,84,0.1,30.640317503504026,"[{""alpha"":0.0,""validation_RMSE"":31.045879383446323},{""alpha"":0.01,""validation_RMSE"":30.677640273800467},{""alpha"":0.1,""validation_RMSE"":30.640317503504026},{""alpha"":1.0,""validation_RMSE"":36.775908178087114},{""alpha"":10.0,""validation_RMSE"":33.06669245957663},{""alpha"":100.0,""validation_RMSE"":33.92977675930525},{""alpha"":1000.0,""validation_RMSE"":35.55742129914019}]",C4_calibration_internal_75_25,False
XTR-R84-GAPS-C4,C4,1,CO,30,10,40,84,100.0,24.441355556849675,"[{""alpha"":0.0,""validation_RMSE"":36.84228395498273},{""alpha"":0.01,""validation_RMSE"":36.877716171949544},{""alpha"":0.1,""validation_RMSE"":37.16142464676982},{""alpha"":1.0,""validation_RMSE"":38.08503577428254},{""alpha"":10.0,""validation_RMSE"":37.263531816971486},{""alpha"":100.0,""validation_RMSE"":24.441355556849675},{""alpha"":1000.0,""validation_RMSE"":44.87440797980485}]",C4_calibration_internal_75_25,False
XTR-R84-GAPS-C4,C4,2,Ethylene,30,10,40,84,1.0,4.059103384261638,"[{""alpha"":0.0,""validation_RMSE"":6.524009841381281},{""alpha"":0.01,""validation_RMSE"":5.695558831028005},{""alpha"":0.1,""validation_RMSE"":4.3344780598872},{""alpha"":1.0,""validation_RMSE"":4.059103384261638},{""alpha"":10.0,""validation_RMSE"":4.790104951996322},{""alpha"":100.0,""validation_RMSE"":9.86486093209464},{""alpha"":1000.0,""validation_RMSE"":22.842847506111806}]",C4_calibration_internal_75_25,False
XTR-R84-GAPS-C4,C4,3,Methane,30,10,40,84,0.1,5.309525791675094,"[{""alpha"":0.0,""validation_RMSE"":6.831149033221678},{""alpha"":0.01,""validation_RMSE"":6.3514852357127705},{""alpha"":0.1,""validation_RMSE"":5.309525791675094},{""alpha"":1.0,""validation_RMSE"":7.699949420586089},{""alpha"":10.0,""validation_RMSE"":13.989860244026149},{""alpha"":100.0,""validation_RMSE"":20.489205458877056},{""alpha"":1000.0,""validation_RMSE"":42.90091924850202}]",C4_calibration_internal_75_25,False
