experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE
XTR-R84-GAPS-C4,C4,R84_FED_H1,84,42,ROUTE_CORRECT,317,19.455385982572913,11.997463554189926,0.9147913928744279,0.14728712334418426
XTR-R84-GAPS-C4,C4,R84_FED_H1,84,42,MISROUTED,3,94.09658158863512,91.66666666666667,-27.333333333333332,0.8364140585656455
