experiment_id,target,variant,input_dimension,seed,evaluation_scope,N,RMSE,MAE,R2,NRMSE
XTR-R84-GAPS-C4,C4,R84_FED_H1,84,42,S_ALL,320,21.400264153064036,12.744362333369397,0.8960171580575123,0.1674776467076216
XTR-R84-GAPS-C4,C4,R84_FED_H1,84,42,S_CC,317,19.455385982572913,11.997463554189926,0.9147913928744279,0.14728712334418426
