experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,0,Ethanol,42,340,10.572749682049126,3.9644782616935834,0.09397999717377001,0.9132834631065058,0.8476282424616983
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,1,CO,42,340,25.248971128632498,14.732623902084898,0.11221764946058888,0.876361591650033,-0.23747055096177605
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936
CAN-V1-REG-A4-C5-S42,A4,C5,S_ALL,3,Methane,42,340,24.05296903011911,11.652874273310172,0.10690208457830717,0.887797271434886,-2.287001375627125
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,0,Ethanol,42,337,4.778081815112037,3.10956263791044,0.04247183835655143,0.9821976646926277,-0.035033820661787916
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,1,CO,42,338,19.906667183103846,13.636367238783626,0.08847407636935042,0.9229779195123604,0.9445562505118222
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936
CAN-V1-REG-A4-C5-S42,A4,C5,S_CC,3,Methane,42,337,19.130684131330206,10.422200625299215,0.08502526280591202,0.928497007745701,-0.9729520044913934
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,0,Ethanol,42,340,4.760258388177406,3.092531717041686,0.042313407894910275,0.9824212868482224,-0.024318302190198603
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,1,CO,42,340,19.900130025319633,13.634195693752318,0.08844502233475393,0.9231970569649206,1.0170424171762313
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_ALL,3,Methane,42,340,19.460423898088134,10.687879634655177,0.08649077288039171,0.9265535809370609,-1.1749479134427188
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,0,Ethanol,42,337,4.778081815112037,3.10956263791044,0.04247183835655143,0.9821976646926277,-0.035033820661787916
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,1,CO,42,338,19.906667183103846,13.636367238783626,0.08847407636935042,0.9229779195123604,0.9445562505118222
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,2,Ethylene,42,340,6.139321111612887,4.344953916916407,0.054571743214336776,0.9707607166359307,1.337566177008936
CAN-V1-REG-A4-C5-S42,A4,C5,Oracle_CC,3,Methane,42,337,19.130684131330206,10.422200625299215,0.08502526280591202,0.928497007745701,-0.9729520044913934
