experiment_id,method,target,slice,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A4-C5-S42,A4,C5,methane_225ppm_repeat1,17,70.96926257424022,49.68418851545953,0.31541894477440097,nan,-33.634018938308245
