step,target_ce,target_accuracy
1.0,3.96962308883667,0.4375
2.0,3.734767198562622,0.46875
3.0,2.8973705768585205,0.53125
4.0,3.6096560955047607,0.5
5.0,1.6812695264816284,0.71875
6.0,0.9773648977279663,0.8125
7.0,1.5043326616287231,0.6875
8.0,0.8480164408683777,0.84375
9.0,1.5602422952651978,0.71875
10.0,1.1831166744232178,0.8125
11.0,1.3561993837356567,0.75
12.0,0.9825073480606079,0.84375
13.0,0.9065684080123901,0.875
14.0,0.4594990015029907,0.9375
15.0,0.7735964059829712,0.84375
16.0,0.43625330924987793,0.9375
17.0,0.6490551233291626,0.90625
18.0,0.6981524229049683,0.875
19.0,0.24669668078422546,0.96875
20.0,0.8610422015190125,0.875
21.0,0.37132135033607483,0.9375
22.0,1.2526780366897583,0.8125
23.0,0.538695752620697,0.90625
24.0,0.07471691817045212,0.9375
25.0,0.5012911558151245,0.9375
26.0,0.19585120677947998,0.9375
27.0,0.4899299740791321,0.90625
28.0,0.10296439379453659,0.96875
29.0,0.5867148637771606,0.90625
30.0,0.014542610384523869,1.0
31.0,0.08889658749103546,0.96875
32.0,0.025516994297504425,0.96875
33.0,0.3126128017902374,0.9375
34.0,0.1404513418674469,0.96875
35.0,0.2725910544395447,0.9375
36.0,0.047517236322164536,0.96875
37.0,0.2017681896686554,0.9375
38.0,0.39177533984184265,0.9375
39.0,0.003757479600608349,1.0
40.0,0.01612955704331398,1.0
41.0,0.002717908238992095,1.0
42.0,0.15477126836776733,0.96875
43.0,0.010911365039646626,1.0
44.0,0.44621992111206055,0.9375
45.0,0.2260594516992569,0.96875
46.0,0.22869770228862762,0.96875
47.0,0.3156510591506958,0.9375
48.0,0.017341559752821922,1.0
49.0,0.015190206468105316,1.0
50.0,0.0018060350557789207,1.0
51.0,0.0049602799117565155,1.0
52.0,0.006824189331382513,1.0
53.0,0.002072992268949747,1.0
54.0,0.1229262575507164,0.96875
55.0,0.23376861214637756,0.96875
56.0,0.22182989120483398,0.96875
57.0,0.003187565365806222,1.0
58.0,0.16162985563278198,0.96875
59.0,0.001817316864617169,1.0
60.0,0.08110439777374268,0.96875
61.0,0.005978935863822699,1.0
62.0,0.0026947958394885063,1.0
63.0,0.005408226978033781,1.0
64.0,0.0022599652875214815,1.0
65.0,0.005222934763878584,1.0
66.0,0.10294810682535172,0.96875
67.0,0.005762390326708555,1.0
68.0,0.20212551951408386,0.96875
69.0,0.0036118957214057446,1.0
70.0,0.15785899758338928,0.9375
71.0,0.0029482718091458082,1.0
72.0,0.006943080574274063,1.0
73.0,0.00618915818631649,1.0
74.0,0.2382725477218628,0.96875
75.0,0.0027911276556551456,1.0
76.0,0.011206489987671375,1.0
77.0,0.03186072036623955,0.96875
78.0,0.0027189822867512703,1.0
79.0,0.06484575569629669,0.96875
80.0,0.20270943641662598,0.96875
81.0,0.005133211147040129,1.0
82.0,0.0026870344299823046,1.0
83.0,0.004755388014018536,1.0
84.0,0.003315097652375698,1.0
85.0,0.23732927441596985,0.96875
86.0,0.04260062053799629,0.96875
87.0,0.00445569260045886,1.0
88.0,0.25779223442077637,0.96875
89.0,0.004451704677194357,1.0
90.0,0.13047778606414795,0.96875
91.0,0.009633723646402359,1.0
92.0,0.004218177869915962,1.0
93.0,0.20087356865406036,0.96875
94.0,0.003648212645202875,1.0
95.0,0.002171464264392853,1.0
96.0,0.004179782699793577,1.0
97.0,0.004956788849085569,1.0
98.0,0.24628810584545135,0.96875
99.0,0.031402844935655594,1.0
100.0,0.43966105580329895,0.9375
