label,hit_N,hit_true_c4_high_N,hit_false_N,C4_high_N,C4_high_RMSE,C4_high_MAE,C4_high_Bias,C4_high_P90AE,C4_nonCO_N,C4_nonCO_RMSE,C4_nonCO_MAE,C4_nonCO_Bias,C4_nonCO_P90AE,nonCO_N,nonCO_RMSE,nonCO_MAE,nonCO_Bias,nonCO_P90AE,ALL_N,ALL_RMSE,ALL_MAE,ALL_Bias,ALL_P90AE
H8_pred_CO_source_aug,0,0,0,102.0,32.21695006083711,14.037049516989395,-4.583896216575582,24.693753628856896,1020.0,8.855616075975213,5.04532700245323,0.45545798804753135,11.430228003851528,4050.0,18.37932337781323,5.814714027846154,0.9722737063756995,10.588118606054724,5400.0,18.468568789360955,6.823897926226967,0.507439386162561,13.471368729898032
H8_plus_formal_c4_route_rescue,14,14,0,102.0,26.791277638384138,12.689010301303119,-2.255464844026562,24.693753628856896,1020.0,8.855616075975213,5.04532700245323,0.45545798804753135,11.430228003851528,4050.0,18.37932337781323,5.814714027846154,0.9722737063756995,10.588118606054724,5400.0,18.30411372953233,6.798434963264004,0.5514208676440424,13.471368729898032
