seed,status,N,accuracy,macro_f1,nll,ece,error_count,training_wall_seconds,checkpoint_sha256,metrics_source
42,canonical,1360,0.9801470588235294,0.9802202037628274,0.15029377045915776,0.019368297935408764,27,5932.340982363,9b268f659c60a1d3b9bb789d89e82b5cedae56b92173daca616caef247371e5c,results\iotj_b5_multiseed_20260724\seed42_reference\classification_evaluation\seed42_classification_metrics.json
43,canonical,1360,0.9860294117647059,0.9860150907346623,0.12563693393006087,0.013375687862143694,19,6151.036009,4a2174e85f069fa04a02bbbf8e0467dc42f8d25d015b58eadc57fe4a98784ab6,results\iotj_b5_multiseed_20260724\seed43\classification_evaluation\seed43_classification_metrics.json
44,canonical,1360,0.9948529411764706,0.994851695671712,0.05408835013272508,0.005050430665997959,7,6303.639262,cc1b07da93a45165f3acb47b86ed98caf263f7f0c8625ceb1ecca751067553f3,results\iotj_b5_multiseed_20260724\seed44\classification_evaluation\seed44_classification_metrics.json
45,canonical,1360,0.9919117647058824,0.9919239448596794,0.08280200564245015,0.007930643199121208,11,6120.596577,b7c5d398beb5c8734fe2650b04d479a46f4e17bc0ac7c86eab266e2686581e8f,results\iotj_b5_multiseed_20260724\seed45\classification_evaluation\seed45_classification_metrics.json
46,canonical,1360,0.9926470588235294,0.9926613869879868,0.08836418002401585,0.0073078239665311795,10,6110.449736,26bcc33066a10268ce21ac7011ba636982c9073a645658e96c5d454b69608913,results\iotj_b5_multiseed_20260724\seed46\classification_evaluation\seed46_classification_metrics.json
