experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,0,Ethanol,42,340,7.237602148903644,3.0780005555378125,0.06433424132358793,0.9593635802253074,0.2082884775471119
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,1,CO,42,340,24.33497855688953,13.336032088529587,0.10815546025284234,0.8851508011899591,0.3672428838128192
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A4-C4-S42,A4,C4,S_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,0,Ethanol,42,339,6.371512333356554,2.8993972561754537,0.056635665185391586,0.9683708273582561,0.021219950816049053
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,1,CO,42,338,16.18426638113148,12.00961807721911,0.0719300728050288,0.9487559113581946,1.7747413624152613
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A4-C4-S42,A4,C4,S_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,0,Ethanol,42,340,8.814818978386352,3.2217519701278787,0.07835394647454536,0.9397228345237565,-0.30972481374517463
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,1,CO,42,340,16.302309178051505,12.112107627700944,0.0724547074580067,0.9484576417868058,1.5911673446414631
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_ALL,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,0,Ethanol,42,339,6.371512333356554,2.8993972561754537,0.056635665185391586,0.9683708273582561,0.021219950816049053
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,1,CO,42,338,16.18426638113148,12.00961807721911,0.0719300728050288,0.9487559113581946,1.7747413624152613
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,2,Ethylene,42,340,2.8999228482317982,2.1188311648617777,0.02577709198428265,0.9934762259194594,-0.3872797846360464
CAN-V1-REG-A4-C4-S42,A4,C4,Oracle_CC,3,Methane,42,340,10.471766892368139,7.379877753596057,0.04654118618830284,0.9787330129749144,1.346008435053487
