experiment_id,method,target,scope,class_id,gas,seed,N,RMSE,MAE,NRMSE_range,R2,Bias
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_ALL,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_ALL,1,CO,42,667,16.94389289778423,9.235327474406157,0.0753061906568188,0.9445424961808632,-0.09347410407027493
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_ALL,2,Ethylene,42,670,6.4059757121917755,3.9504979123072217,0.05694200633059356,0.9681656049840943,-0.13043347950588977
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_ALL,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_CC,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_CC,1,CO,42,665,13.977974234276006,8.73678710590813,0.06212432993011559,0.9623134462576204,0.43256056027838624
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553
CAN-V1-REG-A0T-C3-S42,A0T,C3,S_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_ALL,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_ALL,1,CO,42,667,14.056870553832713,8.777961997491362,0.0624749802392565,0.9618309620526778,0.49331118359468407
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_ALL,2,Ethylene,42,670,7.197693609866954,4.054754177796268,0.06397949875437293,0.9598104876206394,0.08576308449061999
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_ALL,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_CC,0,Ethanol,42,670,7.055720036478466,5.515853591902374,0.06271751143536414,0.9613803169100306,0.2679757710144995
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_CC,1,CO,42,665,13.977974234276006,8.73678710590813,0.06212432993011559,0.9623134462576204,0.43256056027838624
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_CC,2,Ethylene,42,668,6.139508542037521,3.861055837011228,0.05457340926255574,0.9708329946914674,-0.11981846316060553
CAN-V1-REG-A0T-C3-S42,A0T,C3,Oracle_CC,3,Methane,42,670,5.326227283356914,3.5696021729998146,0.023672121259364062,0.9944981920826229,0.42076251957489263
